source_label,path,exists,sha256,github_raw_url,github_blob_url,allowed_use,blocked_use
gate30_31_raw_metrics,reports/joint_interface_20260630/NODI_COMSOL_GATE30_31_SIDEWALL_PROOF_RAW_METRICS_20260630.json,true,e8ba1ec15865de68dafaeb7f85cf86f60fc8f02728df530358ac65cd25ccaecb,https://raw.githubusercontent.com/Shaughn0419/NODI_Simulator/main/reports/joint_interface_20260630/NODI_COMSOL_GATE30_31_SIDEWALL_PROOF_RAW_METRICS_20260630.json,https://github.com/Shaughn0419/NODI_Simulator/blob/main/reports/joint_interface_20260630/NODI_COMSOL_GATE30_31_SIDEWALL_PROOF_RAW_METRICS_20260630.json,Package C reflection metric hardening candidate;reviewer-friendly raw metric expansion;future proof-registration evidence design;no-proof-registration,Package C proof/pass registration;package_C_validation_status pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
gate30_31_summary_metrics,reports/joint_interface_20260630/NODI_COMSOL_GATE30_31_SIDEWALL_PROOF_SUMMARY_METRICS_20260630.json,true,83721bc5f0af8f568f93884bf6013a60f9cf98a8e7c59fff949a6b5ad0f5b2f6,https://raw.githubusercontent.com/Shaughn0419/NODI_Simulator/main/reports/joint_interface_20260630/NODI_COMSOL_GATE30_31_SIDEWALL_PROOF_SUMMARY_METRICS_20260630.json,https://github.com/Shaughn0419/NODI_Simulator/blob/main/reports/joint_interface_20260630/NODI_COMSOL_GATE30_31_SIDEWALL_PROOF_SUMMARY_METRICS_20260630.json,Package C reflection metric hardening candidate;reviewer-friendly raw metric expansion;future proof-registration evidence design;no-proof-registration,Package C proof/pass registration;package_C_validation_status pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
gate33_36_status,reports/joint_interface_20260630/NODI_COMSOL_GATE33_36_SIDEWALL_STATUS_20260630.json,true,4edad03eb957268fa57659a853ad0ed316c5ff1fdd5a6aec03675dafb63e257a,https://raw.githubusercontent.com/Shaughn0419/NODI_Simulator/main/reports/joint_interface_20260630/NODI_COMSOL_GATE33_36_SIDEWALL_STATUS_20260630.json,https://github.com/Shaughn0419/NODI_Simulator/blob/main/reports/joint_interface_20260630/NODI_COMSOL_GATE33_36_SIDEWALL_STATUS_20260630.json,Package C reflection metric hardening candidate;reviewer-friendly raw metric expansion;future proof-registration evidence design;no-proof-registration,Package C proof/pass registration;package_C_validation_status pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
gate33_36_backlog,reports/joint_interface_20260630/NODI_COMSOL_GATE33_36_SIDEWALL_PROOF_HARDENING_BACKLOG_20260630.csv,true,eb2daab7012ca3ac0fba4052b8ad8accf2cbe1bc88ffe4d1094e6dcea1ea789d,https://raw.githubusercontent.com/Shaughn0419/NODI_Simulator/main/reports/joint_interface_20260630/NODI_COMSOL_GATE33_36_SIDEWALL_PROOF_HARDENING_BACKLOG_20260630.csv,https://github.com/Shaughn0419/NODI_Simulator/blob/main/reports/joint_interface_20260630/NODI_COMSOL_GATE33_36_SIDEWALL_PROOF_HARDENING_BACKLOG_20260630.csv,Package C reflection metric hardening candidate;reviewer-friendly raw metric expansion;future proof-registration evidence design;no-proof-registration,Package C proof/pass registration;package_C_validation_status pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
gate33_36_thresholds,reports/joint_interface_20260630/NODI_COMSOL_GATE33_36_SIDEWALL_THRESHOLD_MATRIX_20260630.csv,true,6512ae83e37d0d00811635f745a758b480ff0cfa776f25de3f80136efdef3314,https://raw.githubusercontent.com/Shaughn0419/NODI_Simulator/main/reports/joint_interface_20260630/NODI_COMSOL_GATE33_36_SIDEWALL_THRESHOLD_MATRIX_20260630.csv,https://github.com/Shaughn0419/NODI_Simulator/blob/main/reports/joint_interface_20260630/NODI_COMSOL_GATE33_36_SIDEWALL_THRESHOLD_MATRIX_20260630.csv,Package C reflection metric hardening candidate;reviewer-friendly raw metric expansion;future proof-registration evidence design;no-proof-registration,Package C proof/pass registration;package_C_validation_status pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
gate33_36_no_proof_firewall,reports/joint_interface_20260630/NODI_COMSOL_GATE33_36_SIDEWALL_NO_PROOF_FIREWALL_20260630.csv,true,9fcec47d698cee5cefa96554b7ec3702c736cd4c9de70494bf122638962d6e61,https://raw.githubusercontent.com/Shaughn0419/NODI_Simulator/main/reports/joint_interface_20260630/NODI_COMSOL_GATE33_36_SIDEWALL_NO_PROOF_FIREWALL_20260630.csv,https://github.com/Shaughn0419/NODI_Simulator/blob/main/reports/joint_interface_20260630/NODI_COMSOL_GATE33_36_SIDEWALL_NO_PROOF_FIREWALL_20260630.csv,Package C reflection metric hardening candidate;reviewer-friendly raw metric expansion;future proof-registration evidence design;no-proof-registration,Package C proof/pass registration;package_C_validation_status pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
cross_section_geometry,nodi_simulator/cross_section_geometry.py,true,1ea0db3cb9979519a3fa98f2bb4a55837cf741755f8074ecc81e473f12520ee9,https://raw.githubusercontent.com/Shaughn0419/NODI_Simulator/main/nodi_simulator/cross_section_geometry.py,https://github.com/Shaughn0419/NODI_Simulator/blob/main/nodi_simulator/cross_section_geometry.py,Package C reflection metric hardening candidate;reviewer-friendly raw metric expansion;future proof-registration evidence design;no-proof-registration,Package C proof/pass registration;package_C_validation_status pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
trajectory,nodi_simulator/trajectory.py,true,33f3ad3215c93abb2e4301afffd60a6bbb81062a688620fc6b609c58a7e96e18,https://raw.githubusercontent.com/Shaughn0419/NODI_Simulator/main/nodi_simulator/trajectory.py,https://github.com/Shaughn0419/NODI_Simulator/blob/main/nodi_simulator/trajectory.py,Package C reflection metric hardening candidate;reviewer-friendly raw metric expansion;future proof-registration evidence design;no-proof-registration,Package C proof/pass registration;package_C_validation_status pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
gate37_builder,tools/audits/build_nodi_comsol_gate37_sidewall_package_c_metric_hardening_candidate.py,true,79063b2dc05620203c0143b2373f9ab40fd4c18e1fdfc969a705e5a86f73ed31,https://raw.githubusercontent.com/Shaughn0419/NODI_Simulator/main/tools/audits/build_nodi_comsol_gate37_sidewall_package_c_metric_hardening_candidate.py,https://github.com/Shaughn0419/NODI_Simulator/blob/main/tools/audits/build_nodi_comsol_gate37_sidewall_package_c_metric_hardening_candidate.py,Package C reflection metric hardening candidate;reviewer-friendly raw metric expansion;future proof-registration evidence design;no-proof-registration,Package C proof/pass registration;package_C_validation_status pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
gate37_tests,tests/test_nodi_comsol_gate37_sidewall_package_c_metric_hardening_candidate.py,true,52c364ae63d474311ed46e32cbf7c7cf06b7e12c0bc66e13cff898412b803401,https://raw.githubusercontent.com/Shaughn0419/NODI_Simulator/main/tests/test_nodi_comsol_gate37_sidewall_package_c_metric_hardening_candidate.py,https://github.com/Shaughn0419/NODI_Simulator/blob/main/tests/test_nodi_comsol_gate37_sidewall_package_c_metric_hardening_candidate.py,Package C reflection metric hardening candidate;reviewer-friendly raw metric expansion;future proof-registration evidence design;no-proof-registration,Package C proof/pass registration;package_C_validation_status pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
