coverage_id,family_id,hard_fail_code,pytest_file,pytest_marker,pytest_file_exists,pytest_marker_present,coverage_status,allowed_use,blocked_use
G22C-COVERAGE-001,G21B-FAMILY-001,missing_angle_convention,tests/test_nodi_comsol_next_artifacts_contracts.py,test_geometry_descriptor_v2_requires_angle_convention,true,true,PASS_PYTEST_MARKER_PRESENT,review-only Gate21-to-Gate22 validator binding matrix;contract patch queue;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G22C-COVERAGE-002,G21B-FAMILY-002,angle_conversion_mismatch,tests/test_nodi_comsol_next_artifacts_contracts.py,test_geometry_descriptor_v2_rejects_angle_conversion_mismatch,true,true,PASS_PYTEST_MARKER_PRESENT,review-only Gate21-to-Gate22 validator binding matrix;contract patch queue;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G22C-COVERAGE-003,G21B-FAMILY-003,bare_W_top_runtime_binding,tests/test_nodi_comsol_next_artifacts_contracts.py,test_geometry_descriptor_v2_runtime_top_semantics_requires_runtime_aperture,true,true,PASS_PYTEST_MARKER_PRESENT,review-only Gate21-to-Gate22 validator binding matrix;contract patch queue;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G22C-COVERAGE-004,G21B-FAMILY-004,silent_bottom_clip,tests/test_cross_section_geometry.py,test_trapezoid_formula_examples_preserve_unclipped_bottom_width,true,true,PASS_PYTEST_MARKER_PRESENT,review-only Gate21-to-Gate22 validator binding matrix;contract patch queue;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G22C-COVERAGE-005,G21B-FAMILY-005,nonpositive_bottom_marked_open,tests/test_nodi_comsol_next_artifacts_contracts.py,test_geometry_descriptor_v2_rejects_open_status_for_nonpositive_bottom,true,true,PASS_PYTEST_MARKER_PRESENT,review-only Gate21-to-Gate22 validator binding matrix;contract patch queue;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G22C-COVERAGE-006,G21B-FAMILY-006,missing_closure_policy,tests/test_nodi_comsol_next_artifacts_contracts.py,test_position_response_sidewall_v2_rejects_signature_closure_policy_mismatch,true,true,PASS_PYTEST_MARKER_PRESENT,review-only Gate21-to-Gate22 validator binding matrix;contract patch queue;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G22C-COVERAGE-007,G21B-FAMILY-007,min_aperture_used_as_passability,tests/test_nodi_comsol_next_artifacts_contracts.py,test_geometry_descriptor_v2_rejects_min_aperture_passability_evidence,true,true,PASS_PYTEST_MARKER_PRESENT,review-only Gate21-to-Gate22 validator binding matrix;contract patch queue;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G22C-COVERAGE-008,G21B-FAMILY-008,measured_geometry_without_profile,tests/test_nodi_comsol_next_artifacts_contracts.py,test_geometry_descriptor_v2_rejects_unbacked_measured_geometry_claim,true,true,PASS_PYTEST_MARKER_PRESENT,review-only Gate21-to-Gate22 validator binding matrix;contract patch queue;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G22C-COVERAGE-009,G21B-FAMILY-009,source_hash_missing_for_comsol_context,tests/test_nodi_comsol_next_artifacts_contracts.py,test_position_response_sidewall_v2_requires_source_geometry_descriptor_sha,true,true,PASS_PYTEST_MARKER_PRESENT,review-only Gate21-to-Gate22 validator binding matrix;contract patch queue;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G22C-COVERAGE-010,G21B-FAMILY-010,claim_boundary_missing,tests/test_nodi_comsol_next_artifacts_contracts.py,claim_boundary,true,true,PASS_PYTEST_MARKER_PRESENT,review-only Gate21-to-Gate22 validator binding matrix;contract patch queue;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
