field_id,required_future_field,required_before_package_c_pass,source,current_status,allowed_use,blocked_use
G29-TELEMETRY-FIELD-001,reflection_metric_schema_version,true,external_proof_review_feedback,required_in_gate27_contract_no_registered_value,external proof-registration review integration;future hard-gate matrix;telemetry reproducibility field ledger;no-proof-registration,Package C proof/pass registration;package_C_validation_status pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
G29-TELEMETRY-FIELD-002,reflection_algorithm_source_sha256,true,external_proof_review_feedback,required_in_gate27_contract_no_registered_value,external proof-registration review integration;future hard-gate matrix;telemetry reproducibility field ledger;no-proof-registration,Package C proof/pass registration;package_C_validation_status pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
G29-TELEMETRY-FIELD-003,reflection_test_script_sha256,true,external_proof_review_feedback,required_in_gate27_contract_no_registered_value,external proof-registration review integration;future hard-gate matrix;telemetry reproducibility field ledger;no-proof-registration,Package C proof/pass registration;package_C_validation_status pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
G29-TELEMETRY-FIELD-004,test_environment_lock_sha256,true,external_proof_review_feedback,required_in_gate27_contract_no_registered_value,external proof-registration review integration;future hard-gate matrix;telemetry reproducibility field ledger;no-proof-registration,Package C proof/pass registration;package_C_validation_status pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
G29-TELEMETRY-FIELD-005,dependency_lock_sha256,true,external_proof_review_feedback,required_in_gate27_contract_no_registered_value,external proof-registration review integration;future hard-gate matrix;telemetry reproducibility field ledger;no-proof-registration,Package C proof/pass registration;package_C_validation_status pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
G29-TELEMETRY-FIELD-006,rng_seed_matrix_sha256,true,external_proof_review_feedback,required_in_gate27_contract_no_registered_value,external proof-registration review integration;future hard-gate matrix;telemetry reproducibility field ledger;no-proof-registration,Package C proof/pass registration;package_C_validation_status pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
G29-TELEMETRY-FIELD-007,test_parameter_matrix_sha256,true,external_proof_review_feedback,required_in_gate27_contract_no_registered_value,external proof-registration review integration;future hard-gate matrix;telemetry reproducibility field ledger;no-proof-registration,Package C proof/pass registration;package_C_validation_status pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
G29-TELEMETRY-FIELD-008,dt_grid_s,true,external_proof_review_feedback,required_in_gate27_contract_no_registered_value,external proof-registration review integration;future hard-gate matrix;telemetry reproducibility field ledger;no-proof-registration,Package C proof/pass registration;package_C_validation_status pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
G29-TELEMETRY-FIELD-009,diffusion_coefficient_grid_m2_s,true,external_proof_review_feedback,required_in_gate27_contract_no_registered_value,external proof-registration review integration;future hard-gate matrix;telemetry reproducibility field ledger;no-proof-registration,Package C proof/pass registration;package_C_validation_status pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
G29-TELEMETRY-FIELD-010,particle_radius_grid_nm,true,external_proof_review_feedback,required_in_gate27_contract_no_registered_value,external proof-registration review integration;future hard-gate matrix;telemetry reproducibility field ledger;no-proof-registration,Package C proof/pass registration;package_C_validation_status pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
