manifest_id,path,row_count,sha256,status,allowed_use,blocked_use
G17J-MANIFEST-001,reports/joint_interface_20260630/NODI_COMSOL_GATE17_SIDEWALL_CURRENT_CLEAN_RELEASE_AUDIT_20260630.csv,18,d88afbede6acde14eed477ff98df94500a11fb6401baeff2fcff2d693b03f9bc,GENERATED_GATE17_REVIEW_ONLY_NO_AUTH,review-only stable release anchor;COMSOL clean reintake unblock protocol;no-run static preflight readiness,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics
G17J-MANIFEST-002,reports/joint_interface_20260630/NODI_COMSOL_GATE17_SIDEWALL_CHRONOLOGY_STALE_LOOP_DIAGNOSIS_20260630.csv,6,5505a088d64bcb14076fce37686f4846b10de588720d475476bb66fd68da2141,GENERATED_GATE17_REVIEW_ONLY_NO_AUTH,review-only stable release anchor;COMSOL clean reintake unblock protocol;no-run static preflight readiness,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics
G17J-MANIFEST-003,reports/joint_interface_20260630/NODI_COMSOL_GATE17_SIDEWALL_RELEASE_ANCHOR_FIELDS_20260630.csv,15,cdbfe68b88cd19b07a9254bb6fb0d4de0440c2885b8e37081d311159d98716bb,GENERATED_GATE17_REVIEW_ONLY_NO_AUTH,review-only stable release anchor;COMSOL clean reintake unblock protocol;no-run static preflight readiness,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics
G17J-MANIFEST-004,reports/joint_interface_20260630/NODI_COMSOL_GATE17_SIDEWALL_COMSOL_GATE15_RECEIPT_20260630.csv,14,132fb1e068ebe0eaf13dcb7d18808bebf975196cf54092455cedde1693f79169,GENERATED_GATE17_REVIEW_ONLY_NO_AUTH,review-only stable release anchor;COMSOL clean reintake unblock protocol;no-run static preflight readiness,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics
G17J-MANIFEST-005,reports/joint_interface_20260630/NODI_COMSOL_GATE17_SIDEWALL_COMSOL_GATE16_UNBLOCK_CONDITIONS_20260630.csv,6,0e6f86ce2ba836f9abba790d867c3f025ca77bfdb8726e8073561169c5d5820c,GENERATED_GATE17_REVIEW_ONLY_NO_AUTH,review-only stable release anchor;COMSOL clean reintake unblock protocol;no-run static preflight readiness,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics
G17J-MANIFEST-006,reports/joint_interface_20260630/NODI_COMSOL_GATE17_SIDEWALL_STATIC_PREFLIGHT_STATE_MACHINE_V2_20260630.csv,5,182e7715b4e6573c838e6247e09d874e22048cd659b329176e1de3368d597276,GENERATED_GATE17_REVIEW_ONLY_NO_AUTH,review-only stable release anchor;COMSOL clean reintake unblock protocol;no-run static preflight readiness,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics
G17J-MANIFEST-007,reports/joint_interface_20260630/NODI_COMSOL_GATE17_SIDEWALL_COMSOL_GATE16_INSTRUCTION_PACKAGE_20260630.csv,7,9f05016c8c8df3cfd4c4f5a4e851c3c9b4302afd36ac2fea1f274b5c32e6d53d,GENERATED_GATE17_REVIEW_ONLY_NO_AUTH,review-only stable release anchor;COMSOL clean reintake unblock protocol;no-run static preflight readiness,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics
G17J-MANIFEST-008,reports/joint_interface_20260630/NODI_COMSOL_GATE17_SIDEWALL_ANTI_PING_PONG_MUTATION_CATALOG_20260630.csv,120000,0859552f76adecc74967d7e9f2aa022e6e009ce95e6223ae9742ac0cbc3a2eac,GENERATED_GATE17_REVIEW_ONLY_NO_AUTH,review-only stable release anchor;COMSOL clean reintake unblock protocol;no-run static preflight readiness,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics
G17J-MANIFEST-009,reports/joint_interface_20260630/NODI_COMSOL_GATE17_SIDEWALL_ANTI_PING_PONG_MUTATION_RESULTS_20260630.csv,120000,c4cf39797ef3b144c420d2e0e38570693514735af18ff28ed85dc93303c10203,GENERATED_GATE17_REVIEW_ONLY_NO_AUTH,review-only stable release anchor;COMSOL clean reintake unblock protocol;no-run static preflight readiness,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics
G17J-MANIFEST-010,reports/joint_interface_20260630/NODI_COMSOL_GATE17_SIDEWALL_NO_AUTH_FIREWALL_V6_20260630.csv,1,b8aa0433d2eae2530539e17dcd3bd828ca87c407ce77f19574fe6b9c9d2cfd8d,GENERATED_GATE17_REVIEW_ONLY_NO_AUTH,review-only stable release anchor;COMSOL clean reintake unblock protocol;no-run static preflight readiness,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics
