source_lock_id,source_gate,source_label,path,expected_row_count,actual_row_count,expected_sha256,actual_sha256,sha256_match,row_count_match,lock_status,allowed_use,blocked_use
G27A-GATE26-001,Gate26,status,reports/joint_interface_20260630/NODI_COMSOL_GATE26_SIDEWALL_STATUS_20260630.json,NA,NA,9062a2e662908e0318f26081daa03392fa58c2034fed89a37a9963d85aaef376,9062a2e662908e0318f26081daa03392fa58c2034fed89a37a9963d85aaef376,true,true,MATCH,design-only Package C implementation preflight;future proof artifact contract;future work backlog;fail-closed matrix;no-run no-auth,Package C physics implementation;proof artifact registration;proof registry pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
G27A-GATE26-002,Gate26,manifest,reports/joint_interface_20260630/NODI_COMSOL_GATE26_SIDEWALL_MANIFEST_20260630.csv,12,12,ac231962147bc413ce687688cca5e47b9273613a34c9f6e7372c81599f7e46e7,ac231962147bc413ce687688cca5e47b9273613a34c9f6e7372c81599f7e46e7,true,true,MATCH,design-only Package C implementation preflight;future proof artifact contract;future work backlog;fail-closed matrix;no-run no-auth,Package C physics implementation;proof artifact registration;proof registry pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
G27A-GATE26-003,Gate26,external_feedback_capture,reports/joint_interface_20260630/NODI_COMSOL_GATE26_SIDEWALL_EXTERNAL_AI_FEEDBACK_CAPTURE_20260630.md,NA,NA,74406f95ec859a75f7b00a4fc7a6e4153c7f2bf3dd54190777328d4f889657a4,74406f95ec859a75f7b00a4fc7a6e4153c7f2bf3dd54190777328d4f889657a4,true,true,MATCH,design-only Package C implementation preflight;future proof artifact contract;future work backlog;fail-closed matrix;no-run no-auth,Package C physics implementation;proof artifact registration;proof registry pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
G27A-GATE26-004,Gate26,external_review_intake,reports/joint_interface_20260630/NODI_COMSOL_GATE26_SIDEWALL_EXTERNAL_REVIEW_INTAKE_20260630.csv,1,1,67e312910874de4758b9f0465db3a61f6473c993c7390ed63bdec2b276bc8f47,67e312910874de4758b9f0465db3a61f6473c993c7390ed63bdec2b276bc8f47,true,true,MATCH,design-only Package C implementation preflight;future proof artifact contract;future work backlog;fail-closed matrix;no-run no-auth,Package C physics implementation;proof artifact registration;proof registry pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
G27A-GATE26-005,Gate26,brownian_requirements,reports/joint_interface_20260630/NODI_COMSOL_GATE26_SIDEWALL_BROWNIAN_REFLECTION_REQUIREMENTS_20260630.csv,12,12,b747a1fbe8a756019ff330c368e5c9fd5831d5251533ca055bcf847847a831ff,b747a1fbe8a756019ff330c368e5c9fd5831d5251533ca055bcf847847a831ff,true,true,MATCH,design-only Package C implementation preflight;future proof artifact contract;future work backlog;fail-closed matrix;no-run no-auth,Package C physics implementation;proof artifact registration;proof registry pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
G27A-GATE26-006,Gate26,required_tests,reports/joint_interface_20260630/NODI_COMSOL_GATE26_SIDEWALL_PACKAGE_C_REQUIRED_TEST_MATRIX_20260630.csv,20,20,98c1ebd43ca28406d89b14e0ff680582cf7eb0b58c1aad57a985f4cf98740449,98c1ebd43ca28406d89b14e0ff680582cf7eb0b58c1aad57a985f4cf98740449,true,true,MATCH,design-only Package C implementation preflight;future proof artifact contract;future work backlog;fail-closed matrix;no-run no-auth,Package C physics implementation;proof artifact registration;proof registry pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
G27A-GATE26-007,Gate26,required_schema_fields,reports/joint_interface_20260630/NODI_COMSOL_GATE26_SIDEWALL_REQUIRED_SCHEMA_FIELDS_20260630.csv,46,46,3a560fca0903e11be27c5d365987096e0038933bc881acff80e379e15df4c049,3a560fca0903e11be27c5d365987096e0038933bc881acff80e379e15df4c049,true,true,MATCH,design-only Package C implementation preflight;future proof artifact contract;future work backlog;fail-closed matrix;no-run no-auth,Package C physics implementation;proof artifact registration;proof registry pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
G27A-GATE26-008,Gate26,blocked_model_ledger,reports/joint_interface_20260630/NODI_COMSOL_GATE26_SIDEWALL_BLOCKED_MODEL_LEDGER_20260630.csv,8,8,aa6997c3186eed969fb973df454a72e0485e84a08ad6983275bb08a84dd112c8,aa6997c3186eed969fb973df454a72e0485e84a08ad6983275bb08a84dd112c8,true,true,MATCH,design-only Package C implementation preflight;future proof artifact contract;future work backlog;fail-closed matrix;no-run no-auth,Package C physics implementation;proof artifact registration;proof registry pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
G27A-GATE26-009,Gate26,no_auth_firewall,reports/joint_interface_20260630/NODI_COMSOL_GATE26_SIDEWALL_NO_AUTH_FIREWALL_20260630.csv,1,1,c1c0d61d22aeeda57ae15abb42b2e5382b1be49eae7b81c7c8a732501f6ab2d2,c1c0d61d22aeeda57ae15abb42b2e5382b1be49eae7b81c7c8a732501f6ab2d2,true,true,MATCH,design-only Package C implementation preflight;future proof artifact contract;future work backlog;fail-closed matrix;no-run no-auth,Package C physics implementation;proof artifact registration;proof registry pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
G27A-GATE26-010,Gate26,master_report,reports/463_NODI_COMSOL_GATE26_SIDEWALL_PACKAGE_C_EXTERNAL_REVIEW_MASTER_REPORT_20260630.md,NA,NA,f79180f241efaff7a14febc2166cf42994de961db139da4a14672393df3d0a43,f79180f241efaff7a14febc2166cf42994de961db139da4a14672393df3d0a43,true,true,MATCH,design-only Package C implementation preflight;future proof artifact contract;future work backlog;fail-closed matrix;no-run no-auth,Package C physics implementation;proof artifact registration;proof registry pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
