manifest_id,path,row_count,sha256,status,allowed_use,blocked_use
G14N-MANIFEST-001,reports/joint_interface_20260630/NODI_COMSOL_GATE14_SIDEWALL_CURRENT_RELEASE_INTAKE_20260630.csv,1,63dd303a4c9081b4f357dd381efa4ab91256e1fdcdd1908116f75234e29c542c,GENERATED_GATE14_REVIEW_ONLY_NO_AUTH,review-only implementation guard release;COMSOL producer schema request;static validator/dry-run harness,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;true PRS/EAS sidewall numeric output;validated Brownian/flow/optical/wet physics
G14N-MANIFEST-002,reports/joint_interface_20260630/NODI_COMSOL_GATE14_SIDEWALL_POST_GATE13_DELTA_LEDGER_20260630.csv,85,fb94cc25c35ed381c6d777de600b41a0bd700150fca565d9e5936d0bea94879f,GENERATED_GATE14_REVIEW_ONLY_NO_AUTH,review-only implementation guard release;COMSOL producer schema request;static validator/dry-run harness,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;true PRS/EAS sidewall numeric output;validated Brownian/flow/optical/wet physics
G14N-MANIFEST-003,reports/joint_interface_20260630/NODI_COMSOL_GATE14_SIDEWALL_IMPLEMENTATION_GUARD_RELEASE_LEDGER_20260630.csv,27,87c49a442dd1054ab6bf42c8d40ed99204f5068435380d25d5321ef1e2d8b03e,GENERATED_GATE14_REVIEW_ONLY_NO_AUTH,review-only implementation guard release;COMSOL producer schema request;static validator/dry-run harness,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;true PRS/EAS sidewall numeric output;validated Brownian/flow/optical/wet physics
G14N-MANIFEST-004,reports/joint_interface_20260630/NODI_COMSOL_GATE14_SIDEWALL_INTERFACE_CONTRACT_V3_SCHEMA_DELTA_20260630.csv,28,8a2c5867fe0eff4f6339b914ff23755045c90c8fb77a376a4397971849156bf0,GENERATED_GATE14_REVIEW_ONLY_NO_AUTH,review-only implementation guard release;COMSOL producer schema request;static validator/dry-run harness,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;true PRS/EAS sidewall numeric output;validated Brownian/flow/optical/wet physics
G14N-MANIFEST-005,reports/joint_interface_20260630/NODI_COMSOL_GATE14_SIDEWALL_COMSOL_GATE13_RECEIPT_V2_20260630.csv,16,a4fe9c5881b8658b8dd918cc0b3682f3684765e35bbff34f75e873762c09ef0f,GENERATED_GATE14_REVIEW_ONLY_NO_AUTH,review-only implementation guard release;COMSOL producer schema request;static validator/dry-run harness,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;true PRS/EAS sidewall numeric output;validated Brownian/flow/optical/wet physics
G14N-MANIFEST-006,reports/joint_interface_20260630/NODI_COMSOL_GATE14_SIDEWALL_STALE_INTAKE_CLOSURE_MATRIX_20260630.csv,1,682be0e3c969ad16d1ce41c6104f7a2a5304b8d80d932a76aa62ae018dd80c9a,GENERATED_GATE14_REVIEW_ONLY_NO_AUTH,review-only implementation guard release;COMSOL producer schema request;static validator/dry-run harness,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;true PRS/EAS sidewall numeric output;validated Brownian/flow/optical/wet physics
G14N-MANIFEST-007,reports/joint_interface_20260630/NODI_COMSOL_GATE14_SIDEWALL_RECEIVER_HARNESS_V3_COVERAGE_20260630.csv,28,ddd52398abd64d3368bff514c1190c65c3a3fae860717d9f784e5bde48e7d458,GENERATED_GATE14_REVIEW_ONLY_NO_AUTH,review-only implementation guard release;COMSOL producer schema request;static validator/dry-run harness,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;true PRS/EAS sidewall numeric output;validated Brownian/flow/optical/wet physics
G14N-MANIFEST-008,reports/joint_interface_20260630/NODI_COMSOL_GATE14_SIDEWALL_COMSOL_PRODUCER_REQUEST_V3_20260630.csv,8,0b9ec5a16cb73e9682f8cbf4087d8af784389e95415297883a880662b8187f23,GENERATED_GATE14_REVIEW_ONLY_NO_AUTH,review-only implementation guard release;COMSOL producer schema request;static validator/dry-run harness,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;true PRS/EAS sidewall numeric output;validated Brownian/flow/optical/wet physics
G14N-MANIFEST-009,reports/joint_interface_20260630/NODI_COMSOL_GATE14_SIDEWALL_PACKAGE_ABCD_READINESS_BOARD_20260630.csv,4,36ce7bc5af6d032cdd4ab5a35e596e1a83e310d4fba78f29313feacf43ecde37,GENERATED_GATE14_REVIEW_ONLY_NO_AUTH,review-only implementation guard release;COMSOL producer schema request;static validator/dry-run harness,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;true PRS/EAS sidewall numeric output;validated Brownian/flow/optical/wet physics
G14N-MANIFEST-010,reports/joint_interface_20260630/NODI_COMSOL_GATE14_SIDEWALL_MUTATION_CATALOG_20260630.csv,50000,76bea11c550a1016937be324c5f9d5018c0320057fba37c01e964ff5ebe7e572,GENERATED_GATE14_REVIEW_ONLY_NO_AUTH,review-only implementation guard release;COMSOL producer schema request;static validator/dry-run harness,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;true PRS/EAS sidewall numeric output;validated Brownian/flow/optical/wet physics
G14N-MANIFEST-011,reports/joint_interface_20260630/NODI_COMSOL_GATE14_SIDEWALL_MUTATION_RESULTS_20260630.csv,50000,29c5d21ffaf4d12552e67d9a743eab658934c1889a3eddf729670c443a542673,GENERATED_GATE14_REVIEW_ONLY_NO_AUTH,review-only implementation guard release;COMSOL producer schema request;static validator/dry-run harness,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;true PRS/EAS sidewall numeric output;validated Brownian/flow/optical/wet physics
G14N-MANIFEST-012,reports/joint_interface_20260630/NODI_COMSOL_GATE14_SIDEWALL_IMPLEMENTATION_AUDIT_ADDENDUM_20260630.csv,1,0ff0a8b8219708d5f6a61af3f98dab145b26996f2b2567e18a4256db470cc4f6,GENERATED_GATE14_REVIEW_ONLY_NO_AUTH,review-only implementation guard release;COMSOL producer schema request;static validator/dry-run harness,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;true PRS/EAS sidewall numeric output;validated Brownian/flow/optical/wet physics
G14N-MANIFEST-013,reports/joint_interface_20260630/NODI_COMSOL_GATE14_SIDEWALL_NO_AUTH_SWEEP_V4_20260630.csv,1,630db4916a197144e6ee5e25300c9fefd31016ebfb818a004ecd0b01cb2f4296,GENERATED_GATE14_REVIEW_ONLY_NO_AUTH,review-only implementation guard release;COMSOL producer schema request;static validator/dry-run harness,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;true PRS/EAS sidewall numeric output;validated Brownian/flow/optical/wet physics
G14N-MANIFEST-014,reports/joint_interface_20260630/NODI_COMSOL_GATE14_SIDEWALL_DECISION_DOSSIER_V4_20260630.csv,5,e60f1ce26c8c96256952d078308a8815e228b9f73c858414dc3bd694d3fe1e76,GENERATED_GATE14_REVIEW_ONLY_NO_AUTH,review-only implementation guard release;COMSOL producer schema request;static validator/dry-run harness,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;true PRS/EAS sidewall numeric output;validated Brownian/flow/optical/wet physics
G14N-MANIFEST-015,reports/joint_interface_20260630/NODI_COMSOL_GATE14_SIDEWALL_SELF_REVIEW_20260630.csv,17,943afa5ff3db7b877e520dfd548bac2a189ef83da87e871cdf92da6cee9d79e5,GENERATED_GATE14_REVIEW_ONLY_NO_AUTH,review-only implementation guard release;COMSOL producer schema request;static validator/dry-run harness,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;true PRS/EAS sidewall numeric output;validated Brownian/flow/optical/wet physics
G14N-MANIFEST-016,reports/joint_interface_20260630/NODI_COMSOL_GATE14_SIDEWALL_VALIDATION_PLAN_20260630.csv,7,8c1bbbcd696e1be928011d64d76fb8d93d3946e4a15c0c1768ede5c13ebc5974,GENERATED_GATE14_REVIEW_ONLY_NO_AUTH,review-only implementation guard release;COMSOL producer schema request;static validator/dry-run harness,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;true PRS/EAS sidewall numeric output;validated Brownian/flow/optical/wet physics
G14N-MANIFEST-017,reports/joint_interface_20260630/NODI_COMSOL_GATE14_SIDEWALL_REPORT_20260630.json,NA,e8b37e9c52c75437a8f0fd9fa30f50adc0e973f56ab4915868fa73c95c1b227b,GENERATED_GATE14_REVIEW_ONLY_NO_AUTH,review-only implementation guard release;COMSOL producer schema request;static validator/dry-run harness,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;true PRS/EAS sidewall numeric output;validated Brownian/flow/optical/wet physics
