canonical_field_id,field_name,source_presence,rc2_status,authorization_default
NODI-G2V-RC2-FIELD-0001,NODI_view,nodi=true;comsol=true,MATCH,not_applicable
NODI-G2V-RC2-FIELD-0002,NODI_view_current,nodi=true;comsol=false,ADAPTER_REQUIRED,not_applicable
NODI-G2V-RC2-FIELD-0003,accepted_context_authorized,nodi=true;comsol=false,NODI_STRICTER,false
NODI-G2V-RC2-FIELD-0004,accepted_row_expansion_authorized,nodi=true;comsol=false,NODI_STRICTER,false
NODI-G2V-RC2-FIELD-0005,aggregation_rule,nodi=true;comsol=false,ADAPTER_REQUIRED,not_applicable
NODI-G2V-RC2-FIELD-0006,allowed_use,nodi=true;comsol=true,MATCH,not_applicable
NODI-G2V-RC2-FIELD-0007,auto_map_authorized,nodi=true;comsol=false,NODI_STRICTER,false
NODI-G2V-RC2-FIELD-0008,bin_basis,nodi=true;comsol=false,ADAPTER_REQUIRED,not_applicable
NODI-G2V-RC2-FIELD-0009,binding_template_row_id,nodi=true;comsol=false,ADAPTER_REQUIRED,not_applicable
NODI-G2V-RC2-FIELD-0010,blocked_use,nodi=true;comsol=true,MATCH,not_applicable
NODI-G2V-RC2-FIELD-0011,blocker_type,nodi=true;comsol=true,MATCH,not_applicable
NODI-G2V-RC2-FIELD-0012,can_be_done_without_new_comsol_solve,nodi=true;comsol=false,ADAPTER_REQUIRED,not_applicable
NODI-G2V-RC2-FIELD-0013,chi_selected_authorized,nodi=true;comsol=false,NODI_STRICTER,false
NODI-G2V-RC2-FIELD-0014,conservativeness_metric,nodi=true;comsol=false,ADAPTER_REQUIRED,not_applicable
NODI-G2V-RC2-FIELD-0015,conservativeness_rule,nodi=true;comsol=false,ADAPTER_REQUIRED,not_applicable
NODI-G2V-RC2-FIELD-0016,current_blocker,nodi=true;comsol=false,ADAPTER_REQUIRED,not_applicable
NODI-G2V-RC2-FIELD-0017,current_status,nodi=true;comsol=false,ADAPTER_REQUIRED,not_applicable
NODI-G2V-RC2-FIELD-0018,diameter_nm,nodi=true;comsol=true,MATCH,not_applicable
NODI-G2V-RC2-FIELD-0019,direct_prs_bin_use_authorized,nodi=true;comsol=false,NODI_STRICTER,false
NODI-G2V-RC2-FIELD-0020,edge20_bin_id,nodi=true;comsol=true,MATCH,not_applicable
NODI-G2V-RC2-FIELD-0021,edge20_definition_hash,nodi=true;comsol=true,MATCH,not_applicable
NODI-G2V-RC2-FIELD-0022,edge20_reference_units,nodi=true;comsol=false,ADAPTER_REQUIRED,not_applicable
NODI-G2V-RC2-FIELD-0023,edge20_reference_value,nodi=true;comsol=false,ADAPTER_REQUIRED,not_applicable
NODI-G2V-RC2-FIELD-0024,edge4_aggregate_value,nodi=true;comsol=false,ADAPTER_REQUIRED,not_applicable
NODI-G2V-RC2-FIELD-0025,edge4_bin_label,nodi=true;comsol=false,ADAPTER_REQUIRED,not_applicable
NODI-G2V-RC2-FIELD-0026,error_bound_lower,nodi=true;comsol=false,ADAPTER_REQUIRED,not_applicable
NODI-G2V-RC2-FIELD-0027,error_bound_upper,nodi=true;comsol=false,ADAPTER_REQUIRED,not_applicable
NODI-G2V-RC2-FIELD-0028,flow_split_units,nodi=true;comsol=false,ADAPTER_REQUIRED,not_applicable
NODI-G2V-RC2-FIELD-0029,flow_split_value,nodi=true;comsol=true,MATCH,not_applicable
NODI-G2V-RC2-FIELD-0030,formula_use_authorized,nodi=true;comsol=false,NODI_STRICTER,false
NODI-G2V-RC2-FIELD-0031,gate2k_template_row_id,nodi=true;comsol=false,ADAPTER_REQUIRED,not_applicable
NODI-G2V-RC2-FIELD-0032,grain_level_ingestion_authorized,nodi=true;comsol=false,NODI_STRICTER,false
NODI-G2V-RC2-FIELD-0033,integration_surface_or_volume_definition,nodi=true;comsol=false,ADAPTER_REQUIRED,not_applicable
NODI-G2V-RC2-FIELD-0034,is_formal_gate2_qch_sidecar,nodi=true;comsol=false,NODI_STRICTER,false
NODI-G2V-RC2-FIELD-0035,jrc_authorized,nodi=true;comsol=false,NODI_STRICTER,false
NODI-G2V-RC2-FIELD-0036,monotonicity_allowed_exceptions,nodi=true;comsol=false,ADAPTER_REQUIRED,not_applicable
NODI-G2V-RC2-FIELD-0037,monotonicity_direction,nodi=true;comsol=false,ADAPTER_REQUIRED,not_applicable
NODI-G2V-RC2-FIELD-0038,monotonicity_metric,nodi=true;comsol=false,ADAPTER_REQUIRED,not_applicable
NODI-G2V-RC2-FIELD-0039,normalization_basis,nodi=true;comsol=false,ADAPTER_REQUIRED,not_applicable
NODI-G2V-RC2-FIELD-0040,not_evidence,nodi=true;comsol=true,MATCH,not_applicable
NODI-G2V-RC2-FIELD-0041,numeric_error_units,nodi=true;comsol=false,ADAPTER_REQUIRED,not_applicable
