dossier_id,artifact_id,path,sha256,row_count,columns,sample_row_count_read,sample_row_policy,workstream,candidate_claim,required_fields_present,missing_required_fields,units_status,normalization_status,route_view_diameter_bin_binding_status,source_sha_provenance_status,row_identity_status,hash_stability_status,can_close_existing_work_order,can_close_reason,blocked_use,required_next_gate
G2Z-DOSSIER-0026,NODI-G2Y-CENSUS-0001,roadmap/COMSOL_GATE2B_NODI_CONTEXT_ONLY_SUPPORT_PACKET_20260627.md,c6ab4e02ef653f9a1007c99ac4b35044f857da22637e2a23e2ed95fc373f226d,0,,0,bounded_first_3_rows_not_evidence,QCH,"q_ch or flow provenance/template candidate, no formal sidecar",,source_sha256|row_identity|route_key|NODI_view|diameter_nm|bin_basis|q_ch|flow_split|q_ch_units|normalization_basis|source_solve_sha256,MISSING_OR_NOT_EXPLICIT,MISSING_OR_NOT_EXPLICIT,MISSING_EXPLICIT_BINDING_FAIL_CLOSED,MISSING_OR_NOT_EXPLICIT,MISSING_OR_NOT_EXPLICIT,HASH_RECORDED_NOT_POLICY_EVIDENCE,false,dossier is review-only; missing authorization-grade evidence or closure semantics,edge policy approval; direct PRS bin use; grain-level ingestion; formula use; accepted row expansion; q_ch weighting; q_ch*eta; q_ch*chi*eta; chi_selected; route_score; JOINT_ROUTE_CLASS/JRC; yield; winner; detection_probability; wet pass probability; clogging rate; time-to-clog; recovery; fabrication release; production_ingestion; runtime_configuration,Gate2E_QCH_FORMAL_SIDECAR_RECEIPT
G2Z-DOSSIER-0027,NODI-G2Y-CENSUS-0002,roadmap/COMSOL_GATE2A_NODI_BINDING_PACKET_20260627.md,0752f16a591b056142bef6e88368c5df352a71f59dfab998d9ce81f796312f28,0,,0,bounded_first_3_rows_not_evidence,QCH,"q_ch or flow provenance/template candidate, no formal sidecar",,source_sha256|row_identity|route_key|NODI_view|diameter_nm|bin_basis|q_ch|flow_split|q_ch_units|normalization_basis|source_solve_sha256,MISSING_OR_NOT_EXPLICIT,MISSING_OR_NOT_EXPLICIT,MISSING_EXPLICIT_BINDING_FAIL_CLOSED,MISSING_OR_NOT_EXPLICIT,MISSING_OR_NOT_EXPLICIT,HASH_RECORDED_NOT_POLICY_EVIDENCE,false,dossier is review-only; missing authorization-grade evidence or closure semantics,edge policy approval; direct PRS bin use; grain-level ingestion; formula use; accepted row expansion; q_ch weighting; q_ch*eta; q_ch*chi*eta; chi_selected; route_score; JOINT_ROUTE_CLASS/JRC; yield; winner; detection_probability; wet pass probability; clogging rate; time-to-clog; recovery; fabrication release; production_ingestion; runtime_configuration,Gate2E_QCH_FORMAL_SIDECAR_RECEIPT
G2Z-DOSSIER-0028,NODI-G2Y-CENSUS-0003,roadmap/COMSOL_GATE2C_BINDING_ALIGNMENT_MASTER_PACKET_20260628.md,288ad84de5bb59a54a77ac0edf57a49b15f1b4f9c0777f75056df968997984d1,0,,0,bounded_first_3_rows_not_evidence,QCH,"q_ch or flow provenance/template candidate, no formal sidecar",,source_sha256|row_identity|route_key|NODI_view|diameter_nm|bin_basis|q_ch|flow_split|q_ch_units|normalization_basis|source_solve_sha256,MISSING_OR_NOT_EXPLICIT,MISSING_OR_NOT_EXPLICIT,MISSING_EXPLICIT_BINDING_FAIL_CLOSED,MISSING_OR_NOT_EXPLICIT,MISSING_OR_NOT_EXPLICIT,HASH_RECORDED_NOT_POLICY_EVIDENCE,false,dossier is review-only; missing authorization-grade evidence or closure semantics,edge policy approval; direct PRS bin use; grain-level ingestion; formula use; accepted row expansion; q_ch weighting; q_ch*eta; q_ch*chi*eta; chi_selected; route_score; JOINT_ROUTE_CLASS/JRC; yield; winner; detection_probability; wet pass probability; clogging rate; time-to-clog; recovery; fabrication release; production_ingestion; runtime_configuration,Gate2E_QCH_FORMAL_SIDECAR_RECEIPT
G2Z-DOSSIER-0029,NODI-G2Y-CENSUS-0004,roadmap/COMSOL_GATE2_NODI_CONTEXT_EXPORT_PACKET_20260627.md,0193b46ada58b0de497505976efd88bbeab2ed1e3960d5ddae2cdeef9951bf67,0,,0,bounded_first_3_rows_not_evidence,QCH,"q_ch or flow provenance/template candidate, no formal sidecar",,source_sha256|row_identity|route_key|NODI_view|diameter_nm|bin_basis|q_ch|flow_split|q_ch_units|normalization_basis|source_solve_sha256,MISSING_OR_NOT_EXPLICIT,MISSING_OR_NOT_EXPLICIT,MISSING_EXPLICIT_BINDING_FAIL_CLOSED,MISSING_OR_NOT_EXPLICIT,MISSING_OR_NOT_EXPLICIT,HASH_RECORDED_NOT_POLICY_EVIDENCE,false,dossier is review-only; missing authorization-grade evidence or closure semantics,edge policy approval; direct PRS bin use; grain-level ingestion; formula use; accepted row expansion; q_ch weighting; q_ch*eta; q_ch*chi*eta; chi_selected; route_score; JOINT_ROUTE_CLASS/JRC; yield; winner; detection_probability; wet pass probability; clogging rate; time-to-clog; recovery; fabrication release; production_ingestion; runtime_configuration,Gate2E_QCH_FORMAL_SIDECAR_RECEIPT
G2Z-DOSSIER-0030,NODI-G2Y-CENSUS-0005,roadmap/COMSOL_GATE2E_EXPANSION_WORKSTREAM_MASTER_PLAN_20260628.md,6183decc9d9eac30f5ab591141d10bc087c9acd9b6885cd75fc5a2cae00d17ce,0,,0,bounded_first_3_rows_not_evidence,QCH,"q_ch or flow provenance/template candidate, no formal sidecar",,source_sha256|row_identity|route_key|NODI_view|diameter_nm|bin_basis|q_ch|flow_split|q_ch_units|normalization_basis|source_solve_sha256,MISSING_OR_NOT_EXPLICIT,MISSING_OR_NOT_EXPLICIT,MISSING_EXPLICIT_BINDING_FAIL_CLOSED,MISSING_OR_NOT_EXPLICIT,MISSING_OR_NOT_EXPLICIT,HASH_RECORDED_NOT_POLICY_EVIDENCE,false,dossier is review-only; missing authorization-grade evidence or closure semantics,edge policy approval; direct PRS bin use; grain-level ingestion; formula use; accepted row expansion; q_ch weighting; q_ch*eta; q_ch*chi*eta; chi_selected; route_score; JOINT_ROUTE_CLASS/JRC; yield; winner; detection_probability; wet pass probability; clogging rate; time-to-clog; recovery; fabrication release; production_ingestion; runtime_configuration,Gate2E_QCH_FORMAL_SIDECAR_RECEIPT
G2Z-DOSSIER-0031,NODI-G2Y-CENSUS-0006,roadmap/COMSOL_GATE2E_MINIMAL_DELIVERABLE_MASTER_PACKET_20260628.md,0d2d87056d7ab9fdad858d59b472949d42f79e25c3c92f1ac8b8b8987a8401c8,0,,0,bounded_first_3_rows_not_evidence,QCH,"q_ch or flow provenance/template candidate, no formal sidecar",,source_sha256|row_identity|route_key|NODI_view|diameter_nm|bin_basis|q_ch|flow_split|q_ch_units|normalization_basis|source_solve_sha256,MISSING_OR_NOT_EXPLICIT,MISSING_OR_NOT_EXPLICIT,MISSING_EXPLICIT_BINDING_FAIL_CLOSED,MISSING_OR_NOT_EXPLICIT,MISSING_OR_NOT_EXPLICIT,HASH_RECORDED_NOT_POLICY_EVIDENCE,false,dossier is review-only; missing authorization-grade evidence or closure semantics,edge policy approval; direct PRS bin use; grain-level ingestion; formula use; accepted row expansion; q_ch weighting; q_ch*eta; q_ch*chi*eta; chi_selected; route_score; JOINT_ROUTE_CLASS/JRC; yield; winner; detection_probability; wet pass probability; clogging rate; time-to-clog; recovery; fabrication release; production_ingestion; runtime_configuration,Gate2E_QCH_FORMAL_SIDECAR_RECEIPT
G2Z-DOSSIER-0032,NODI-G2Y-CENSUS-0007,roadmap/COMSOL_GATE2B_NODI_ALLOWED_CONTEXT_ROWS_20260627.csv,8b14a5b0f56107d496d385861028706f2eef3229ecb32b975ffadc1ad8d4b554,80,gate2b_context_row_id|source_artifact|source_sha256|source_row_count|source_row_identity|source_row_type|route_key|candidate_route_family|NODI_view|nodi_view_binding_status|diameter_nm|bin_basis|tpd_bin_label|edge4_to_edge20_policy|allowed_use|blocked_use|is_chi_selected|qch_weighting_authorized|jrc_authorized|production_ingestion_authorized|runtime_configuration_authorized|recommended_gate2b_status|required_nodi_review|source_crosswalk_status|blocker_preserved|gate2b_artifact_level_context_candidate|gate2b_grain_level_context_ingestion_authorized|grain_level_ingestion_policy|nodi_automation_binding_status,3,bounded_first_3_rows_not_evidence,QCH,"q_ch or flow provenance/template candidate, no formal sidecar",source_sha256|route_key|NODI_view|diameter_nm|bin_basis,row_identity|q_ch|flow_split|q_ch_units|normalization_basis|source_solve_sha256,MISSING_OR_NOT_EXPLICIT,MISSING_OR_NOT_EXPLICIT,EXPLICIT_FIELDS_PRESENT_REVIEW_ONLY,PRESENT_REVIEW_REQUIRED,PRESENT_REVIEW_REQUIRED,HASH_RECORDED_NOT_POLICY_EVIDENCE,false,dossier is review-only; missing authorization-grade evidence or closure semantics,edge policy approval; direct PRS bin use; grain-level ingestion; formula use; accepted row expansion; q_ch weighting; q_ch*eta; q_ch*chi*eta; chi_selected; route_score; JOINT_ROUTE_CLASS/JRC; yield; winner; detection_probability; wet pass probability; clogging rate; time-to-clog; recovery; fabrication release; production_ingestion; runtime_configuration,Gate2E_QCH_FORMAL_SIDECAR_RECEIPT
G2Z-DOSSIER-0033,NODI-G2Y-CENSUS-0008,roadmap/COMSOL_GATE2G_EDGE_LOSS_ERROR_CLOSURE_MASTER_PACKET_20260628.md,aa0c9f1bf1540c53265ed6edca594a30617660906c231125c109989924b4d01b,0,,0,bounded_first_3_rows_not_evidence,QCH,"q_ch or flow provenance/template candidate, no formal sidecar",,source_sha256|row_identity|route_key|NODI_view|diameter_nm|bin_basis|q_ch|flow_split|q_ch_units|normalization_basis|source_solve_sha256,MISSING_OR_NOT_EXPLICIT,MISSING_OR_NOT_EXPLICIT,MISSING_EXPLICIT_BINDING_FAIL_CLOSED,MISSING_OR_NOT_EXPLICIT,MISSING_OR_NOT_EXPLICIT,HASH_RECORDED_NOT_POLICY_EVIDENCE,false,dossier is review-only; missing authorization-grade evidence or closure semantics,edge policy approval; direct PRS bin use; grain-level ingestion; formula use; accepted row expansion; q_ch weighting; q_ch*eta; q_ch*chi*eta; chi_selected; route_score; JOINT_ROUTE_CLASS/JRC; yield; winner; detection_probability; wet pass probability; clogging rate; time-to-clog; recovery; fabrication release; production_ingestion; runtime_configuration,Gate2E_QCH_FORMAL_SIDECAR_RECEIPT
G2Z-DOSSIER-0034,NODI-G2Y-CENSUS-0009,roadmap/COMSOL_GATE2H_GATE2I_EDGE_CLOSURE_CONTRACT_MASTER_PACKET_20260628.md,2a49ea0e1a9f7adc2c711e40cd028ce124c5a9b035ed561c83ced7dd9ab05f4c,0,,0,bounded_first_3_rows_not_evidence,QCH,"q_ch or flow provenance/template candidate, no formal sidecar",,source_sha256|row_identity|route_key|NODI_view|diameter_nm|bin_basis|q_ch|flow_split|q_ch_units|normalization_basis|source_solve_sha256,MISSING_OR_NOT_EXPLICIT,MISSING_OR_NOT_EXPLICIT,MISSING_EXPLICIT_BINDING_FAIL_CLOSED,MISSING_OR_NOT_EXPLICIT,MISSING_OR_NOT_EXPLICIT,HASH_RECORDED_NOT_POLICY_EVIDENCE,false,dossier is review-only; missing authorization-grade evidence or closure semantics,edge policy approval; direct PRS bin use; grain-level ingestion; formula use; accepted row expansion; q_ch weighting; q_ch*eta; q_ch*chi*eta; chi_selected; route_score; JOINT_ROUTE_CLASS/JRC; yield; winner; detection_probability; wet pass probability; clogging rate; time-to-clog; recovery; fabrication release; production_ingestion; runtime_configuration,Gate2E_QCH_FORMAL_SIDECAR_RECEIPT
G2Z-DOSSIER-0035,NODI-G2Y-CENSUS-0010,roadmap/COMSOL_GATE2I_EDGE_CLOSURE_EVIDENCE_PACKAGE_TEMPLATE_20260628.csv,e7b75dfa0d8ef90e1e67c4f2c7fffc179c1432bb13a80f1d5a90a63dc7b2d64d,20,template_row_id|template_only|is_formal_policy_evidence|evidence_row_id|route_key|NODI_view|diameter_nm|tpd_proxy_aggregation_basis|edge4_bin_label|edge20_bin_id|edge20_definition_hash|edge20_reference_value|edge20_reference_units|edge4_aggregate_value|aggregation_rule|numeric_error_value|numeric_error_units|error_bound_lower|error_bound_upper|monotonicity_metric|conservativeness_metric|reproducibility_group_id|source_artifact|source_sha256|row_identity|policy_use_requested|formula_use_authorized|direct_prs_bin_use_authorized|grain_level_ingestion_authorized|qch_weighting_authorized|jrc_authorized|production_ingestion_authorized|runtime_configuration_authorized|monotonicity_direction|monotonicity_allowed_exceptions|conservativeness_rule|normalization_basis|edge20_bins_covered|accepted_row_expansion_authorized|allowed_use|blocked_use,3,bounded_first_3_rows_not_evidence,QCH,"q_ch or flow provenance/template candidate, no formal sidecar",source_sha256|row_identity|route_key|NODI_view|diameter_nm|normalization_basis,bin_basis|q_ch|flow_split|q_ch_units|source_solve_sha256,PRESENT_REVIEW_REQUIRED,PRESENT_REVIEW_REQUIRED,MISSING_EXPLICIT_BINDING_FAIL_CLOSED,PRESENT_REVIEW_REQUIRED,PRESENT_REVIEW_REQUIRED,HASH_RECORDED_NOT_POLICY_EVIDENCE,false,dossier is review-only; missing authorization-grade evidence or closure semantics,edge policy approval; direct PRS bin use; grain-level ingestion; formula use; accepted row expansion; q_ch weighting; q_ch*eta; q_ch*chi*eta; chi_selected; route_score; JOINT_ROUTE_CLASS/JRC; yield; winner; detection_probability; wet pass probability; clogging rate; time-to-clog; recovery; fabrication release; production_ingestion; runtime_configuration,Gate2E_QCH_FORMAL_SIDECAR_RECEIPT
