source_id,path,exists,sha256,allowed_use,blocked_use,claim_boundary
bridge_status_605,reports/joint_interface_20260703/NODI_SIDEWALL_COMSOL_CROSS_SECTION_DISTRIBUTION_BRIDGE_STATUS_20260703.json,true,c035a7ba85eb5f169569a6c5fdb9f97918e685d80cbfce80ee1c9b336c675152,"compute a COMSOL-v4 transport-bin weighted surrogate response surface for the sidewall dimension, selected-annulus, and interference-response mainline","exact P(x,u) probability claim, route winner, scalar score, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",distribution_weighted_response_surface_surrogate_not_final_pxu
bridge_recompute_queue_605,reports/joint_interface_20260703/NODI_SIDEWALL_COMSOL_CROSS_SECTION_DISTRIBUTION_BRIDGE_RECOMPUTE_QUEUE_ROWS_20260703.csv,true,8f3a73ade303b945b11e3713ffb99f05157ebd03361b7a901d3b97ac447694f7,"compute a COMSOL-v4 transport-bin weighted surrogate response surface for the sidewall dimension, selected-annulus, and interference-response mainline","exact P(x,u) probability claim, route winner, scalar score, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",distribution_weighted_response_surface_surrogate_not_final_pxu
bridge_route_binding_605,reports/joint_interface_20260703/NODI_SIDEWALL_COMSOL_CROSS_SECTION_DISTRIBUTION_BRIDGE_ROUTE_DISTRIBUTION_BINDING_ROWS_20260703.csv,true,93a06f430a9f7c257407525fff01aba06445df64572158f3cec2d8e583c0f0da,"compute a COMSOL-v4 transport-bin weighted surrogate response surface for the sidewall dimension, selected-annulus, and interference-response mainline","exact P(x,u) probability claim, route winner, scalar score, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",distribution_weighted_response_surface_surrogate_not_final_pxu
bridge_inventory_605,reports/joint_interface_20260703/NODI_SIDEWALL_COMSOL_CROSS_SECTION_DISTRIBUTION_BRIDGE_COMSOL_SOURCE_INVENTORY_20260703.csv,true,fe6efd6a190c697d9a3d01bf72c9f33b77d3e0fbdf4c4fb9273eb5fd4fcbf677,"compute a COMSOL-v4 transport-bin weighted surrogate response surface for the sidewall dimension, selected-annulus, and interference-response mainline","exact P(x,u) probability claim, route winner, scalar score, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",distribution_weighted_response_surface_surrogate_not_final_pxu
followup_event_rows_603,reports/joint_interface_20260703/NODI_SIDEWALL_FOLLOWUP_WINDOW_HIGHER_EVENT_SWEEP_EVENT_ROWS_20260703.csv,true,cc6f9e26bb1bbe193e7a1b385e675f5884373e8fae19dbc3b40336112696b4e5,"compute a COMSOL-v4 transport-bin weighted surrogate response surface for the sidewall dimension, selected-annulus, and interference-response mainline","exact P(x,u) probability claim, route winner, scalar score, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",distribution_weighted_response_surface_surrogate_not_final_pxu
followup_summary_603,reports/joint_interface_20260703/NODI_SIDEWALL_FOLLOWUP_WINDOW_HIGHER_EVENT_SWEEP_ROUTE_WINDOW_SUMMARY_ROWS_20260703.csv,true,26cbb5b304f991c1ac23883a692ff86dc5917b8ccd7fd4e9d5576f8fee4b69c8,"compute a COMSOL-v4 transport-bin weighted surrogate response surface for the sidewall dimension, selected-annulus, and interference-response mainline","exact P(x,u) probability claim, route winner, scalar score, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",distribution_weighted_response_surface_surrogate_not_final_pxu
comsol_v4_transport_frozenflow_220nm_context,C:\Users\Yan\Desktop\Yan\codex project\comsol test\comsol_ev_pbs_bonded_cross_junction\full_chip\dwg_analysis\ev_pbs_v4_normal_transport_frozenflow_smoke_20260630\stage119_sw085p0_d1p2_biasp000p0nm_ch70_d220nm\EV_PBS_V4_NORMAL_NANOCHANNEL_TRANSPORT_FROZENFLOW_SMOKE_20260630_RESULTS_stage119_sw085p0_d1p2_biasp000p0nm_ch70_d220nm.csv,true,9f1637ef9367894558a1c3b17e610318d787590392817550fa05ccfb7d7b692b,"compute a COMSOL-v4 transport-bin weighted surrogate response surface for the sidewall dimension, selected-annulus, and interference-response mainline","exact P(x,u) probability claim, route winner, scalar score, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",distribution_weighted_response_surface_surrogate_not_final_pxu
comsol_v4_transport_frozenflow_300nm_context,C:\Users\Yan\Desktop\Yan\codex project\comsol test\comsol_ev_pbs_bonded_cross_junction\full_chip\dwg_analysis\ev_pbs_v4_normal_transport_frozenflow_smoke_20260630\stage119_sw085p0_d1p2_biasp000p0nm_ch70_d300nm\EV_PBS_V4_NORMAL_NANOCHANNEL_TRANSPORT_FROZENFLOW_SMOKE_20260630_RESULTS_stage119_sw085p0_d1p2_biasp000p0nm_ch70_d300nm.csv,true,fc509863cfc23fe39b5f4b5f1280124443502ad1381a922ef3257839d74fb68e,"compute a COMSOL-v4 transport-bin weighted surrogate response surface for the sidewall dimension, selected-annulus, and interference-response mainline","exact P(x,u) probability claim, route winner, scalar score, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",distribution_weighted_response_surface_surrogate_not_final_pxu
weighted_response_builder,tools/audits/build_nodi_sidewall_distribution_weighted_response_surface.py,true,f5e6f7af2530e8a680bdd3938fba9a82f2c231ae8758593a8640ba7ffcf976c9,"compute a COMSOL-v4 transport-bin weighted surrogate response surface for the sidewall dimension, selected-annulus, and interference-response mainline","exact P(x,u) probability claim, route winner, scalar score, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",distribution_weighted_response_surface_surrogate_not_final_pxu
weighted_response_tests,tests/test_nodi_sidewall_distribution_weighted_response_surface.py,true,2bd991cadbf08a4890df6b0b444356898433dbb05bb1e293ee8a712159bd252c,"compute a COMSOL-v4 transport-bin weighted surrogate response surface for the sidewall dimension, selected-annulus, and interference-response mainline","exact P(x,u) probability claim, route winner, scalar score, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",distribution_weighted_response_surface_surrogate_not_final_pxu
