synthesis_version,row_id,allowed_use,blocked_use,claim_boundary,not_exact_pxu_probability_grid,not_detection_probability,not_yield,not_selection_metric_claim,not_winner,not_qch_weighted,not_true_W_eff,not_production_recommendation,decision_use_allowed,comsol_v4_assumption_set_id,comsol_v4_assumption_set_version,comsol_v4_assumption_set_sha256,source_route_id_nodi,weighting_mode,W_top_nm,stage_ids_json,stage_occurrence_count,mean_peak_contribution_across_stages,mean_snr_contribution_across_stages,mean_annulus_fraction_across_stages,leading_peak_window_mode,leading_snr_window_mode,leading_mass_window_mode
sidewall_monotonic_width_policy_v1,SURFACE-404_W500_D1200-comsol_outlet_flux_fraction-W567,"summarize sidewall-induced top-width, annulus, and response-surface context after executed 608-610 width sweeps","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",monotonic_width_policy_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,404/W500/D1200,comsol_outlet_flux_fraction,567,"[""608_candidate_width_sweep""]",1,81.16007207733226,155044.34640290457,0.07651267294796493,0p4_0p7,0p4_0p7,0p4_0p7
sidewall_monotonic_width_policy_v1,SURFACE-404_W500_D1200-comsol_outlet_flux_fraction-W587,"summarize sidewall-induced top-width, annulus, and response-surface context after executed 608-610 width sweeps","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",monotonic_width_policy_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,404/W500/D1200,comsol_outlet_flux_fraction,587,"[""608_candidate_width_sweep""]",1,82.27371220716806,154884.74987961844,0.07712133464318421,0p4_0p7,0p4_0p7,0p4_0p7
sidewall_monotonic_width_policy_v1,SURFACE-404_W500_D1200-comsol_outlet_flux_fraction-W607,"summarize sidewall-induced top-width, annulus, and response-surface context after executed 608-610 width sweeps","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",monotonic_width_policy_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,404/W500/D1200,comsol_outlet_flux_fraction,607,"[""608_candidate_width_sweep""]",1,83.18850441230761,154829.37256332682,0.07855250914523461,0p4_0p7,0p4_0p7,0p4_0p7
sidewall_monotonic_width_policy_v1,SURFACE-404_W500_D1200-comsol_outlet_flux_fraction-W627,"summarize sidewall-induced top-width, annulus, and response-surface context after executed 608-610 width sweeps","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",monotonic_width_policy_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,404/W500/D1200,comsol_outlet_flux_fraction,627,"[""608_candidate_width_sweep"", ""609_boundary_followup""]",2,83.980274576814,153263.04719371226,0.07600014969316404,0p4_0p7,0p4_0p7,0p4_0p7
sidewall_monotonic_width_policy_v1,SURFACE-404_W500_D1200-comsol_outlet_flux_fraction-W647,"summarize sidewall-induced top-width, annulus, and response-surface context after executed 608-610 width sweeps","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",monotonic_width_policy_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,404/W500/D1200,comsol_outlet_flux_fraction,647,"[""608_candidate_width_sweep"", ""609_boundary_followup""]",2,84.80154673027833,157533.59169604117,0.07174789810530013,0p4_0p7,0p4_0p7,0p4_0p7
sidewall_monotonic_width_policy_v1,SURFACE-404_W500_D1200-comsol_outlet_flux_fraction-W667,"summarize sidewall-induced top-width, annulus, and response-surface context after executed 608-610 width sweeps","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",monotonic_width_policy_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,404/W500/D1200,comsol_outlet_flux_fraction,667,"[""609_boundary_followup""]",1,85.50619985160783,161744.98332042096,0.07229424964862914,0p4_0p7,0p4_0p7,0p4_0p7
sidewall_monotonic_width_policy_v1,SURFACE-404_W500_D1200-comsol_outlet_flux_fraction-W687,"summarize sidewall-induced top-width, annulus, and response-surface context after executed 608-610 width sweeps","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",monotonic_width_policy_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,404/W500/D1200,comsol_outlet_flux_fraction,687,"[""609_boundary_followup"", ""610_extended_width_envelope""]",2,86.14419449503075,158069.33412400377,0.07193575542311756,0p4_0p7,0p4_0p7,0p4_0p7
sidewall_monotonic_width_policy_v1,SURFACE-404_W500_D1200-comsol_outlet_flux_fraction-W707,"summarize sidewall-induced top-width, annulus, and response-surface context after executed 608-610 width sweeps","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",monotonic_width_policy_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,404/W500/D1200,comsol_outlet_flux_fraction,707,"[""610_extended_width_envelope""]",1,86.81496596238695,162688.5271072846,0.0672769754816849,0p4_0p7,0p4_0p7,0p4_0p7
sidewall_monotonic_width_policy_v1,SURFACE-404_W500_D1200-comsol_outlet_flux_fraction-W727,"summarize sidewall-induced top-width, annulus, and response-surface context after executed 608-610 width sweeps","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",monotonic_width_policy_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,404/W500/D1200,comsol_outlet_flux_fraction,727,"[""610_extended_width_envelope""]",1,87.31887424655464,162632.71198528362,0.0809299357194916,0p4_0p7,0p4_0p7,0p4_0p7
sidewall_monotonic_width_policy_v1,SURFACE-404_W500_D1200-comsol_outlet_flux_fraction-W747,"summarize sidewall-induced top-width, annulus, and response-surface context after executed 608-610 width sweeps","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",monotonic_width_policy_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,404/W500/D1200,comsol_outlet_flux_fraction,747,"[""610_extended_width_envelope""]",1,87.86090112670824,167808.83116841628,0.07793487949190049,0p4_0p7,0p4_0p7,0p4_0p7
sidewall_monotonic_width_policy_v1,SURFACE-404_W500_D1200-comsol_outlet_flux_fraction-W767,"summarize sidewall-induced top-width, annulus, and response-surface context after executed 608-610 width sweeps","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",monotonic_width_policy_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,404/W500/D1200,comsol_outlet_flux_fraction,767,"[""610_extended_width_envelope""]",1,88.36284209104451,164972.23825815975,0.07619003556515577,0p4_0p7,0p4_0p7,0p4_0p7
sidewall_monotonic_width_policy_v1,SURFACE-404_W500_D1200-comsol_residence_fraction-W567,"summarize sidewall-induced top-width, annulus, and response-surface context after executed 608-610 width sweeps","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",monotonic_width_policy_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,404/W500/D1200,comsol_residence_fraction,567,"[""608_candidate_width_sweep""]",1,118.86976776410962,226994.43523442958,0.11070833713421986,0p4_0p7,0p4_0p7,0p4_0p7
sidewall_monotonic_width_policy_v1,SURFACE-404_W500_D1200-comsol_residence_fraction-W587,"summarize sidewall-induced top-width, annulus, and response-surface context after executed 608-610 width sweeps","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",monotonic_width_policy_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,404/W500/D1200,comsol_residence_fraction,587,"[""608_candidate_width_sweep""]",1,120.5064636556395,227061.0183371869,0.11455591900780195,0p4_0p7,0p4_0p7,0p4_0p7
sidewall_monotonic_width_policy_v1,SURFACE-404_W500_D1200-comsol_residence_fraction-W607,"summarize sidewall-induced top-width, annulus, and response-surface context after executed 608-610 width sweeps","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",monotonic_width_policy_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,404/W500/D1200,comsol_residence_fraction,607,"[""608_candidate_width_sweep""]",1,121.84003954969387,226846.56538815354,0.11643539078689946,0p4_0p7,0p4_0p7,0p4_0p7
sidewall_monotonic_width_policy_v1,SURFACE-404_W500_D1200-comsol_residence_fraction-W627,"summarize sidewall-induced top-width, annulus, and response-surface context after executed 608-610 width sweeps","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",monotonic_width_policy_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,404/W500/D1200,comsol_residence_fraction,627,"[""608_candidate_width_sweep"", ""609_boundary_followup""]",2,123.00276316835053,225447.20116606558,0.11173153834953303,0p4_0p7,0p4_0p7,0p4_0p7
sidewall_monotonic_width_policy_v1,SURFACE-404_W500_D1200-comsol_residence_fraction-W647,"summarize sidewall-induced top-width, annulus, and response-surface context after executed 608-610 width sweeps","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",monotonic_width_policy_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,404/W500/D1200,comsol_residence_fraction,647,"[""608_candidate_width_sweep"", ""609_boundary_followup""]",2,124.19984984787615,230574.50967724214,0.1058127307685324,0p4_0p7,0p4_0p7,0p4_0p7
sidewall_monotonic_width_policy_v1,SURFACE-404_W500_D1200-comsol_residence_fraction-W667,"summarize sidewall-induced top-width, annulus, and response-surface context after executed 608-610 width sweeps","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",monotonic_width_policy_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,404/W500/D1200,comsol_residence_fraction,667,"[""609_boundary_followup""]",1,125.2545433055666,237256.39465289292,0.10753920893902201,0p4_0p7,0p4_0p7,0p4_0p7
sidewall_monotonic_width_policy_v1,SURFACE-404_W500_D1200-comsol_residence_fraction-W687,"summarize sidewall-induced top-width, annulus, and response-surface context after executed 608-610 width sweeps","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",monotonic_width_policy_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,404/W500/D1200,comsol_residence_fraction,687,"[""609_boundary_followup"", ""610_extended_width_envelope""]",2,126.17749354807935,230416.1899789662,0.10729864807418903,0p4_0p7,0p4_0p7,0p4_0p7
sidewall_monotonic_width_policy_v1,SURFACE-404_W500_D1200-comsol_residence_fraction-W707,"summarize sidewall-induced top-width, annulus, and response-surface context after executed 608-610 width sweeps","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",monotonic_width_policy_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,404/W500/D1200,comsol_residence_fraction,707,"[""610_extended_width_envelope""]",1,127.16327643018606,238319.60950864828,0.09970167249094197,0p4_0p7,0p4_0p7,0p4_0p7
sidewall_monotonic_width_policy_v1,SURFACE-404_W500_D1200-comsol_residence_fraction-W727,"summarize sidewall-induced top-width, annulus, and response-surface context after executed 608-610 width sweeps","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",monotonic_width_policy_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,404/W500/D1200,comsol_residence_fraction,727,"[""610_extended_width_envelope""]",1,127.88912215341504,238147.10987091367,0.11646683724438049,0p4_0p7,0p4_0p7,0p4_0p7
sidewall_monotonic_width_policy_v1,SURFACE-404_W500_D1200-comsol_residence_fraction-W747,"summarize sidewall-induced top-width, annulus, and response-surface context after executed 608-610 width sweeps","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",monotonic_width_policy_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,404/W500/D1200,comsol_residence_fraction,747,"[""610_extended_width_envelope""]",1,128.69659968052162,244624.71698356312,0.11333460913634447,0p4_0p7,0p4_0p7,0p4_0p7
sidewall_monotonic_width_policy_v1,SURFACE-404_W500_D1200-comsol_residence_fraction-W767,"summarize sidewall-induced top-width, annulus, and response-surface context after executed 608-610 width sweeps","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",monotonic_width_policy_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,404/W500/D1200,comsol_residence_fraction,767,"[""610_extended_width_envelope""]",1,129.42620882997062,242639.17741890895,0.11227969706007813,0p4_0p7,0p4_0p7,0p4_0p7
sidewall_monotonic_width_policy_v1,SURFACE-404_W500_D1200-uniform_edge_mass-W567,"summarize sidewall-induced top-width, annulus, and response-surface context after executed 608-610 width sweeps","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",monotonic_width_policy_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,404/W500/D1200,uniform_edge_mass,567,"[""608_candidate_width_sweep""]",1,124.41775531544353,237485.95945460754,0.11602564102564102,0p5_0p8,0p5_0p8,0p5_0p8
sidewall_monotonic_width_policy_v1,SURFACE-404_W500_D1200-uniform_edge_mass-W587,"summarize sidewall-induced top-width, annulus, and response-surface context after executed 608-610 width sweeps","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",monotonic_width_policy_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,404/W500/D1200,uniform_edge_mass,587,"[""608_candidate_width_sweep""]",1,126.13297131920308,238129.6334599673,0.12307692307692308,0p5_0p8,0p6_0p9,0p5_0p8
