synthesis_version,row_id,allowed_use,blocked_use,claim_boundary,not_exact_pxu_probability_grid,not_detection_probability,not_yield,not_selection_metric_claim,not_winner,not_qch_weighted,not_true_W_eff,not_production_recommendation,decision_use_allowed,comsol_v4_assumption_set_id,comsol_v4_assumption_set_version,comsol_v4_assumption_set_sha256,source_event_row_id,source_route_id_nodi,candidate_envelope_route_id_nodi,route_id_role,annulus_window_id,selected_annulus_edge_norm_min,selected_annulus_edge_norm_max,diameter_nm,comsol_weight_profile_diameter_nm,weighting_mode,window_probability_mass_surrogate,source_selected_annulus_fraction_nodi,weighted_selected_annulus_fraction_surrogate,mean_peak_height,mean_local_snr,weighted_peak_height_contribution,weighted_local_snr_contribution,weight_claim_level,probability_grid_available
sidewall_distribution_weighted_response_surface_v1,WEIGHTED-FUW-404_W500_D1200-to-404_W607_D1200-A0p4_0p7-P40-N16-TH85-uniform_edge_mass,"compute a COMSOL-v4 transport-bin weighted surrogate response surface for the sidewall dimension, selected-annulus, and interference-response mainline","exact P(x,u) probability claim, route winner, scalar score, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",distribution_weighted_response_surface_surrogate_not_final_pxu,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,FUW-404_W500_D1200-to-404_W607_D1200-A0p4_0p7-P40-N16-TH85,404/W500/D1200,404/W607/D1200,weighted_response_context_not_route_selection,0p4_0p7,0.4,0.7,40,220,uniform_edge_mass,0.29999999999999993,0.3125,0.09374999999999997,0.22519520597375298,345.09183442777936,0.06755856179212588,103.52755032833379,uniform_surrogate,False
sidewall_distribution_weighted_response_surface_v1,WEIGHTED-FUW-404_W500_D1200-to-404_W607_D1200-A0p4_0p7-P40-N16-TH85-comsol_outlet_flux_fraction,"compute a COMSOL-v4 transport-bin weighted surrogate response surface for the sidewall dimension, selected-annulus, and interference-response mainline","exact P(x,u) probability claim, route winner, scalar score, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",distribution_weighted_response_surface_surrogate_not_final_pxu,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,FUW-404_W500_D1200-to-404_W607_D1200-A0p4_0p7-P40-N16-TH85,404/W500/D1200,404/W607/D1200,weighted_response_context_not_route_selection,0p4_0p7,0.4,0.7,40,220,comsol_outlet_flux_fraction,0.3038099961013544,0.3125,0.09494062378167326,0.22519520597375298,345.09183442777936,0.0684165546489296,104.84234887211288,comsol_transport_bin_surrogate_not_exact_pxu,False
sidewall_distribution_weighted_response_surface_v1,WEIGHTED-FUW-404_W500_D1200-to-404_W607_D1200-A0p4_0p7-P40-N16-TH85-comsol_residence_fraction,"compute a COMSOL-v4 transport-bin weighted surrogate response surface for the sidewall dimension, selected-annulus, and interference-response mainline","exact P(x,u) probability claim, route winner, scalar score, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",distribution_weighted_response_surface_surrogate_not_final_pxu,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,FUW-404_W500_D1200-to-404_W607_D1200-A0p4_0p7-P40-N16-TH85,404/W500/D1200,404/W607/D1200,weighted_response_context_not_route_selection,0p4_0p7,0.4,0.7,40,220,comsol_residence_fraction,0.35183815564763465,0.3125,0.10994942363988583,0.22519520597375298,345.09183442777936,0.07923226593049444,121.4164745541288,comsol_transport_bin_surrogate_not_exact_pxu,False
sidewall_distribution_weighted_response_surface_v1,WEIGHTED-FUW-404_W500_D1200-to-404_W607_D1200-A0p4_0p7-P60-N16-TH85-uniform_edge_mass,"compute a COMSOL-v4 transport-bin weighted surrogate response surface for the sidewall dimension, selected-annulus, and interference-response mainline","exact P(x,u) probability claim, route winner, scalar score, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",distribution_weighted_response_surface_surrogate_not_final_pxu,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,FUW-404_W500_D1200-to-404_W607_D1200-A0p4_0p7-P60-N16-TH85,404/W500/D1200,404/W607/D1200,weighted_response_context_not_route_selection,0p4_0p7,0.4,0.7,60,220,uniform_edge_mass,0.29999999999999993,0.3125,0.09374999999999997,1.53556527357985,2926.553754001062,0.46066958207395486,877.9661262003184,uniform_surrogate,False
sidewall_distribution_weighted_response_surface_v1,WEIGHTED-FUW-404_W500_D1200-to-404_W607_D1200-A0p4_0p7-P60-N16-TH85-comsol_outlet_flux_fraction,"compute a COMSOL-v4 transport-bin weighted surrogate response surface for the sidewall dimension, selected-annulus, and interference-response mainline","exact P(x,u) probability claim, route winner, scalar score, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",distribution_weighted_response_surface_surrogate_not_final_pxu,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,FUW-404_W500_D1200-to-404_W607_D1200-A0p4_0p7-P60-N16-TH85,404/W500/D1200,404/W607/D1200,weighted_response_context_not_route_selection,0p4_0p7,0.4,0.7,60,220,comsol_outlet_flux_fraction,0.3038099961013544,0.3125,0.09494062378167326,1.53556527357985,2926.553754001062,0.4665200797796694,889.1162845934667,comsol_transport_bin_surrogate_not_exact_pxu,False
sidewall_distribution_weighted_response_surface_v1,WEIGHTED-FUW-404_W500_D1200-to-404_W607_D1200-A0p4_0p7-P60-N16-TH85-comsol_residence_fraction,"compute a COMSOL-v4 transport-bin weighted surrogate response surface for the sidewall dimension, selected-annulus, and interference-response mainline","exact P(x,u) probability claim, route winner, scalar score, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",distribution_weighted_response_surface_surrogate_not_final_pxu,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,FUW-404_W500_D1200-to-404_W607_D1200-A0p4_0p7-P60-N16-TH85,404/W500/D1200,404/W607/D1200,weighted_response_context_not_route_selection,0p4_0p7,0.4,0.7,60,220,comsol_residence_fraction,0.35183815564763465,0.3125,0.10994942363988583,1.53556527357985,2926.553754001062,0.54027045373289,1029.673275211395,comsol_transport_bin_surrogate_not_exact_pxu,False
sidewall_distribution_weighted_response_surface_v1,WEIGHTED-FUW-404_W500_D1200-to-404_W607_D1200-A0p4_0p7-P100-N16-TH85-uniform_edge_mass,"compute a COMSOL-v4 transport-bin weighted surrogate response surface for the sidewall dimension, selected-annulus, and interference-response mainline","exact P(x,u) probability claim, route winner, scalar score, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",distribution_weighted_response_surface_surrogate_not_final_pxu,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,FUW-404_W500_D1200-to-404_W607_D1200-A0p4_0p7-P100-N16-TH85,404/W500/D1200,404/W607/D1200,weighted_response_context_not_route_selection,0p4_0p7,0.4,0.7,100,220,uniform_edge_mass,0.29999999999999993,0.1875,0.05624999999999999,15.279682073033394,30686.236045459103,4.583904621910017,9205.870813637728,uniform_surrogate,False
sidewall_distribution_weighted_response_surface_v1,WEIGHTED-FUW-404_W500_D1200-to-404_W607_D1200-A0p4_0p7-P100-N16-TH85-comsol_outlet_flux_fraction,"compute a COMSOL-v4 transport-bin weighted surrogate response surface for the sidewall dimension, selected-annulus, and interference-response mainline","exact P(x,u) probability claim, route winner, scalar score, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",distribution_weighted_response_surface_surrogate_not_final_pxu,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,FUW-404_W500_D1200-to-404_W607_D1200-A0p4_0p7-P100-N16-TH85,404/W500/D1200,404/W607/D1200,weighted_response_context_not_route_selection,0p4_0p7,0.4,0.7,100,220,comsol_outlet_flux_fraction,0.3038099961013544,0.1875,0.05696437426900395,15.279682073033394,30686.236045459103,4.64212015103821,9322.785253336171,comsol_transport_bin_surrogate_not_exact_pxu,False
sidewall_distribution_weighted_response_surface_v1,WEIGHTED-FUW-404_W500_D1200-to-404_W607_D1200-A0p4_0p7-P100-N16-TH85-comsol_residence_fraction,"compute a COMSOL-v4 transport-bin weighted surrogate response surface for the sidewall dimension, selected-annulus, and interference-response mainline","exact P(x,u) probability claim, route winner, scalar score, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",distribution_weighted_response_surface_surrogate_not_final_pxu,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,FUW-404_W500_D1200-to-404_W607_D1200-A0p4_0p7-P100-N16-TH85,404/W500/D1200,404/W607/D1200,weighted_response_context_not_route_selection,0p4_0p7,0.4,0.7,100,220,comsol_residence_fraction,0.35183815564763465,0.1875,0.0659696541839315,15.279682073033394,30686.236045459103,5.375975159458296,10796.588694002297,comsol_transport_bin_surrogate_not_exact_pxu,False
sidewall_distribution_weighted_response_surface_v1,WEIGHTED-FUW-404_W500_D1200-to-404_W607_D1200-A0p4_0p7-P150-N16-TH85-uniform_edge_mass,"compute a COMSOL-v4 transport-bin weighted surrogate response surface for the sidewall dimension, selected-annulus, and interference-response mainline","exact P(x,u) probability claim, route winner, scalar score, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",distribution_weighted_response_surface_surrogate_not_final_pxu,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,FUW-404_W500_D1200-to-404_W607_D1200-A0p4_0p7-P150-N16-TH85,404/W500/D1200,404/W607/D1200,weighted_response_context_not_route_selection,0p4_0p7,0.4,0.7,150,220,uniform_edge_mass,0.29999999999999993,0.3125,0.09374999999999997,77.99601613398985,143825.69993939868,23.398804840196952,43147.70998181959,uniform_surrogate,False
