artifact_id,path,sha256,allowed_use,blocked_use,claim_boundary
status,reports/joint_interface_20260703/NODI_SIDEWALL_FOLLOWUP_WINDOW_HIGHER_EVENT_SWEEP_STATUS_20260703.json,517e78920ae708218f2bceb5d4962e3efdace24a5d332fe3c581b0b3cb0a5c7e,"execute higher-event sparse NODI follow-up on route-specific sidewall candidate-envelope annulus windows for the dimension, annulus, and interference-response mainline","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",followup_window_higher_event_context_not_probability_not_selection
event_rows,reports/joint_interface_20260703/NODI_SIDEWALL_FOLLOWUP_WINDOW_HIGHER_EVENT_SWEEP_EVENT_ROWS_20260703.csv,cc6f9e26bb1bbe193e7a1b385e675f5884373e8fae19dbc3b40336112696b4e5,"execute higher-event sparse NODI follow-up on route-specific sidewall candidate-envelope annulus windows for the dimension, annulus, and interference-response mainline","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",followup_window_higher_event_context_not_probability_not_selection
comparisons,reports/joint_interface_20260703/NODI_SIDEWALL_FOLLOWUP_WINDOW_HIGHER_EVENT_SWEEP_COMPARISON_ROWS_20260703.csv,5dbaf027ed176a1f247a15bed2e1fdcf8ebd9bf07179b8dcd0e429394d036b6d,"execute higher-event sparse NODI follow-up on route-specific sidewall candidate-envelope annulus windows for the dimension, annulus, and interference-response mainline","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",followup_window_higher_event_context_not_probability_not_selection
route_window_summary,reports/joint_interface_20260703/NODI_SIDEWALL_FOLLOWUP_WINDOW_HIGHER_EVENT_SWEEP_ROUTE_WINDOW_SUMMARY_ROWS_20260703.csv,26cbb5b304f991c1ac23883a692ff86dc5917b8ccd7fd4e9d5576f8fee4b69c8,"execute higher-event sparse NODI follow-up on route-specific sidewall candidate-envelope annulus windows for the dimension, annulus, and interference-response mainline","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",followup_window_higher_event_context_not_probability_not_selection
route_closein,reports/joint_interface_20260703/NODI_SIDEWALL_FOLLOWUP_WINDOW_HIGHER_EVENT_SWEEP_ROUTE_CLOSEIN_ROWS_20260703.csv,bf95e1917f76e4e8561fd585cae4ac80842b3828fef81f5a037cf2f657e163f5,"execute higher-event sparse NODI follow-up on route-specific sidewall candidate-envelope annulus windows for the dimension, annulus, and interference-response mainline","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",followup_window_higher_event_context_not_probability_not_selection
answer_axis,reports/joint_interface_20260703/NODI_SIDEWALL_FOLLOWUP_WINDOW_HIGHER_EVENT_SWEEP_ANSWER_AXIS_ROWS_20260703.csv,7d1c69eb150ee016ac34371a58bbc30e31e831dc7c5acd7294e4ab18693441f5,"execute higher-event sparse NODI follow-up on route-specific sidewall candidate-envelope annulus windows for the dimension, annulus, and interference-response mainline","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",followup_window_higher_event_context_not_probability_not_selection
validation,reports/joint_interface_20260703/NODI_SIDEWALL_FOLLOWUP_WINDOW_HIGHER_EVENT_SWEEP_VALIDATION_ROWS_20260703.csv,77c5617967af9a38c80f84923e8f06eaa9ed9d1ed00c7ca2fba8a00cf1612a36,"execute higher-event sparse NODI follow-up on route-specific sidewall candidate-envelope annulus windows for the dimension, annulus, and interference-response mainline","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",followup_window_higher_event_context_not_probability_not_selection
source_lock,reports/joint_interface_20260703/NODI_SIDEWALL_FOLLOWUP_WINDOW_HIGHER_EVENT_SWEEP_SOURCE_LOCK_20260703.csv,c85123b3e9c977f065621c0cb0fdd438025a179b49380827d32bacc6da133ba8,"execute higher-event sparse NODI follow-up on route-specific sidewall candidate-envelope annulus windows for the dimension, annulus, and interference-response mainline","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",followup_window_higher_event_context_not_probability_not_selection
dirty_context,reports/joint_interface_20260703/NODI_SIDEWALL_FOLLOWUP_WINDOW_HIGHER_EVENT_SWEEP_DIRTY_CONTEXT_20260703.csv,716ad282185b9d3ec0896f2c806464707f15efe02f64c17ecce14d98df67446b,"execute higher-event sparse NODI follow-up on route-specific sidewall candidate-envelope annulus windows for the dimension, annulus, and interference-response mainline","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",followup_window_higher_event_context_not_probability_not_selection
failures,reports/joint_interface_20260703/NODI_SIDEWALL_FOLLOWUP_WINDOW_HIGHER_EVENT_SWEEP_FAILURES_20260703.csv,9c6dede68bea170f6b8704524891fe8a91051f2da11bf22518bfcbb94b27f009,"execute higher-event sparse NODI follow-up on route-specific sidewall candidate-envelope annulus windows for the dimension, annulus, and interference-response mainline","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",followup_window_higher_event_context_not_probability_not_selection
