artifact_id,path,exists,sha256,allowed_use,blocked_use,claim_boundary
NODI_SIDEWALL_THREE_QUESTION_RESULT_LOCK_20260703,reports/joint_interface_20260703/NODI_SIDEWALL_THREE_QUESTION_RESULT_LOCK_STATUS_20260703.json,true,b5a84637c0d243496c01f84ec4887e8f794c462f096597879e64dde3c41226a1,"lock the current sidewall-angle simulation answer for dimension envelope changes, selected-annulus window changes, and peak/local-SNR response changes","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",three_question_result_context_not_probability_not_selection
NODI_SIDEWALL_THREE_QUESTION_RESULT_LOCK_20260703,reports/joint_interface_20260703/NODI_SIDEWALL_THREE_QUESTION_RESULT_LOCK_REPORT_20260703.json,true,6d309bba61235a15eea44b863b1a2308ff1b32a1dcb011d57d44bd7d9cdf3163,"lock the current sidewall-angle simulation answer for dimension envelope changes, selected-annulus window changes, and peak/local-SNR response changes","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",three_question_result_context_not_probability_not_selection
NODI_SIDEWALL_THREE_QUESTION_RESULT_LOCK_20260703,reports/joint_interface_20260703/NODI_SIDEWALL_THREE_QUESTION_RESULT_LOCK_ROUTE_RESULT_ROWS_20260703.csv,true,44fb5f4c86fbe0d2a2374965f04ba89e6d77a4750d1258a785605dc5ce537167,"lock the current sidewall-angle simulation answer for dimension envelope changes, selected-annulus window changes, and peak/local-SNR response changes","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",three_question_result_context_not_probability_not_selection
NODI_SIDEWALL_THREE_QUESTION_RESULT_LOCK_20260703,reports/joint_interface_20260703/NODI_SIDEWALL_THREE_QUESTION_RESULT_LOCK_QUESTION_RESULT_ROWS_20260703.csv,true,8e262986bdf0fc09a60beab89aa50982f078d4784e39ed94befc588974e82505,"lock the current sidewall-angle simulation answer for dimension envelope changes, selected-annulus window changes, and peak/local-SNR response changes","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",three_question_result_context_not_probability_not_selection
NODI_SIDEWALL_THREE_QUESTION_RESULT_LOCK_20260703,reports/joint_interface_20260703/NODI_SIDEWALL_THREE_QUESTION_RESULT_LOCK_NEXT_ACTION_ROWS_20260703.csv,true,955bb56ee38f95331a2cd5eb1dafcc2e7e707794c6d8247ecd75bdf008262afc,"lock the current sidewall-angle simulation answer for dimension envelope changes, selected-annulus window changes, and peak/local-SNR response changes","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",three_question_result_context_not_probability_not_selection
NODI_SIDEWALL_THREE_QUESTION_RESULT_LOCK_20260703,reports/joint_interface_20260703/NODI_SIDEWALL_THREE_QUESTION_RESULT_LOCK_SOURCE_LOCK_20260703.csv,true,65975bb727b8b31e64ec89b4c92dd7b3614a71d35e0aa2d95a2c4c1944939bf0,"lock the current sidewall-angle simulation answer for dimension envelope changes, selected-annulus window changes, and peak/local-SNR response changes","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",three_question_result_context_not_probability_not_selection
NODI_SIDEWALL_THREE_QUESTION_RESULT_LOCK_20260703,reports/joint_interface_20260703/NODI_SIDEWALL_THREE_QUESTION_RESULT_LOCK_DIRTY_CONTEXT_20260703.csv,true,6e2fa19c63a5e252e45126024d28d1fe119186485da41c84ad204838b93daf8e,"lock the current sidewall-angle simulation answer for dimension envelope changes, selected-annulus window changes, and peak/local-SNR response changes","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",three_question_result_context_not_probability_not_selection
NODI_SIDEWALL_THREE_QUESTION_RESULT_LOCK_20260703,reports/joint_interface_20260703/NODI_SIDEWALL_THREE_QUESTION_RESULT_LOCK_VALIDATION_ROWS_20260703.csv,true,273d6718634cddae8efb74aa52400ee4fe9b2ded9db6b523e8e49f6f2d57eff9,"lock the current sidewall-angle simulation answer for dimension envelope changes, selected-annulus window changes, and peak/local-SNR response changes","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",three_question_result_context_not_probability_not_selection
NODI_SIDEWALL_THREE_QUESTION_RESULT_LOCK_20260703,reports/joint_interface_20260703/NODI_SIDEWALL_THREE_QUESTION_RESULT_LOCK_FAILURES_20260703.csv,true,b4e7138d7854f7be1c99e051451992bade0041f63e6e99390fe454f472c622b9,"lock the current sidewall-angle simulation answer for dimension envelope changes, selected-annulus window changes, and peak/local-SNR response changes","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",three_question_result_context_not_probability_not_selection
NODI_SIDEWALL_THREE_QUESTION_RESULT_LOCK_20260703,reports/604_NODI_SIDEWALL_THREE_QUESTION_RESULT_LOCK_20260703.md,true,0b142e473ba1dcc6f02c38a3c802d12b79845b803d16668ff954ca81d952a643,"lock the current sidewall-angle simulation answer for dimension envelope changes, selected-annulus window changes, and peak/local-SNR response changes","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",three_question_result_context_not_probability_not_selection
NODI_SIDEWALL_THREE_QUESTION_RESULT_LOCK_20260703,reports/joint_interface_20260703/NODI_SIDEWALL_THREE_QUESTION_RESULT_LOCK_MANIFEST_20260703.csv,true,SELF_MANIFEST_NOT_SELF_HASHED_BY_DESIGN,"lock the current sidewall-angle simulation answer for dimension envelope changes, selected-annulus window changes, and peak/local-SNR response changes","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",three_question_result_context_not_probability_not_selection
