synthesis_version,row_id,allowed_use,blocked_use,claim_boundary,not_exact_pxu_probability_grid,not_detection_probability,not_yield,not_selection_metric_claim,not_winner,not_qch_weighted,not_true_W_eff,not_production_recommendation,decision_use_allowed,comsol_v4_assumption_set_id,comsol_v4_assumption_set_version,comsol_v4_assumption_set_sha256,source_route_id_nodi,candidate_envelope_route_id_nodi,width_sweep_route_id_nodi,route_id_role,W_top_nm,candidate_envelope_W_top_nm,width_sweep_delta_vs_candidate_nm,width_context,weighting_mode,weighted_event_rows,canonical_window_present,leading_mass_window_context,leading_peak_contribution_window_context,leading_snr_contribution_window_context,mean_weighted_peak_contribution,mean_weighted_local_snr_contribution,mean_weighted_selected_annulus_fraction,window_summary_json
sidewall_distribution_weighted_width_sweep_v1,WIDTH-SUM-404_W500_D1200-W627-comsol_outlet_flux_fraction,"execute or plan a distribution-weighted width sweep around the sidewall candidate dimensions to assess dimension, annulus, and interference-response shifts","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",distribution_weighted_width_sweep_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,404/W500/D1200,404/W607/D1200,404/W627/D1200,width_sweep_summary_context_not_selection,627,607,20,below_boundary_anchor_width,comsol_outlet_flux_fraction,39,True,0p4_0p7,0p4_0p7,0p4_0p7,84.00335239913926,156084.8420729159,0.07518205445833682,"[{""window_id"": ""0p4_0p7"", ""mass"": 0.28967145283694395, ""peak_contribution"": 121.20859619571587, ""snr_contribution"": 219918.37020599723, ""selected_annulus_fraction_contribution"": 0.09850465092065666}, {""window_id"": ""0p5_0p8"", ""mass"": 0.18932054504986162, ""peak_contribution"": 78.9735203130647, ""snr_contribution"": 150895.50824811478, ""selected_annulus_fraction_contribution"": 0.07292005047440749}, {""window_id"": ""0p6_0p9"", ""mass"": 0.12418653703741979, ""peak_contribution"": 51.82794068863723, ""snr_contribution"": 97440.64776463574, ""selected_annulus_fraction_contribution"": 0.054121461979946314}]"
sidewall_distribution_weighted_width_sweep_v1,WIDTH-SUM-404_W500_D1200-W627-comsol_residence_fraction,"execute or plan a distribution-weighted width sweep around the sidewall candidate dimensions to assess dimension, annulus, and interference-response shifts","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",distribution_weighted_width_sweep_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,404/W500/D1200,404/W607/D1200,404/W627/D1200,width_sweep_summary_context_not_selection,627,607,20,below_boundary_anchor_width,comsol_residence_fraction,39,True,0p4_0p7,0p4_0p7,0p4_0p7,123.0415714817177,229313.2954809734,0.10988902305835174,"[{""window_id"": ""0p4_0p7"", ""mass"": 0.34937254606424806, ""peak_contribution"": 149.33266328530277, ""snr_contribution"": 270889.2605706271, ""selected_annulus_fraction_contribution"": 0.11871288814736239}, {""window_id"": ""0p5_0p8"", ""mass"": 0.29697135860622065, ""peak_contribution"": 126.270962068695, ""snr_contribution"": 241241.13977138879, ""selected_annulus_fraction_contribution"": 0.11427708491002038}, {""window_id"": ""0p6_0p9"", ""mass"": 0.22181810606548985, ""peak_contribution"": 93.5210890911553, ""snr_contribution"": 175809.48610090432, ""selected_annulus_fraction_contribution"": 0.09667709611767247}]"
sidewall_distribution_weighted_width_sweep_v1,WIDTH-SUM-404_W500_D1200-W627-uniform_edge_mass,"execute or plan a distribution-weighted width sweep around the sidewall candidate dimensions to assess dimension, annulus, and interference-response shifts","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",distribution_weighted_width_sweep_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,404/W500/D1200,404/W607/D1200,404/W627/D1200,width_sweep_summary_context_not_selection,627,607,20,below_boundary_anchor_width,uniform_edge_mass,39,True,0p5_0p8,0p5_0p8,0p5_0p8,128.7896409487738,240577.28322111117,0.11602564102564102,"[{""window_id"": ""0p4_0p7"", ""mass"": 0.29999999999999993, ""peak_contribution"": 128.6854964964383, ""snr_contribution"": 233427.25077857764, ""selected_annulus_fraction_contribution"": 0.10192307692307691}, {""window_id"": ""0p5_0p8"", ""mass"": 0.30000000000000004, ""peak_contribution"": 128.8591688046979, ""snr_contribution"": 246172.01150675307, ""selected_annulus_fraction_contribution"": 0.1153846153846154}, {""window_id"": ""0p6_0p9"", ""mass"": 0.30000000000000004, ""peak_contribution"": 128.8242575451852, ""snr_contribution"": 242132.58737800285, ""selected_annulus_fraction_contribution"": 0.13076923076923078}]"
sidewall_distribution_weighted_width_sweep_v1,WIDTH-SUM-404_W500_D1200-W647-comsol_outlet_flux_fraction,"execute or plan a distribution-weighted width sweep around the sidewall candidate dimensions to assess dimension, annulus, and interference-response shifts","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",distribution_weighted_width_sweep_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,404/W500/D1200,404/W607/D1200,404/W647/D1200,width_sweep_summary_context_not_selection,647,607,40,boundary_anchor_width,comsol_outlet_flux_fraction,39,True,0p4_0p7,0p4_0p7,0p4_0p7,84.7641956952368,158556.0454358123,0.07022898660703673,"[{""window_id"": ""0p4_0p7"", ""mass"": 0.28967145283694395, ""peak_contribution"": 122.43992212457076, ""snr_contribution"": 229466.14529547095, ""selected_annulus_fraction_contribution"": 0.09295670398030585}, {""window_id"": ""0p5_0p8"", ""mass"": 0.18932054504986162, ""peak_contribution"": 79.58102629857828, ""snr_contribution"": 147365.458433126, ""selected_annulus_fraction_contribution"": 0.0675223450605348}, {""window_id"": ""0p6_0p9"", ""mass"": 0.12418653703741979, ""peak_contribution"": 52.271638662561344, ""snr_contribution"": 98836.53257883994, ""selected_annulus_fraction_contribution"": 0.050207910780269545}]"
sidewall_distribution_weighted_width_sweep_v1,WIDTH-SUM-404_W500_D1200-W647-comsol_residence_fraction,"execute or plan a distribution-weighted width sweep around the sidewall candidate dimensions to assess dimension, annulus, and interference-response shifts","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",distribution_weighted_width_sweep_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,404/W500/D1200,404/W607/D1200,404/W647/D1200,width_sweep_summary_context_not_selection,647,607,40,boundary_anchor_width,comsol_residence_fraction,39,True,0p4_0p7,0p4_0p7,0p4_0p7,124.14074488904039,232217.90391264445,0.10225647109458769,"[{""window_id"": ""0p4_0p7"", ""mass"": 0.34937254606424806, ""peak_contribution"": 150.8532755979515, ""snr_contribution"": 282720.53897920426, ""selected_annulus_fraction_contribution"": 0.1119981366358438}, {""window_id"": ""0p5_0p8"", ""mass"": 0.29697135860622065, ""peak_contribution"": 127.24625864598289, ""snr_contribution"": 235612.34337169098, ""selected_annulus_fraction_contribution"": 0.10512664990043287}, {""window_id"": ""0p6_0p9"", ""mass"": 0.22181810606548985, ""peak_contribution"": 94.32270042318683, ""snr_contribution"": 178320.82938703816, ""selected_annulus_fraction_contribution"": 0.0896446267474864}]"
sidewall_distribution_weighted_width_sweep_v1,WIDTH-SUM-404_W500_D1200-W647-uniform_edge_mass,"execute or plan a distribution-weighted width sweep around the sidewall candidate dimensions to assess dimension, annulus, and interference-response shifts","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",distribution_weighted_width_sweep_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,404/W500/D1200,404/W607/D1200,404/W647/D1200,width_sweep_summary_context_not_selection,647,607,40,boundary_anchor_width,uniform_edge_mass,39,True,0p5_0p8,0p4_0p7,0p6_0p9,129.92793364917532,243214.04128354802,0.1076923076923077,"[{""window_id"": ""0p4_0p7"", ""mass"": 0.29999999999999993, ""peak_contribution"": 129.9963734246874, ""snr_contribution"": 243632.38280142445, ""selected_annulus_fraction_contribution"": 0.09615384615384613}, {""window_id"": ""0p5_0p8"", ""mass"": 0.30000000000000004, ""peak_contribution"": 129.8565652376802, ""snr_contribution"": 240436.05976777864, ""selected_annulus_fraction_contribution"": 0.10576923076923078}, {""window_id"": ""0p6_0p9"", ""mass"": 0.30000000000000004, ""peak_contribution"": 129.93086228515838, ""snr_contribution"": 245573.68128144095, ""selected_annulus_fraction_contribution"": 0.12115384615384617}]"
sidewall_distribution_weighted_width_sweep_v1,WIDTH-SUM-404_W500_D1200-W667-comsol_outlet_flux_fraction,"execute or plan a distribution-weighted width sweep around the sidewall candidate dimensions to assess dimension, annulus, and interference-response shifts","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",distribution_weighted_width_sweep_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,404/W500/D1200,404/W607/D1200,404/W667/D1200,width_sweep_summary_context_not_selection,667,607,60,above_boundary_anchor_width,comsol_outlet_flux_fraction,39,True,0p4_0p7,0p4_0p7,0p4_0p7,85.50619985160783,161744.98332042096,0.07229424964862914,"[{""window_id"": ""0p4_0p7"", ""mass"": 0.28967145283694395, ""peak_contribution"": 123.35190203293585, ""snr_contribution"": 232137.453204934, ""selected_annulus_fraction_contribution"": 0.08546125706494632}, {""window_id"": ""0p5_0p8"", ""mass"": 0.18932054504986162, ""peak_contribution"": 80.37439391054454, ""snr_contribution"": 151551.25357465586, ""selected_annulus_fraction_contribution"": 0.06918351922282116}, {""window_id"": ""0p6_0p9"", ""mass"": 0.12418653703741979, ""peak_contribution"": 52.792303611343115, ""snr_contribution"": 101546.24318167305, ""selected_annulus_fraction_contribution"": 0.06223797265811992}]"
sidewall_distribution_weighted_width_sweep_v1,WIDTH-SUM-404_W500_D1200-W667-comsol_residence_fraction,"execute or plan a distribution-weighted width sweep around the sidewall candidate dimensions to assess dimension, annulus, and interference-response shifts","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",distribution_weighted_width_sweep_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,404/W500/D1200,404/W607/D1200,404/W667/D1200,width_sweep_summary_context_not_selection,667,607,60,above_boundary_anchor_width,comsol_residence_fraction,39,True,0p4_0p7,0p4_0p7,0p4_0p7,125.2545433055666,237256.39465289292,0.10753920893902201,"[{""window_id"": ""0p4_0p7"", ""mass"": 0.34937254606424806, ""peak_contribution"": 151.9837119540843, ""snr_contribution"": 286038.99650997005, ""selected_annulus_fraction_contribution"": 0.10302801233171219}, {""window_id"": ""0p5_0p8"", ""mass"": 0.29697135860622065, ""peak_contribution"": 128.5162018325912, ""snr_contribution"": 242399.58691618365, ""selected_annulus_fraction_contribution"": 0.10851354327790859}, {""window_id"": ""0p6_0p9"", ""mass"": 0.22181810606548985, ""peak_contribution"": 95.26371613002432, ""snr_contribution"": 183330.60053252504, ""selected_annulus_fraction_contribution"": 0.11107607120744523}]"
sidewall_distribution_weighted_width_sweep_v1,WIDTH-SUM-404_W500_D1200-W667-uniform_edge_mass,"execute or plan a distribution-weighted width sweep around the sidewall candidate dimensions to assess dimension, annulus, and interference-response shifts","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",distribution_weighted_width_sweep_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,404/W500/D1200,404/W607/D1200,404/W667/D1200,width_sweep_summary_context_not_selection,667,607,60,above_boundary_anchor_width,uniform_edge_mass,39,True,0p5_0p8,0p6_0p9,0p6_0p9,131.1185179711255,248892.43784155246,0.11602564102564104,"[{""window_id"": ""0p4_0p7"", ""mass"": 0.29999999999999993, ""peak_contribution"": 130.97148559957085, ""snr_contribution"": 246495.90335479702, ""selected_annulus_fraction_contribution"": 0.08846153846153844}, {""window_id"": ""0p5_0p8"", ""mass"": 0.30000000000000004, ""peak_contribution"": 131.15329924598862, ""snr_contribution"": 247412.8653512876, ""selected_annulus_fraction_contribution"": 0.10961538461538464}, {""window_id"": ""0p6_0p9"", ""mass"": 0.30000000000000004, ""peak_contribution"": 131.230769067817, ""snr_contribution"": 252768.54481857276, ""selected_annulus_fraction_contribution"": 0.15000000000000002}]"
sidewall_distribution_weighted_width_sweep_v1,WIDTH-SUM-404_W500_D1200-W687-comsol_outlet_flux_fraction,"execute or plan a distribution-weighted width sweep around the sidewall candidate dimensions to assess dimension, annulus, and interference-response shifts","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",distribution_weighted_width_sweep_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,404/W500/D1200,404/W607/D1200,404/W687/D1200,width_sweep_summary_context_not_selection,687,607,80,above_boundary_anchor_width,comsol_outlet_flux_fraction,39,True,0p4_0p7,0p4_0p7,0p4_0p7,86.14871348645647,158039.468127458,0.07570411661111577,"[{""window_id"": ""0p4_0p7"", ""mass"": 0.28967145283694395, ""peak_contribution"": 124.27130558955565, ""snr_contribution"": 241376.55680519636, ""selected_annulus_fraction_contribution"": 0.09042009803594672}, {""window_id"": ""0p5_0p8"", ""mass"": 0.18932054504986162, ""peak_contribution"": 80.99109214312699, ""snr_contribution"": 140686.84086701792, ""selected_annulus_fraction_contribution"": 0.07865723861777749}, {""window_id"": ""0p6_0p9"", ""mass"": 0.12418653703741979, ""peak_contribution"": 53.183742726686745, ""snr_contribution"": 92055.00671015972, ""selected_annulus_fraction_contribution"": 0.05803501317962309}]"
sidewall_distribution_weighted_width_sweep_v1,WIDTH-SUM-404_W500_D1200-W687-comsol_residence_fraction,"execute or plan a distribution-weighted width sweep around the sidewall candidate dimensions to assess dimension, annulus, and interference-response shifts","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",distribution_weighted_width_sweep_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,404/W500/D1200,404/W607/D1200,404/W687/D1200,width_sweep_summary_context_not_selection,687,607,80,above_boundary_anchor_width,comsol_residence_fraction,39,True,0p4_0p7,0p4_0p7,0p4_0p7,126.19887213618212,229456.85808867108,0.11232114773928219,"[{""window_id"": ""0p4_0p7"", ""mass"": 0.34937254606424806, ""peak_contribution"": 153.121232712614, ""snr_contribution"": 297263.7694069883, ""selected_annulus_fraction_contribution"": 0.10964003011058966}, {""window_id"": ""0p5_0p8"", ""mass"": 0.29697135860622065, ""peak_contribution"": 129.50552918115466, ""snr_contribution"": 224986.84548166223, ""selected_annulus_fraction_contribution"": 0.12361384761939832}, {""window_id"": ""0p6_0p9"", ""mass"": 0.22181810606548985, ""peak_contribution"": 95.96985451477771, ""snr_contribution"": 166119.95937736265, ""selected_annulus_fraction_contribution"": 0.10370956548785856}]"
