synthesis_version,row_id,allowed_use,blocked_use,claim_boundary,not_exact_pxu_probability_grid,not_detection_probability,not_yield,not_selection_metric_claim,not_winner,not_qch_weighted,not_true_W_eff,not_production_recommendation,decision_use_allowed,comsol_v4_assumption_set_id,comsol_v4_assumption_set_version,comsol_v4_assumption_set_sha256,source_event_row_id,source_route_id_nodi,candidate_envelope_route_id_nodi,width_sweep_route_id_nodi,route_id_role,W_top_nm,candidate_envelope_W_top_nm,width_sweep_delta_vs_candidate_nm,width_context,annulus_window_id,diameter_nm,n_events_requested,n_events_observed,width_sweep_execution_status,weighting_mode,comsol_weight_profile_diameter_nm,window_probability_mass_surrogate,selected_annulus_fraction,weighted_selected_annulus_fraction_surrogate,mean_peak_height,mean_local_snr,weighted_peak_height_contribution,weighted_local_snr_contribution,weight_claim_level
sidewall_distribution_weighted_width_sweep_v1,WEIGHTED-WIDTH-404_W500_D1200-to-404_W567_D1200-A0p4_0p7-P40-N12-TH85-uniform_edge_mass,"execute or plan a distribution-weighted width sweep around the sidewall candidate dimensions to assess dimension, annulus, and interference-response shifts","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",distribution_weighted_width_sweep_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,WIDTH-404_W500_D1200-to-404_W567_D1200-A0p4_0p7-P40-N12-TH85,404/W500/D1200,404/W607/D1200,404/W567/D1200,width_sweep_weighted_context_not_selection,567,607,-40,below_current_candidate_width,0p4_0p7,40,12,12,executed_width_sweep_nodi,uniform_edge_mass,220,0.29999999999999993,0.3333333333333333,0.09999999999999998,0.2371975351431488,346.4553175085821,0.07115926054294462,103.9365952525746,uniform_surrogate
sidewall_distribution_weighted_width_sweep_v1,WEIGHTED-WIDTH-404_W500_D1200-to-404_W567_D1200-A0p4_0p7-P40-N12-TH85-comsol_outlet_flux_fraction,"execute or plan a distribution-weighted width sweep around the sidewall candidate dimensions to assess dimension, annulus, and interference-response shifts","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",distribution_weighted_width_sweep_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,WIDTH-404_W500_D1200-to-404_W567_D1200-A0p4_0p7-P40-N12-TH85,404/W500/D1200,404/W607/D1200,404/W567/D1200,width_sweep_weighted_context_not_selection,567,607,-40,below_current_candidate_width,0p4_0p7,40,12,12,executed_width_sweep_nodi,comsol_outlet_flux_fraction,220,0.3038099961013544,0.3333333333333333,0.10126999870045146,0.2371975351431488,346.4553175085821,0.07206298222709091,105.25658866157582,comsol_transport_bin_surrogate_not_exact_pxu
sidewall_distribution_weighted_width_sweep_v1,WEIGHTED-WIDTH-404_W500_D1200-to-404_W567_D1200-A0p4_0p7-P40-N12-TH85-comsol_residence_fraction,"execute or plan a distribution-weighted width sweep around the sidewall candidate dimensions to assess dimension, annulus, and interference-response shifts","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",distribution_weighted_width_sweep_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,WIDTH-404_W500_D1200-to-404_W567_D1200-A0p4_0p7-P40-N12-TH85,404/W500/D1200,404/W607/D1200,404/W567/D1200,width_sweep_weighted_context_not_selection,567,607,-40,below_current_candidate_width,0p4_0p7,40,12,12,executed_width_sweep_nodi,comsol_residence_fraction,220,0.35183815564763465,0.3333333333333333,0.11727938521587822,0.2371975351431488,346.4553175085821,0.08345514328893049,121.89619992653519,comsol_transport_bin_surrogate_not_exact_pxu
sidewall_distribution_weighted_width_sweep_v1,WEIGHTED-WIDTH-404_W500_D1200-to-404_W567_D1200-A0p4_0p7-P60-N12-TH85-uniform_edge_mass,"execute or plan a distribution-weighted width sweep around the sidewall candidate dimensions to assess dimension, annulus, and interference-response shifts","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",distribution_weighted_width_sweep_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,WIDTH-404_W500_D1200-to-404_W567_D1200-A0p4_0p7-P60-N12-TH85,404/W500/D1200,404/W607/D1200,404/W567/D1200,width_sweep_weighted_context_not_selection,567,607,-40,below_current_candidate_width,0p4_0p7,60,12,12,executed_width_sweep_nodi,uniform_edge_mass,220,0.29999999999999993,0.3333333333333333,0.09999999999999998,1.4585833846202039,2536.472750708696,0.4375750153860611,760.9418252126086,uniform_surrogate
sidewall_distribution_weighted_width_sweep_v1,WEIGHTED-WIDTH-404_W500_D1200-to-404_W567_D1200-A0p4_0p7-P60-N12-TH85-comsol_outlet_flux_fraction,"execute or plan a distribution-weighted width sweep around the sidewall candidate dimensions to assess dimension, annulus, and interference-response shifts","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",distribution_weighted_width_sweep_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,WIDTH-404_W500_D1200-to-404_W567_D1200-A0p4_0p7-P60-N12-TH85,404/W500/D1200,404/W607/D1200,404/W567/D1200,width_sweep_weighted_context_not_selection,567,607,-40,below_current_candidate_width,0p4_0p7,60,12,12,executed_width_sweep_nodi,comsol_outlet_flux_fraction,220,0.3038099961013544,0.3333333333333333,0.10126999870045146,1.4585833846202039,2536.472750708696,0.4431322123949644,770.6057765040006,comsol_transport_bin_surrogate_not_exact_pxu
sidewall_distribution_weighted_width_sweep_v1,WEIGHTED-WIDTH-404_W500_D1200-to-404_W567_D1200-A0p4_0p7-P60-N12-TH85-comsol_residence_fraction,"execute or plan a distribution-weighted width sweep around the sidewall candidate dimensions to assess dimension, annulus, and interference-response shifts","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",distribution_weighted_width_sweep_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,WIDTH-404_W500_D1200-to-404_W567_D1200-A0p4_0p7-P60-N12-TH85,404/W500/D1200,404/W607/D1200,404/W567/D1200,width_sweep_weighted_context_not_selection,567,607,-40,below_current_candidate_width,0p4_0p7,60,12,12,executed_width_sweep_nodi,comsol_residence_fraction,220,0.35183815564763465,0.3333333333333333,0.11727938521587822,1.4585833846202039,2536.472750708696,0.5131852879030571,892.4278944598302,comsol_transport_bin_surrogate_not_exact_pxu
sidewall_distribution_weighted_width_sweep_v1,WEIGHTED-WIDTH-404_W500_D1200-to-404_W567_D1200-A0p4_0p7-P100-N12-TH85-uniform_edge_mass,"execute or plan a distribution-weighted width sweep around the sidewall candidate dimensions to assess dimension, annulus, and interference-response shifts","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",distribution_weighted_width_sweep_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,WIDTH-404_W500_D1200-to-404_W567_D1200-A0p4_0p7-P100-N12-TH85,404/W500/D1200,404/W607/D1200,404/W567/D1200,width_sweep_weighted_context_not_selection,567,607,-40,below_current_candidate_width,0p4_0p7,100,12,12,executed_width_sweep_nodi,uniform_edge_mass,220,0.29999999999999993,0.3333333333333333,0.09999999999999998,15.140938843579898,30444.040660607276,4.542281653073968,9133.21219818218,uniform_surrogate
sidewall_distribution_weighted_width_sweep_v1,WEIGHTED-WIDTH-404_W500_D1200-to-404_W567_D1200-A0p4_0p7-P100-N12-TH85-comsol_outlet_flux_fraction,"execute or plan a distribution-weighted width sweep around the sidewall candidate dimensions to assess dimension, annulus, and interference-response shifts","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",distribution_weighted_width_sweep_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,WIDTH-404_W500_D1200-to-404_W567_D1200-A0p4_0p7-P100-N12-TH85,404/W500/D1200,404/W607/D1200,404/W567/D1200,width_sweep_weighted_context_not_selection,567,607,-40,below_current_candidate_width,0p4_0p7,100,12,12,executed_width_sweep_nodi,comsol_outlet_flux_fraction,220,0.3038099961013544,0.3333333333333333,0.10126999870045146,15.140938843579898,30444.040660607276,4.599968571038854,9249.203874408571,comsol_transport_bin_surrogate_not_exact_pxu
sidewall_distribution_weighted_width_sweep_v1,WEIGHTED-WIDTH-404_W500_D1200-to-404_W567_D1200-A0p4_0p7-P100-N12-TH85-comsol_residence_fraction,"execute or plan a distribution-weighted width sweep around the sidewall candidate dimensions to assess dimension, annulus, and interference-response shifts","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",distribution_weighted_width_sweep_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,WIDTH-404_W500_D1200-to-404_W567_D1200-A0p4_0p7-P100-N12-TH85,404/W500/D1200,404/W607/D1200,404/W567/D1200,width_sweep_weighted_context_not_selection,567,607,-40,below_current_candidate_width,0p4_0p7,100,12,12,executed_width_sweep_nodi,comsol_residence_fraction,220,0.35183815564763465,0.3333333333333333,0.11727938521587822,15.140938843579898,30444.040660607276,5.327159997498781,10711.37511648966,comsol_transport_bin_surrogate_not_exact_pxu
sidewall_distribution_weighted_width_sweep_v1,WEIGHTED-WIDTH-404_W500_D1200-to-404_W567_D1200-A0p4_0p7-P150-N12-TH85-uniform_edge_mass,"execute or plan a distribution-weighted width sweep around the sidewall candidate dimensions to assess dimension, annulus, and interference-response shifts","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",distribution_weighted_width_sweep_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,WIDTH-404_W500_D1200-to-404_W567_D1200-A0p4_0p7-P150-N12-TH85,404/W500/D1200,404/W607/D1200,404/W567/D1200,width_sweep_weighted_context_not_selection,567,607,-40,below_current_candidate_width,0p4_0p7,150,12,12,executed_width_sweep_nodi,uniform_edge_mass,220,0.29999999999999993,0.5,0.14999999999999997,77.11615961371764,150057.4816984386,23.13484788411529,45017.24450953157,uniform_surrogate
