synthesis_version,row_id,allowed_use,blocked_use,claim_boundary,not_exact_pxu_probability_grid,not_detection_probability,not_yield,not_selection_metric_claim,not_winner,not_qch_weighted,not_true_W_eff,not_production_recommendation,decision_use_allowed,comsol_v4_assumption_set_id,comsol_v4_assumption_set_version,comsol_v4_assumption_set_sha256,source_route_id_nodi,candidate_envelope_route_id_nodi,width_sweep_route_id_nodi,route_id_role,W_top_nm,candidate_envelope_W_top_nm,width_sweep_delta_vs_candidate_nm,width_context,weighting_mode,weighted_event_rows,canonical_window_present,leading_mass_window_context,leading_peak_contribution_window_context,leading_snr_contribution_window_context,mean_weighted_peak_contribution,mean_weighted_local_snr_contribution,mean_weighted_selected_annulus_fraction,window_summary_json
sidewall_distribution_weighted_width_sweep_v1,WIDTH-SUM-404_W500_D1200-W687-comsol_outlet_flux_fraction,"execute or plan a distribution-weighted width sweep around the sidewall candidate dimensions to assess dimension, annulus, and interference-response shifts","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",distribution_weighted_width_sweep_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,404/W500/D1200,404/W607/D1200,404/W687/D1200,width_sweep_summary_context_not_selection,687,607,80,extension_anchor_width,comsol_outlet_flux_fraction,39,True,0p4_0p7,0p4_0p7,0p4_0p7,86.13967550360503,158099.20012054953,0.06816739423511935,"[{""window_id"": ""0p4_0p7"", ""mass"": 0.28967145283694395, ""peak_contribution"": 124.44109945979518, ""snr_contribution"": 229091.5506101086, ""selected_annulus_fraction_contribution"": 0.07392353370723184}, {""window_id"": ""0p5_0p8"", ""mass"": 0.18932054504986162, ""peak_contribution"": 80.88134773980049, ""snr_contribution"": 148424.65054935694, ""selected_annulus_fraction_contribution"": 0.07492070736619115}, {""window_id"": ""0p6_0p9"", ""mass"": 0.12418653703741979, ""peak_contribution"": 53.09657931121945, ""snr_contribution"": 96781.39920218309, ""selected_annulus_fraction_contribution"": 0.05565794163193502}]"
sidewall_distribution_weighted_width_sweep_v1,WIDTH-SUM-404_W500_D1200-W687-comsol_residence_fraction,"execute or plan a distribution-weighted width sweep around the sidewall candidate dimensions to assess dimension, annulus, and interference-response shifts","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",distribution_weighted_width_sweep_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,404/W500/D1200,404/W607/D1200,404/W687/D1200,width_sweep_summary_context_not_selection,687,607,80,extension_anchor_width,comsol_residence_fraction,39,True,0p4_0p7,0p4_0p7,0p4_0p7,126.15611495997659,231375.52186926128,0.10227614840909587,"[{""window_id"": ""0p4_0p7"", ""mass"": 0.34937254606424806, ""peak_contribution"": 153.32667419714934, ""snr_contribution"": 282244.45942672953, ""selected_annulus_fraction_contribution"": 0.0895214590091942}, {""window_id"": ""0p5_0p8"", ""mass"": 0.29697135860622065, ""peak_contribution"": 129.3286023598521, ""snr_contribution"": 237231.97986362854, ""selected_annulus_fraction_contribution"": 0.1178503059872865}, {""window_id"": ""0p6_0p9"", ""mass"": 0.22181810606548985, ""peak_contribution"": 95.81306832292829, ""snr_contribution"": 174650.12631742583, ""selected_annulus_fraction_contribution"": 0.09945668023080685}]"
sidewall_distribution_weighted_width_sweep_v1,WIDTH-SUM-404_W500_D1200-W687-uniform_edge_mass,"execute or plan a distribution-weighted width sweep around the sidewall candidate dimensions to assess dimension, annulus, and interference-response shifts","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",distribution_weighted_width_sweep_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,404/W500/D1200,404/W607/D1200,404/W687/D1200,width_sweep_summary_context_not_selection,687,607,80,extension_anchor_width,uniform_edge_mass,39,True,0p5_0p8,0p4_0p7,0p4_0p7,132.0334910766447,241959.66950814973,0.11025641025641027,"[{""window_id"": ""0p4_0p7"", ""mass"": 0.29999999999999993, ""peak_contribution"": 132.1289134792404, ""snr_contribution"": 243220.057519659, ""selected_annulus_fraction_contribution"": 0.0769230769230769}, {""window_id"": ""0p5_0p8"", ""mass"": 0.30000000000000004, ""peak_contribution"": 131.98332829823326, ""snr_contribution"": 242049.47059407766, ""selected_annulus_fraction_contribution"": 0.11923076923076925}, {""window_id"": ""0p6_0p9"", ""mass"": 0.30000000000000004, ""peak_contribution"": 131.9882314524605, ""snr_contribution"": 240609.4804107125, ""selected_annulus_fraction_contribution"": 0.13461538461538464}]"
sidewall_distribution_weighted_width_sweep_v1,WIDTH-SUM-404_W500_D1200-W707-comsol_outlet_flux_fraction,"execute or plan a distribution-weighted width sweep around the sidewall candidate dimensions to assess dimension, annulus, and interference-response shifts","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",distribution_weighted_width_sweep_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,404/W500/D1200,404/W607/D1200,404/W707/D1200,width_sweep_summary_context_not_selection,707,607,100,above_extension_anchor_width,comsol_outlet_flux_fraction,39,True,0p4_0p7,0p4_0p7,0p4_0p7,86.81496596238695,162688.5271072846,0.0672769754816849,"[{""window_id"": ""0p4_0p7"", ""mass"": 0.28967145283694395, ""peak_contribution"": 125.30739403205551, ""snr_contribution"": 234225.48533863242, ""selected_annulus_fraction_contribution"": 0.07870219261127485}, {""window_id"": ""0p5_0p8"", ""mass"": 0.18932054504986162, ""peak_contribution"": 81.56546530650552, ""snr_contribution"": 154118.9508839136, ""selected_annulus_fraction_contribution"": 0.0692966801326536}, {""window_id"": ""0p6_0p9"", ""mass"": 0.12418653703741979, ""peak_contribution"": 53.57203854859981, ""snr_contribution"": 99721.14509930782, ""selected_annulus_fraction_contribution"": 0.053832053701126266}]"
sidewall_distribution_weighted_width_sweep_v1,WIDTH-SUM-404_W500_D1200-W707-comsol_residence_fraction,"execute or plan a distribution-weighted width sweep around the sidewall candidate dimensions to assess dimension, annulus, and interference-response shifts","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",distribution_weighted_width_sweep_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,404/W500/D1200,404/W607/D1200,404/W707/D1200,width_sweep_summary_context_not_selection,707,607,100,above_extension_anchor_width,comsol_residence_fraction,39,True,0p4_0p7,0p4_0p7,0p4_0p7,127.16327643018606,238319.60950864828,0.09970167249094197,"[{""window_id"": ""0p4_0p7"", ""mass"": 0.34937254606424806, ""peak_contribution"": 154.39594170447035, ""snr_contribution"": 288618.5288630245, ""selected_annulus_fraction_contribution"": 0.09418630519338198}, {""window_id"": ""0p5_0p8"", ""mass"": 0.29697135860622065, ""peak_contribution"": 130.42178340244516, ""snr_contribution"": 246468.46702365356, ""selected_annulus_fraction_contribution"": 0.10857565251117206}, {""window_id"": ""0p6_0p9"", ""mass"": 0.22181810606548985, ""peak_contribution"": 96.67210418364266, ""snr_contribution"": 179871.83263926674, ""selected_annulus_fraction_contribution"": 0.09634305976827189}]"
sidewall_distribution_weighted_width_sweep_v1,WIDTH-SUM-404_W500_D1200-W707-uniform_edge_mass,"execute or plan a distribution-weighted width sweep around the sidewall candidate dimensions to assess dimension, annulus, and interference-response shifts","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",distribution_weighted_width_sweep_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,404/W500/D1200,404/W607/D1200,404/W707/D1200,width_sweep_summary_context_not_selection,707,607,100,above_extension_anchor_width,uniform_edge_mass,39,True,0p5_0p8,0p6_0p9,0p5_0p8,133.10780017314053,249288.31734741162,0.10705128205128207,"[{""window_id"": ""0p4_0p7"", ""mass"": 0.29999999999999993, ""peak_contribution"": 133.05062035541866, ""snr_contribution"": 248719.778619745, ""selected_annulus_fraction_contribution"": 0.08076923076923076}, {""window_id"": ""0p5_0p8"", ""mass"": 0.30000000000000004, ""peak_contribution"": 133.09856647587478, ""snr_contribution"": 251545.6139584584, ""selected_annulus_fraction_contribution"": 0.10961538461538464}, {""window_id"": ""0p6_0p9"", ""mass"": 0.30000000000000004, ""peak_contribution"": 133.17421368812822, ""snr_contribution"": 247599.55946403142, ""selected_annulus_fraction_contribution"": 0.1307692307692308}]"
sidewall_distribution_weighted_width_sweep_v1,WIDTH-SUM-404_W500_D1200-W727-comsol_outlet_flux_fraction,"execute or plan a distribution-weighted width sweep around the sidewall candidate dimensions to assess dimension, annulus, and interference-response shifts","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",distribution_weighted_width_sweep_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,404/W500/D1200,404/W607/D1200,404/W727/D1200,width_sweep_summary_context_not_selection,727,607,120,above_extension_anchor_width,comsol_outlet_flux_fraction,39,True,0p4_0p7,0p4_0p7,0p4_0p7,87.31887424655464,162632.71198528362,0.0809299357194916,"[{""window_id"": ""0p4_0p7"", ""mass"": 0.28967145283694395, ""peak_contribution"": 126.12890250599403, ""snr_contribution"": 236494.92994964024, ""selected_annulus_fraction_contribution"": 0.11919076818406413}, {""window_id"": ""0p5_0p8"", ""mass"": 0.18932054504986162, ""peak_contribution"": 82.0233636419336, ""snr_contribution"": 149068.34091814587, ""selected_annulus_fraction_contribution"": 0.06801344941218068}, {""window_id"": ""0p6_0p9"", ""mass"": 0.12418653703741979, ""peak_contribution"": 53.80435659173631, ""snr_contribution"": 102334.86508806475, ""selected_annulus_fraction_contribution"": 0.05558558956223}]"
sidewall_distribution_weighted_width_sweep_v1,WIDTH-SUM-404_W500_D1200-W727-comsol_residence_fraction,"execute or plan a distribution-weighted width sweep around the sidewall candidate dimensions to assess dimension, annulus, and interference-response shifts","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",distribution_weighted_width_sweep_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,404/W500/D1200,404/W607/D1200,404/W727/D1200,width_sweep_summary_context_not_selection,727,607,120,above_extension_anchor_width,comsol_residence_fraction,39,True,0p4_0p7,0p4_0p7,0p4_0p7,127.88912215341504,238147.10987091367,0.11646683724438049,"[{""window_id"": ""0p4_0p7"", ""mass"": 0.34937254606424806, ""peak_contribution"": 155.41437829359205, ""snr_contribution"": 291429.3840643457, ""selected_annulus_fraction_contribution"": 0.14339357170030448}, {""window_id"": ""0p5_0p8"", ""mass"": 0.29697135860622065, ""peak_contribution"": 131.1616005065571, ""snr_contribution"": 238331.51609531214, ""selected_annulus_fraction_contribution"": 0.1066337688893803}, {""window_id"": ""0p6_0p9"", ""mass"": 0.22181810606548985, ""peak_contribution"": 97.09138766009596, ""snr_contribution"": 184680.42945308326, ""selected_annulus_fraction_contribution"": 0.0993731711434567}]"
sidewall_distribution_weighted_width_sweep_v1,WIDTH-SUM-404_W500_D1200-W727-uniform_edge_mass,"execute or plan a distribution-weighted width sweep around the sidewall candidate dimensions to assess dimension, annulus, and interference-response shifts","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",distribution_weighted_width_sweep_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,404/W500/D1200,404/W607/D1200,404/W727/D1200,width_sweep_summary_context_not_selection,727,607,120,above_extension_anchor_width,uniform_edge_mass,39,True,0p5_0p8,0p4_0p7,0p6_0p9,133.84624885501205,249600.70061059817,0.1217948717948718,"[{""window_id"": ""0p4_0p7"", ""mass"": 0.29999999999999993, ""peak_contribution"": 133.9291419856748, ""snr_contribution"": 251144.10408968592, ""selected_annulus_fraction_contribution"": 0.12307692307692306}, {""window_id"": ""0p5_0p8"", ""mass"": 0.30000000000000004, ""peak_contribution"": 133.85764562810084, ""snr_contribution"": 243209.06353826338, ""selected_annulus_fraction_contribution"": 0.1076923076923077}, {""window_id"": ""0p6_0p9"", ""mass"": 0.30000000000000004, ""peak_contribution"": 133.7519589512605, ""snr_contribution"": 254448.93420384516, ""selected_annulus_fraction_contribution"": 0.13461538461538464}]"
sidewall_distribution_weighted_width_sweep_v1,WIDTH-SUM-404_W500_D1200-W747-comsol_outlet_flux_fraction,"execute or plan a distribution-weighted width sweep around the sidewall candidate dimensions to assess dimension, annulus, and interference-response shifts","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",distribution_weighted_width_sweep_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,404/W500/D1200,404/W607/D1200,404/W747/D1200,width_sweep_summary_context_not_selection,747,607,140,above_extension_anchor_width,comsol_outlet_flux_fraction,39,True,0p4_0p7,0p4_0p7,0p4_0p7,87.86090112670824,167808.83116841628,0.07793487949190049,"[{""window_id"": ""0p4_0p7"", ""mass"": 0.28967145283694395, ""peak_contribution"": 126.83128195874787, ""snr_contribution"": 248763.96774009464, ""selected_annulus_fraction_contribution"": 0.10467460940497769}, {""window_id"": ""0p5_0p8"", ""mass"": 0.18932054504986162, ""peak_contribution"": 82.56232278149311, ""snr_contribution"": 156855.27446082977, ""selected_annulus_fraction_contribution"": 0.08473390949064477}, {""window_id"": ""0p6_0p9"", ""mass"": 0.12418653703741979, ""peak_contribution"": 54.18909863988376, ""snr_contribution"": 97807.25130432447, ""selected_annulus_fraction_contribution"": 0.04439611958007899}]"
