artifact_id,path,sha256,allowed_use,blocked_use,claim_boundary
NODI_SIDEWALL_BOUNDARY_WIDTH_FOLLOWUP_20260703,reports/joint_interface_20260703/NODI_SIDEWALL_BOUNDARY_WIDTH_FOLLOWUP_STATUS_20260703.json,4af84a26ba55f5a52320a6e0a2c2fdfbae79e7a5e8a63e446afdeac71ef52b43,execute or plan a boundary follow-up width sweep after 608 found leading distribution-weighted widths at the upper sweep edge,"route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",boundary_width_followup_context_not_route_selection
NODI_SIDEWALL_BOUNDARY_WIDTH_FOLLOWUP_20260703,reports/joint_interface_20260703/NODI_SIDEWALL_BOUNDARY_WIDTH_FOLLOWUP_REPORT_20260703.json,f71af57f4bd4505d2f7be0792df6d0736e70e889702667140a0ce9e3a8f6307a,execute or plan a boundary follow-up width sweep after 608 found leading distribution-weighted widths at the upper sweep edge,"route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",boundary_width_followup_context_not_route_selection
NODI_SIDEWALL_BOUNDARY_WIDTH_FOLLOWUP_20260703,reports/joint_interface_20260703/NODI_SIDEWALL_BOUNDARY_WIDTH_FOLLOWUP_BOUNDARY_ANCHOR_ROWS_20260703.csv,961a9b1d41f2a67914a97194e4894c32e32a85fee551957fc97c46ac213a1e95,execute or plan a boundary follow-up width sweep after 608 found leading distribution-weighted widths at the upper sweep edge,"route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",boundary_width_followup_context_not_route_selection
NODI_SIDEWALL_BOUNDARY_WIDTH_FOLLOWUP_20260703,reports/joint_interface_20260703/NODI_SIDEWALL_BOUNDARY_WIDTH_FOLLOWUP_BOUNDARY_FOLLOWUP_EVENT_ROWS_20260703.csv,ed2ee14051f0a750b42967c99a6fc3bdae820c3c40460e8ef726321062a8f3b3,execute or plan a boundary follow-up width sweep after 608 found leading distribution-weighted widths at the upper sweep edge,"route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",boundary_width_followup_context_not_route_selection
NODI_SIDEWALL_BOUNDARY_WIDTH_FOLLOWUP_20260703,reports/joint_interface_20260703/NODI_SIDEWALL_BOUNDARY_WIDTH_FOLLOWUP_WEIGHTED_BOUNDARY_EVENT_ROWS_20260703.csv,8dd817b69846da818e3c7c36bdc57649e32e8234c062d655c93091542e5fe61b,execute or plan a boundary follow-up width sweep after 608 found leading distribution-weighted widths at the upper sweep edge,"route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",boundary_width_followup_context_not_route_selection
NODI_SIDEWALL_BOUNDARY_WIDTH_FOLLOWUP_20260703,reports/joint_interface_20260703/NODI_SIDEWALL_BOUNDARY_WIDTH_FOLLOWUP_BOUNDARY_WIDTH_SUMMARY_ROWS_20260703.csv,3124804c42c0d5ccc55098493c715c20a90a36b73e00fbe98f00d3f662b39ead,execute or plan a boundary follow-up width sweep after 608 found leading distribution-weighted widths at the upper sweep edge,"route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",boundary_width_followup_context_not_route_selection
NODI_SIDEWALL_BOUNDARY_WIDTH_FOLLOWUP_20260703,reports/joint_interface_20260703/NODI_SIDEWALL_BOUNDARY_WIDTH_FOLLOWUP_BOUNDARY_DIMENSION_CONTEXT_ROWS_20260703.csv,0913a8468e10a5d33a78e101e8263b0013bb06a91648502256cd0383116210de,execute or plan a boundary follow-up width sweep after 608 found leading distribution-weighted widths at the upper sweep edge,"route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",boundary_width_followup_context_not_route_selection
NODI_SIDEWALL_BOUNDARY_WIDTH_FOLLOWUP_20260703,reports/joint_interface_20260703/NODI_SIDEWALL_BOUNDARY_WIDTH_FOLLOWUP_QUESTION_ROWS_20260703.csv,0236af0d7233bbcb4c89251cc7df06094b61f713f4c227c7a0caee6f1630ebbe,execute or plan a boundary follow-up width sweep after 608 found leading distribution-weighted widths at the upper sweep edge,"route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",boundary_width_followup_context_not_route_selection
NODI_SIDEWALL_BOUNDARY_WIDTH_FOLLOWUP_20260703,reports/joint_interface_20260703/NODI_SIDEWALL_BOUNDARY_WIDTH_FOLLOWUP_FAILURE_ROWS_20260703.csv,c593bcd359803816301c6a2fe506497147bd8f13a9761201055ede6afa8f1d53,execute or plan a boundary follow-up width sweep after 608 found leading distribution-weighted widths at the upper sweep edge,"route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",boundary_width_followup_context_not_route_selection
NODI_SIDEWALL_BOUNDARY_WIDTH_FOLLOWUP_20260703,reports/joint_interface_20260703/NODI_SIDEWALL_BOUNDARY_WIDTH_FOLLOWUP_VALIDATION_ROWS_20260703.csv,e18cecb562289739b60cbda9f9e8091d37442f3dac0e61353019abe6fa5b0428,execute or plan a boundary follow-up width sweep after 608 found leading distribution-weighted widths at the upper sweep edge,"route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",boundary_width_followup_context_not_route_selection
NODI_SIDEWALL_BOUNDARY_WIDTH_FOLLOWUP_20260703,reports/joint_interface_20260703/NODI_SIDEWALL_BOUNDARY_WIDTH_FOLLOWUP_SOURCE_LOCK_20260703.csv,091117909802469f1fc37beadf72de549db6ee20a9d96060745664f03674b4de,execute or plan a boundary follow-up width sweep after 608 found leading distribution-weighted widths at the upper sweep edge,"route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",boundary_width_followup_context_not_route_selection
