manifest_id,artifact_path,row_count,sha256,allowed_use,blocked_use,not_evidence,no_auth
G7J-MANIFEST-0001,reports/joint_interface_20260629/NODI_COMSOL_GATE7A_COMSOL_GATE6_RECEIPT_REGISTER_20260629.csv,30,4bbc92a7ed042dd6636f577b3d99e319cc60b418f3180e1d5368621c5ec4bbe9,review-only freeze readiness package,formula;q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;direct PRS bin;grain-level ingestion;accepted row expansion,true,true
G7J-MANIFEST-0002,reports/joint_interface_20260629/NODI_COMSOL_GATE7A_RC51_ALIGNMENT_CONFIRMATION_20260629.csv,1,60fb5f59aa0cf1ae63ab0a49dbb357ee6aa295891d3af39268195f83de503723,review-only freeze readiness package,formula;q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;direct PRS bin;grain-level ingestion;accepted row expansion,true,true
G7J-MANIFEST-0003,reports/joint_interface_20260629/NODI_COMSOL_GATE7B_RC51_FREEZE_HASH_TREE_20260629.csv,9,2756ad2c73396a0b62de2a93b22302da6c735ce8aa40af2a14fbf3871c955de7,review-only freeze readiness package,formula;q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;direct PRS bin;grain-level ingestion;accepted row expansion,true,true
G7J-MANIFEST-0004,reports/joint_interface_20260629/NODI_COMSOL_GATE7B_RC51_FREEZE_LOCKFILE_INDEX_20260629.csv,7,f16e4be11985caea3332a4322ca47384a503cef6f2514994ca0d48d96ed6d31f,review-only freeze readiness package,formula;q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;direct PRS bin;grain-level ingestion;accepted row expansion,true,true
G7J-MANIFEST-0005,reports/joint_interface_20260629/NODI_COMSOL_GATE7C_DISPOSITION_CATALOG_20260629.csv,5,157e7d126f91ff0327dac73bdce760b1dc98f6bf6770a1d3d2fb975a361674a8,review-only freeze readiness package,formula;q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;direct PRS bin;grain-level ingestion;accepted row expansion,true,true
G7J-MANIFEST-0006,reports/joint_interface_20260629/NODI_COMSOL_GATE7C_EXPECTED_INPUT_PACKAGE_SCHEMA_20260629.csv,10,1742a98d0c7b510f4ce5bcd6d4959adab96b9263970ebfa26eb1bcdaab0ad2b2,review-only freeze readiness package,formula;q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;direct PRS bin;grain-level ingestion;accepted row expansion,true,true
G7J-MANIFEST-0007,reports/joint_interface_20260629/NODI_COMSOL_GATE7C_RECEIVER_HARNESS_API_SURFACE_20260629.csv,8,a1114d2d5570f693773cdc06c0734328e2d9c1ad57950c731f95cade44459aeb,review-only freeze readiness package,formula;q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;direct PRS bin;grain-level ingestion;accepted row expansion,true,true
G7J-MANIFEST-0008,reports/joint_interface_20260629/NODI_COMSOL_GATE7C_RECEIVER_HARNESS_CLI_CONTRACT_20260629.csv,1,5f9656357cbc3e36f50e7303f2ef5dda96c425ef332428bd51074f792ae61242,review-only freeze readiness package,formula;q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;direct PRS bin;grain-level ingestion;accepted row expansion,true,true
G7J-MANIFEST-0009,reports/joint_interface_20260629/NODI_COMSOL_GATE7D_CROSS_VERSION_COMPATIBILITY_MATRIX_20260629.csv,1460,3024ac6368b9a186f01d3ec8997558f435072d186248706aada8f50f1b841f63,review-only freeze readiness package,formula;q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;direct PRS bin;grain-level ingestion;accepted row expansion,true,true
G7J-MANIFEST-0010,reports/joint_interface_20260629/NODI_COMSOL_GATE7E_PREAUTH_PRIORITY_RECOMMENDATION_20260629.csv,3,351122ce9e24a12ba21fe10de77faa9d7b209fc7492a687d5cf3b5c3c94f0981,review-only freeze readiness package,formula;q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;direct PRS bin;grain-level ingestion;accepted row expansion,true,true
G7J-MANIFEST-0011,reports/joint_interface_20260629/NODI_COMSOL_GATE7E_PREAUTH_READINESS_BOARD_V3_20260629.csv,3,0d200a46e7e691dd46e493a4c49ff7050e97c1867d1c7942a1fed414bc019707,review-only freeze readiness package,formula;q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;direct PRS bin;grain-level ingestion;accepted row expansion,true,true
G7J-MANIFEST-0012,reports/joint_interface_20260629/NODI_COMSOL_GATE7F_REPLAY_CORPUS_CATALOG_20260629.csv,5100,ae59ffb27ae0a3346cab958ef0f30c657eae3b5494ec24426dcd4084f2b73eba,review-only freeze readiness package,formula;q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;direct PRS bin;grain-level ingestion;accepted row expansion,true,true
G7J-MANIFEST-0013,reports/joint_interface_20260629/NODI_COMSOL_GATE7F_REPLAY_RESULTS_20260629.csv,5100,7472dd4ec04cdbad5e6d1a6309944668b6fd56edb1fc4684a95ceb5ee2621070,review-only freeze readiness package,formula;q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;direct PRS bin;grain-level ingestion;accepted row expansion,true,true
G7J-MANIFEST-0014,reports/joint_interface_20260629/NODI_COMSOL_GATE7F_UNEXPECTED_PASS_REGISTER_20260629.csv,1,a7fff2930a093b8ad355c509a43342c940e6aac7007e156bcd8966463c17a987,review-only freeze readiness package,formula;q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;direct PRS bin;grain-level ingestion;accepted row expansion,true,true
G7J-MANIFEST-0015,reports/joint_interface_20260629/NODI_COMSOL_GATE7G_CHANGE_CONTROL_POLICY_20260629.csv,8,f826ffd1e6139ae52e483688d6bead71c6442adffa865c7ecfde065d7ffc34dd,review-only freeze readiness package,formula;q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;direct PRS bin;grain-level ingestion;accepted row expansion,true,true
G7J-MANIFEST-0016,reports/joint_interface_20260629/NODI_COMSOL_GATE7G_ROLLBACK_MATRIX_20260629.csv,8,07bdbae5496f0af8afc02e17389faa64e2d60c6cb56e575afe726d7b0e1026ea,review-only freeze readiness package,formula;q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;direct PRS bin;grain-level ingestion;accepted row expansion,true,true
G7J-MANIFEST-0017,reports/joint_interface_20260629/NODI_COMSOL_GATE7H_OPEN_BLOCKERS_20260629.csv,3,c7912673807a5bd6d3232fbe11f0cac4e1f1dc94e63572115a32c75c5876a34b,review-only freeze readiness package,formula;q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;direct PRS bin;grain-level ingestion;accepted row expansion,true,true
G7J-MANIFEST-0018,reports/joint_interface_20260629/NODI_COMSOL_GATE7H_RECOMMENDED_NEXT_ACTIONS_20260629.csv,2,a8c4d8958361c115cfc6c1fe45219adc18504f274703649720644489e005b541,review-only freeze readiness package,formula;q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;direct PRS bin;grain-level ingestion;accepted row expansion,true,true
