manifest_id,artifact_path,row_count,sha256,allowed_use,blocked_use,not_evidence,no_auth
G8K-MANIFEST-0001,reports/joint_interface_20260629/NODI_COMSOL_GATE8A_COMSOL_GATE7_RECEIPT_REGISTER_20260629.csv,42,b64d3117f0089e268d3ce0c459605abd5556367c216b8e9a57003410abfe0abf,review-only joint freeze signoff rehearsal package,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;accepted row expansion;direct PRS bin;grain-level ingestion,true,true
G8K-MANIFEST-0002,reports/joint_interface_20260629/NODI_COMSOL_GATE8B_JOINT_FREEZE_ARTIFACT_RECONCILIATION_20260629.csv,365,170151e5c8250f37332304b86ccf86c1df4e1e06ab3758fab2dccbcca8d49b71,review-only joint freeze signoff rehearsal package,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;accepted row expansion;direct PRS bin;grain-level ingestion,true,true
G8K-MANIFEST-0003,reports/joint_interface_20260629/NODI_COMSOL_GATE8B_JOINT_FREEZE_HASH_TREE_20260629.csv,3,4af28b4a1cc41d81749f04eb3332341f98c17ba18f2f0543ee4b0de32c831075,review-only joint freeze signoff rehearsal package,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;accepted row expansion;direct PRS bin;grain-level ingestion,true,true
G8K-MANIFEST-0004,reports/joint_interface_20260629/NODI_COMSOL_GATE8C_COMSOL_FIXTURE_REPLAY_VERDICT_MATRIX_20260629.csv,5200,ffb7a4649f344113375778020be1bc58895ae72f0b62f9f00918419f61bb3e0a,review-only joint freeze signoff rehearsal package,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;accepted row expansion;direct PRS bin;grain-level ingestion,true,true
G8K-MANIFEST-0005,reports/joint_interface_20260629/NODI_COMSOL_GATE8C_HARD_FAIL_FIXTURE_MATRIX_20260629.csv,8,0d465d0110e81f76f64fe85075677eaa6946bbe166d9a7311a53bcc768c12a21,review-only joint freeze signoff rehearsal package,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;accepted row expansion;direct PRS bin;grain-level ingestion,true,true
G8K-MANIFEST-0006,reports/joint_interface_20260629/NODI_COMSOL_GATE8C_REPLAY_SUMMARY_20260629.csv,1,f742f7588712bb48950de17510247bf79522dc1fa0bc58501e9f5a647cbb4d7a,review-only joint freeze signoff rehearsal package,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;accepted row expansion;direct PRS bin;grain-level ingestion,true,true
G8K-MANIFEST-0007,reports/joint_interface_20260629/NODI_COMSOL_GATE8D_PRODUCER_SPEC_REHEARSAL_INTAKE_20260629.csv,39,ec725223144840898594d1e28d8f60e7214bb6f10ecc08c80db201fbdd428d49,review-only joint freeze signoff rehearsal package,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;accepted row expansion;direct PRS bin;grain-level ingestion,true,true
G8K-MANIFEST-0008,reports/joint_interface_20260629/NODI_COMSOL_GATE8E_AUTHORIZATION_REHEARSAL_BOARD_20260629.csv,3,5d6c17487a447e5233cb0c36c74b1219db439c0c06daf35fca9a3d823bd87e7c,review-only joint freeze signoff rehearsal package,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;accepted row expansion;direct PRS bin;grain-level ingestion,true,true
G8K-MANIFEST-0009,reports/joint_interface_20260629/NODI_COMSOL_GATE8E_EDGE_ONLY_REHEARSAL_RUNBOOK_20260629.csv,3,d9bb812a5e72ba34b01bfca6e9649b60aea94555ffeee828cff90f62ad4ca17b,review-only joint freeze signoff rehearsal package,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;accepted row expansion;direct PRS bin;grain-level ingestion,true,true
G8K-MANIFEST-0010,reports/joint_interface_20260629/NODI_COMSOL_GATE8E_QCH_BINDING_DENIAL_DEFERRAL_RUNBOOKS_20260629.csv,2,61de068d69ac7158d09d8dcd41bd76bd9759cd0ed0be239a619e68b2b4d988ef,review-only joint freeze signoff rehearsal package,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;accepted row expansion;direct PRS bin;grain-level ingestion,true,true
