manifest_id,artifact_path,row_count,sha256,allowed_use,blocked_use,not_evidence,no_auth
G11-MANIFEST-0001,reports/joint_interface_20260629/NODI_COMSOL_GATE11_SIDEWALL_WORKTREE_RECONCILIATION_20260629.csv,1,0616db28d426cd96aea1b2a8c2987197f3ea4ed22131aee688a50b38bc9fe008,review-only sidewall geometry descriptor receipt;RC5.1 addendum candidate;PRS/EAS contract fixture validation;quarantine/preflight,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;formula use;direct PRS bin;grain-level ingestion;accepted row expansion,true,true
G11-MANIFEST-0002,reports/joint_interface_20260629/NODI_COMSOL_GATE11_SIDEWALL_CURRENT_HARDENING_INTAKE_MATRIX_20260629.csv,32,0134dc08470ceb0c6d5411cf54bd3e0b39daef46763c2be83d042eb7539f49c7,review-only sidewall geometry descriptor receipt;RC5.1 addendum candidate;PRS/EAS contract fixture validation;quarantine/preflight,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;formula use;direct PRS bin;grain-level ingestion;accepted row expansion,true,true
G11-MANIFEST-0003,reports/joint_interface_20260629/NODI_COMSOL_GATE11_SIDEWALL_COMSOL_GATE10_RECEIPT_REGISTER_20260629.csv,11,6083f3083b534b8085c7012ad5139f8f45bbb9fd53705801fb216ec6137fd4f7,review-only sidewall geometry descriptor receipt;RC5.1 addendum candidate;PRS/EAS contract fixture validation;quarantine/preflight,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;formula use;direct PRS bin;grain-level ingestion;accepted row expansion,true,true
G11-MANIFEST-0004,reports/joint_interface_20260629/NODI_COMSOL_GATE11_SIDEWALL_COMSOL_DESCRIPTOR_ROW_VALIDATION_20260629.csv,11,47150fd369cc7ea1108994c2e42f910592f66dbaadadb0ed1046b096da8eb1a8,review-only sidewall geometry descriptor receipt;RC5.1 addendum candidate;PRS/EAS contract fixture validation;quarantine/preflight,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;formula use;direct PRS bin;grain-level ingestion;accepted row expansion,true,true
G11-MANIFEST-0005,reports/joint_interface_20260629/NODI_COMSOL_GATE11_SIDEWALL_DESCRIPTOR_REVIEW_ONLY_QUARANTINE_LEDGER_20260629.csv,11,777c69b4bee063ddd2f43e09e170d6f3a891290635122ae03244d46737235948,review-only sidewall geometry descriptor receipt;RC5.1 addendum candidate;PRS/EAS contract fixture validation;quarantine/preflight,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;formula use;direct PRS bin;grain-level ingestion;accepted row expansion,true,true
G11-MANIFEST-0006,reports/joint_interface_20260629/NODI_COMSOL_GATE11_SIDEWALL_RC51_ADDENDUM_FIELD_DICTIONARY_20260629.csv,29,ba2dad094af47e974a7ff117cdb3e09b298dc46f07ef20fb676922a2d60ee230,review-only sidewall geometry descriptor receipt;RC5.1 addendum candidate;PRS/EAS contract fixture validation;quarantine/preflight,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;formula use;direct PRS bin;grain-level ingestion;accepted row expansion,true,true
G11-MANIFEST-0007,reports/joint_interface_20260629/NODI_COMSOL_GATE11_SIDEWALL_RC51_ADDENDUM_HASH_TREE_20260629.csv,4,8f12287e4fffc1038127f3129b795f0fe708f83fa95caf791db66a0d1fe8832e,review-only sidewall geometry descriptor receipt;RC5.1 addendum candidate;PRS/EAS contract fixture validation;quarantine/preflight,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;formula use;direct PRS bin;grain-level ingestion;accepted row expansion,true,true
G11-MANIFEST-0008,reports/joint_interface_20260629/NODI_COMSOL_GATE11_SIDEWALL_RC51_ADDENDUM_LOCKFILE_20260629.json,NA,5d6a0a206bac8aca8ee777c60a2682a4f3c82202aa679ac1ef58ef97d930ef40,review-only sidewall geometry descriptor receipt;RC5.1 addendum candidate;PRS/EAS contract fixture validation;quarantine/preflight,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;formula use;direct PRS bin;grain-level ingestion;accepted row expansion,true,true
G11-MANIFEST-0009,reports/joint_interface_20260629/NODI_COMSOL_GATE11_SIDEWALL_RC51_ADDENDUM_STATUS_20260629.json,NA,3baae868c11beca4d7e9000822dc09528638c04b969332bc8905ab5ef503b29b,review-only sidewall geometry descriptor receipt;RC5.1 addendum candidate;PRS/EAS contract fixture validation;quarantine/preflight,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;formula use;direct PRS bin;grain-level ingestion;accepted row expansion,true,true
G11-MANIFEST-0010,reports/joint_interface_20260629/NODI_COMSOL_GATE11_SIDEWALL_RC51_ADDENDUM_RELEASE_NOTES_20260629.md,NA,43f4cacb151a42b7c4daf0036e0943573d5e53ec98e51608bfbbf971ffc8529b,review-only sidewall geometry descriptor receipt;RC5.1 addendum candidate;PRS/EAS contract fixture validation;quarantine/preflight,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;formula use;direct PRS bin;grain-level ingestion;accepted row expansion,true,true
