manifest_id,path,row_count,sha256,status,allowed_use,blocked_use,not_evidence,no_auth
G13M-MANIFEST-001,reports/joint_interface_20260629/NODI_COMSOL_GATE13_SIDEWALL_WORKTREE_RECONCILIATION_20260629.csv,21,b9ad8da83e69947d28aa328546fb2fe0cccb1bae13ab9a4012a132438d6a1d5f,GENERATED_GATE13_REVIEW_ONLY_NO_AUTH,review-only descriptor receipt;geometry guard convergence;sidewall addendum signoff readiness,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;true PRS/EAS sidewall numeric output,true,true
G13M-MANIFEST-002,reports/joint_interface_20260629/NODI_COMSOL_GATE13_SIDEWALL_CURRENT_HARDENING_INTAKE_MATRIX_20260629.csv,6,850e87d2c90fbf421caabb7d09715176d738bf9fd885b8560cee7696270f47e1,GENERATED_GATE13_REVIEW_ONLY_NO_AUTH,review-only descriptor receipt;geometry guard convergence;sidewall addendum signoff readiness,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;true PRS/EAS sidewall numeric output,true,true
G13M-MANIFEST-003,reports/joint_interface_20260629/NODI_COMSOL_GATE13_SIDEWALL_COMSOL_GATE12_RECEIPT_REGISTER_20260629.csv,11,69f9539efaed53ea8d9ba18d1fd10f72094d23a05eb5aacfd8713a52e27fedc3,GENERATED_GATE13_REVIEW_ONLY_NO_AUTH,review-only descriptor receipt;geometry guard convergence;sidewall addendum signoff readiness,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;true PRS/EAS sidewall numeric output,true,true
G13M-MANIFEST-004,reports/joint_interface_20260629/NODI_COMSOL_GATE13_SIDEWALL_COMSOL_GATE12_VALIDATION_RECEIPT_20260629.csv,14,7038c9e84df3902c0ef51e558c4c5e037c40ed537fc9e6c92b18b77449218964,GENERATED_GATE13_REVIEW_ONLY_NO_AUTH,review-only descriptor receipt;geometry guard convergence;sidewall addendum signoff readiness,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;true PRS/EAS sidewall numeric output,true,true
G13M-MANIFEST-005,reports/joint_interface_20260629/NODI_COMSOL_GATE13_SIDEWALL_GATE12_PROVENANCE_REPAIR_MATRIX_20260629.csv,3,e19b4b124cae4ce7cd786b43f6ef8fd27edabaac30f5b2e2bf6894a5d96a9d73,GENERATED_GATE13_REVIEW_ONLY_NO_AUTH,review-only descriptor receipt;geometry guard convergence;sidewall addendum signoff readiness,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;true PRS/EAS sidewall numeric output,true,true
G13M-MANIFEST-006,reports/joint_interface_20260629/NODI_COMSOL_GATE13_SIDEWALL_CLOSURE_AUTHORITY_CONTRACT_V2_20260629.csv,19,a8e1f2c23183936709ef97a807dfe6dc625dbd42121d12053745301630a056e3,GENERATED_GATE13_REVIEW_ONLY_NO_AUTH,review-only descriptor receipt;geometry guard convergence;sidewall addendum signoff readiness,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;true PRS/EAS sidewall numeric output,true,true
G13M-MANIFEST-007,reports/joint_interface_20260629/NODI_COMSOL_GATE13_SIDEWALL_CLOSED_GEOMETRY_HARD_FAIL_HARNESS_20260629.csv,8,02be987d2ef1b41db35135eb5f430285d26243129668ee6bac79b4700cd394d6,GENERATED_GATE13_REVIEW_ONLY_NO_AUTH,review-only descriptor receipt;geometry guard convergence;sidewall addendum signoff readiness,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;true PRS/EAS sidewall numeric output,true,true
G13M-MANIFEST-008,reports/joint_interface_20260629/NODI_COMSOL_GATE13_SIDEWALL_FLUIDIC_PROXY_FIREWALL_20260629.csv,8,e6fa5b68af82d9502d39f838550b8e2e78e39eb72bcc462ed6e6d00801ff66e8,GENERATED_GATE13_REVIEW_ONLY_NO_AUTH,review-only descriptor receipt;geometry guard convergence;sidewall addendum signoff readiness,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;true PRS/EAS sidewall numeric output,true,true
G13M-MANIFEST-009,reports/joint_interface_20260629/NODI_COMSOL_GATE13_SIDEWALL_DESCRIPTOR_DRYRUN_HARNESS_V2_20260629.csv,25,c0b28eda32cb3cf7b38ac37bb3004b80b9a35a4b742c9c58a9c054ebba0bc326,GENERATED_GATE13_REVIEW_ONLY_NO_AUTH,review-only descriptor receipt;geometry guard convergence;sidewall addendum signoff readiness,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;true PRS/EAS sidewall numeric output,true,true
G13M-MANIFEST-010,reports/joint_interface_20260629/NODI_COMSOL_GATE13_SIDEWALL_INTERFACE_CONTRACT_V2_COMPATIBILITY_20260629.csv,30,3f8913c46e83316dae79d0fb53a4c5e607ea96549db7ff555eebeb18b456c453,GENERATED_GATE13_REVIEW_ONLY_NO_AUTH,review-only descriptor receipt;geometry guard convergence;sidewall addendum signoff readiness,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;true PRS/EAS sidewall numeric output,true,true
