release_field_id,version,canonical_field,nodi_original_field,comsol_original_field,lockstep_status,requiredness,blocked_drift,runtime_schema,evidence_acceptance,authorization
G9B-FIELD-0001,RC5.1-freeze-v1-candidate-20260629,_source_file,_source_file,_source_file,LOCKSTEP_MATCH_OR_ALIAS,review_only_contract_field,semantic change;authorization true;Gate2D row drift;state promotion,false,false,closed
G9B-FIELD-0002,RC5.1-freeze-v1-candidate-20260629,accepted_context_authorized,accepted_context_authorized,accepted_context_authorized,LOCKSTEP_MATCH_OR_ALIAS,review_only_contract_field,semantic change;authorization true;Gate2D row drift;state promotion,false,false,closed
G9B-FIELD-0003,RC5.1-freeze-v1-candidate-20260629,accepted_row_expansion_authorized,accepted_row_expansion_authorized,accepted_row_expansion_authorized,LOCKSTEP_MATCH_OR_ALIAS,review_only_contract_field,semantic change;authorization true;Gate2D row drift;state promotion,false,false,closed
G9B-FIELD-0004,RC5.1-freeze-v1-candidate-20260629,affected_rows,affected_rows,affected_rows,LOCKSTEP_MATCH_OR_ALIAS,review_only_contract_field,semantic change;authorization true;Gate2D row drift;state promotion,false,false,closed
G9B-FIELD-0005,RC5.1-freeze-v1-candidate-20260629,aggregation_error_bound_status,aggregation_error_bound_status,aggregation_error_bound_status,LOCKSTEP_MATCH_OR_ALIAS,review_only_contract_field,semantic change;authorization true;Gate2D row drift;state promotion,false,false,closed
G9B-FIELD-0006,RC5.1-freeze-v1-candidate-20260629,aggregation_rule,aggregation_rule,aggregation_rule,LOCKSTEP_MATCH_OR_ALIAS,review_only_contract_field,semantic change;authorization true;Gate2D row drift;state promotion,false,false,closed
G9B-FIELD-0007,RC5.1-freeze-v1-candidate-20260629,allowed_use,allowed_use,allowed_use,LOCKSTEP_MATCH_OR_ALIAS,review_only_contract_field,semantic change;authorization true;Gate2D row drift;state promotion,false,false,closed
G9B-FIELD-0008,RC5.1-freeze-v1-candidate-20260629,allowed_value_or_domain,allowed_value_or_domain,allowed_value_or_domain,LOCKSTEP_MATCH_OR_ALIAS,review_only_contract_field,semantic change;authorization true;Gate2D row drift;state promotion,false,false,closed
G9B-FIELD-0009,RC5.1-freeze-v1-candidate-20260629,artifact_id,artifact_id,artifact_id,LOCKSTEP_MATCH_OR_ALIAS,review_only_contract_field,semantic change;authorization true;Gate2D row drift;state promotion,false,false,closed
G9B-FIELD-0010,RC5.1-freeze-v1-candidate-20260629,artifact_level_context_candidate,artifact_level_context_candidate,artifact_level_context_candidate,LOCKSTEP_MATCH_OR_ALIAS,review_only_contract_field,semantic change;authorization true;Gate2D row drift;state promotion,false,false,closed
