lane_row_id,ledger_version,route_candidate_id,route_key,source_case_id,qch_sidecar_id,evidence_lane,source_artifact,source_sha256,source_disposition,current_status,claim_boundary,target_claim,target_claim_current,required_before_promotion,hard_fail_if_promoted_without,allowed_use,blocked_use,next_required_evidence,not_route_score,not_winner,not_yield,not_detection_probability
PROMO-ROUTE-CAND-001-formal_qch_sidecar_not_accepted,sidewall_integrated_promotion_preflight_ledger_v1,ROUTE-CAND-001,route_rectangle_limit_theta90_D900_W500,rectangle_limit_theta90_D900_W500,QCH-CAND-001,flow_split_qch,reports/joint_interface_20260701/NODI_PACKAGE_C_QCH_SIDECAR_CANDIDATE_QCH_ROWS_20260701.csv,32575d12b22a16276196c6ec6e03cf5876a73aadd0a5bbbb603128bffb50c190,candidate_qch_sidecar_not_formal_weighting,candidate_qch_sidecar_not_formal_weighting,promotion_preflight_not_route_score_not_winner_not_yield_not_detection_probability,route_score;winner;detection_probability,false,formal q_ch sidecar authorization and pressure-flow validation at route grain,formal_qch_sidecar_not_accepted,promotion preflight blocker tracking,route_score;winner;JRC;q_ch_weighting;yield;detection_probability;wet pass;production ingestion,formal q_ch sidecar authorization and pressure-flow validation at route grain,true,true,true,true
PROMO-ROUTE-CAND-001-pressure_flow_context_only_not_formal_validation,sidewall_integrated_promotion_preflight_ledger_v1,ROUTE-CAND-001,route_rectangle_limit_theta90_D900_W500,rectangle_limit_theta90_D900_W500,QCH-CAND-001,pressure_flow_validation,reports/joint_interface_20260701/NODI_PACKAGE_C_PRESSURE_FLOW_VALIDATION_CONTEXT_COMPARISON_ROWS_20260701.csv,69134ee8e88c8bcf6e80951c40545ed6bc759effdcc38cdac8d15c20aebb2067,context_only_not_formal_validation,context_only_not_formal_validation,promotion_preflight_not_route_score_not_winner_not_yield_not_detection_probability,route_score;winner;q_ch_weighting,false,sidewall-matched COMSOL/measurement or accepted pressure-flow validation,pressure_flow_context_only_not_formal_validation,promotion preflight blocker tracking,route_score;winner;JRC;q_ch_weighting;yield;detection_probability;wet pass;production ingestion,sidewall-matched COMSOL/measurement or accepted pressure-flow validation,true,true,true,true
PROMO-ROUTE-CAND-001-selected_annulus_context_missing,sidewall_integrated_promotion_preflight_ledger_v1,ROUTE-CAND-001,route_rectangle_limit_theta90_D900_W500,rectangle_limit_theta90_D900_W500,QCH-CAND-001,selected_annulus_detection_context,reports/joint_interface_20260701/NODI_PACKAGE_C_WET_OPTICAL_DETECTION_EVIDENCE_CONTEXT_EVIDENCE_CONTEXT_ROWS_20260701.csv,61d84dfbd3dff4f101abe26410a5a7fac94f9cb9a088a75a6ac42694ea7f3c2d,selected_annulus_context_missing_rerun_required,selected_annulus_context_missing_rerun_required,promotion_preflight_not_route_score_not_winner_not_yield_not_detection_probability,detection_probability;route_score;winner,false,rerun or validate selected-annulus detection context at the route grain,selected_annulus_context_missing,promotion preflight blocker tracking,route_score;winner;JRC;q_ch_weighting;yield;detection_probability;wet pass;production ingestion,rerun or validate selected-annulus detection context at the route grain,true,true,true,true
PROMO-ROUTE-CAND-001-true_reference_calibration_from_synthetic_seed,sidewall_integrated_promotion_preflight_ledger_v1,ROUTE-CAND-001,route_rectangle_limit_theta90_D900_W500,rectangle_limit_theta90_D900_W500,QCH-CAND-001,blank_channel_reference_amplitude_phase,reports/joint_interface_20260701/NODI_PACKAGE_C_SIDEWALL_OPTICAL_CALIBRATION_BRIDGE_READINESS_ROWS_20260701.csv,a403ac97f6bec06145380e0a0c5b13cff1ef6847679e2c4224a80b248ae4ed04,synthetic_seed_available_not_experimental,synthetic_seed_available_not_experimental,promotion_preflight_not_route_score_not_winner_not_yield_not_detection_probability,calibrated_or_full_wave_sidewall_optical_solver,false,measured blank-channel amplitude and phase table or EM solver output for W500/D900 theta grid,true_reference_calibration_from_synthetic_seed,promotion preflight blocker tracking,route_score;winner;JRC;q_ch_weighting;yield;detection_probability;wet pass;production ingestion,measured blank-channel amplitude and phase table or EM solver output for W500/D900 theta grid,true,true,true,true
PROMO-ROUTE-CAND-001-geometry_generalization_from_single_seed,sidewall_integrated_promotion_preflight_ledger_v1,ROUTE-CAND-001,route_rectangle_limit_theta90_D900_W500,rectangle_limit_theta90_D900_W500,QCH-CAND-001,sidewall_geometry_coverage,reports/joint_interface_20260701/NODI_PACKAGE_C_SIDEWALL_OPTICAL_CALIBRATION_BRIDGE_READINESS_ROWS_20260701.csv,a403ac97f6bec06145380e0a0c5b13cff1ef6847679e2c4224a80b248ae4ed04,single_W500_D900_theta85_and_rectangle_seed_only,single_W500_D900_theta85_and_rectangle_seed_only,promotion_preflight_not_route_score_not_winner_not_yield_not_detection_probability,true_W_eff,false,coverage for required widths/depths/angles or explicit interpolation/extrapolation guard,geometry_generalization_from_single_seed,promotion preflight blocker tracking,route_score;winner;JRC;q_ch_weighting;yield;detection_probability;wet pass;production ingestion,coverage for required widths/depths/angles or explicit interpolation/extrapolation guard,true,true,true,true
PROMO-ROUTE-CAND-001-detector_response_claim_from_reference_amplitude_only,sidewall_integrated_promotion_preflight_ledger_v1,ROUTE-CAND-001,route_rectangle_limit_theta90_D900_W500,rectangle_limit_theta90_D900_W500,QCH-CAND-001,detector_response_bridge,reports/joint_interface_20260701/NODI_PACKAGE_C_SIDEWALL_OPTICAL_CALIBRATION_BRIDGE_READINESS_ROWS_20260701.csv,a403ac97f6bec06145380e0a0c5b13cff1ef6847679e2c4224a80b248ae4ed04,not_detector_response_validation,not_detector_response_validation,promotion_preflight_not_route_score_not_winner_not_yield_not_detection_probability,detection_probability,false,"detector operator, ROI/slit throughput, and standard-particle calibration consuming sidewall reference field",detector_response_claim_from_reference_amplitude_only,promotion preflight blocker tracking,route_score;winner;JRC;q_ch_weighting;yield;detection_probability;wet pass;production ingestion,"detector operator, ROI/slit throughput, and standard-particle calibration consuming sidewall reference field",true,true,true,true
PROMO-ROUTE-CAND-001-false_positive_rate_from_synthetic_smoke,sidewall_integrated_promotion_preflight_ledger_v1,ROUTE-CAND-001,route_rectangle_limit_theta90_D900_W500,rectangle_limit_theta90_D900_W500,QCH-CAND-001,blank_false_positive_trace,reports/joint_interface_20260701/NODI_PACKAGE_C_SIDEWALL_OPTICAL_CALIBRATION_BRIDGE_READINESS_ROWS_20260701.csv,a403ac97f6bec06145380e0a0c5b13cff1ef6847679e2c4224a80b248ae4ed04,blank_trace_validation_missing_for_sidewall_geometry,blank_trace_validation_missing_for_sidewall_geometry,promotion_preflight_not_route_score_not_winner_not_yield_not_detection_probability,detection_probability,false,sidewall-specific blank traces or validated transferable blank false-positive model,false_positive_rate_from_synthetic_smoke,promotion preflight blocker tracking,route_score;winner;JRC;q_ch_weighting;yield;detection_probability;wet pass;production ingestion,sidewall-specific blank traces or validated transferable blank false-positive model,true,true,true,true
PROMO-ROUTE-CAND-001-yield_or_wet_pass_from_geometry_surrogate,sidewall_integrated_promotion_preflight_ledger_v1,ROUTE-CAND-001,route_rectangle_limit_theta90_D900_W500,rectangle_limit_theta90_D900_W500,QCH-CAND-001,wet_wall_interaction,reports/joint_interface_20260701/NODI_PACKAGE_C_WET_OPTICAL_DETECTION_EVIDENCE_CONTEXT_EVIDENCE_CONTEXT_ROWS_20260701.csv,61d84dfbd3dff4f101abe26410a5a7fac94f9cb9a088a75a6ac42694ea7f3c2d,wet_sidewall_evidence_missing,wet_sidewall_evidence_missing,promotion_preflight_not_route_score_not_winner_not_yield_not_detection_probability,yield,false,"sidewall material/surface/wet EV adhesion, clogging, recovery, and passability evidence",yield_or_wet_pass_from_geometry_surrogate,promotion preflight blocker tracking,route_score;winner;JRC;q_ch_weighting;yield;detection_probability;wet pass;production ingestion,"sidewall material/surface/wet EV adhesion, clogging, recovery, and passability evidence",true,true,true,true
PROMO-ROUTE-CAND-001-route_winner_from_single_branch_smoke,sidewall_integrated_promotion_preflight_ledger_v1,ROUTE-CAND-001,route_rectangle_limit_theta90_D900_W500,rectangle_limit_theta90_D900_W500,QCH-CAND-001,integrated_route_ledger,reports/joint_interface_20260701/NODI_PACKAGE_C_ROUTE_YIELD_DETECTION_CANDIDATE_ROUTE_CANDIDATE_ROWS_20260701.csv,1d35879d5ca13c4603a04c650362a8ae8d8a0128560f3aa0b1bf3f72f88a2acd,route_score_not_authorized_from_seed,route_score_not_authorized_from_seed,promotion_preflight_not_route_score_not_winner_not_yield_not_detection_probability,route_score_or_winner,false,"ledger binding calibrated optical, flow split, wet evidence, and route-selection policy",route_winner_from_single_branch_smoke,promotion preflight blocker tracking,route_score;winner;JRC;q_ch_weighting;yield;detection_probability;wet pass;production ingestion,"ledger binding calibrated optical, flow split, wet evidence, and route-selection policy",true,true,true,true
PROMO-ROUTE-CAND-002-formal_qch_sidecar_not_accepted,sidewall_integrated_promotion_preflight_ledger_v1,ROUTE-CAND-002,route_taper_theta85_D900_W500,taper_theta85_D900_W500,QCH-CAND-002,flow_split_qch,reports/joint_interface_20260701/NODI_PACKAGE_C_QCH_SIDECAR_CANDIDATE_QCH_ROWS_20260701.csv,32575d12b22a16276196c6ec6e03cf5876a73aadd0a5bbbb603128bffb50c190,candidate_qch_sidecar_not_formal_weighting,candidate_qch_sidecar_not_formal_weighting,promotion_preflight_not_route_score_not_winner_not_yield_not_detection_probability,route_score;winner;detection_probability,false,formal q_ch sidecar authorization and pressure-flow validation at route grain,formal_qch_sidecar_not_accepted,promotion preflight blocker tracking,route_score;winner;JRC;q_ch_weighting;yield;detection_probability;wet pass;production ingestion,formal q_ch sidecar authorization and pressure-flow validation at route grain,true,true,true,true
