source_id,path,exists,sha256,claim_boundary,allowed_use,blocked_use
route_candidate_status,reports/joint_interface_20260701/NODI_PACKAGE_C_ROUTE_YIELD_DETECTION_CANDIDATE_STATUS_20260701.json,true,98f4b3973a6bac7a28fde229972b07b73355f50469f2b35c95036aee490f8aeb,wet_optical_detection_context_not_final_detection_not_yield_not_route_score,wet/optical/detection evidence context for route candidates;sidewall-specific calibration gap prioritization,formal route_score;winner;JRC;yield;detection_probability;true W_eff;sidewall optical solver claim;wet pass claim;fabrication release;production ingestion
route_candidate_rows,reports/joint_interface_20260701/NODI_PACKAGE_C_ROUTE_YIELD_DETECTION_CANDIDATE_ROUTE_CANDIDATE_ROWS_20260701.csv,true,1d35879d5ca13c4603a04c650362a8ae8d8a0128560f3aa0b1bf3f72f88a2acd,wet_optical_detection_context_not_final_detection_not_yield_not_route_score,wet/optical/detection evidence context for route candidates;sidewall-specific calibration gap prioritization,formal route_score;winner;JRC;yield;detection_probability;true W_eff;sidewall optical solver claim;wet pass claim;fabrication release;production ingestion
tsuyama_gold_detection_rows,results/tsuyama_gold_aligned_detection_lane/gold_targeted_sweep_final_v1.csv,true,a328c009b7115f14dd1260912b853579e867199a850396b28ac8a1859f12c1ef,wet_optical_detection_context_not_final_detection_not_yield_not_route_score,wet/optical/detection evidence context for route candidates;sidewall-specific calibration gap prioritization,formal route_score;winner;JRC;yield;detection_probability;true W_eff;sidewall optical solver claim;wet pass claim;fabrication release;production ingestion
tsuyama_blank_false_positive_rows,results/tsuyama_gold_aligned_detection_lane/blank_fpr_sweep_v1.csv,true,eb537b14dd9cbb2b5f69e74f7e0793369502abe74e2873df60cdb38dc4c15a4a,wet_optical_detection_context_not_final_detection_not_yield_not_route_score,wet/optical/detection evidence context for route candidates;sidewall-specific calibration gap prioritization,formal route_score;winner;JRC;yield;detection_probability;true W_eff;sidewall optical solver claim;wet pass claim;fabrication release;production ingestion
tsuyama_feasible_scenarios,results/tsuyama_gold_aligned_detection_lane/feasible_scenarios_v1.csv,true,46f5d853be51fbcd2841e86586e75261a7a023fb794d32a4dfc9264e45dc4ee7,wet_optical_detection_context_not_final_detection_not_yield_not_route_score,wet/optical/detection evidence context for route candidates;sidewall-specific calibration gap prioritization,formal route_score;winner;JRC;yield;detection_probability;true W_eff;sidewall optical solver claim;wet pass claim;fabrication release;production ingestion
tsuyama_ev_targeted_panel,results/tsuyama_gold_aligned_detection_lane/ev_targeted_panel_v1.csv,true,808ee4fdf29dea6757aa2fb5f79582a12191acb068a8f6c561922e539124366e,wet_optical_detection_context_not_final_detection_not_yield_not_route_score,wet/optical/detection evidence context for route candidates;sidewall-specific calibration gap prioritization,formal route_score;winner;JRC;yield;detection_probability;true W_eff;sidewall optical solver claim;wet pass claim;fabrication release;production ingestion
tsuyama_ev_ranking_comparison,results/tsuyama_gold_aligned_detection_lane/ev_ranking_comparison_v1.csv,true,45d43335ee298d470d5e7ff3e17429550ca46936db9c95b015f97f8ede2d49d1,wet_optical_detection_context_not_final_detection_not_yield_not_route_score,wet/optical/detection evidence context for route candidates;sidewall-specific calibration gap prioritization,formal route_score;winner;JRC;yield;detection_probability;true W_eff;sidewall optical solver claim;wet pass claim;fabrication release;production ingestion
tsuyama_target_audit_report,results/tsuyama_phase2_paper_target_audit_v1/tsuyama_paper_target_audit_report_v1.md,true,b77ebf2343dcff69bf4b54fed95d53fd8f75d393039c52a0371b3fba1151bb1e,wet_optical_detection_context_not_final_detection_not_yield_not_route_score,wet/optical/detection evidence context for route candidates;sidewall-specific calibration gap prioritization,formal route_score;winner;JRC;yield;detection_probability;true W_eff;sidewall optical solver claim;wet pass claim;fabrication release;production ingestion
tsuyama_phase2_selected_annulus_report,reports/49_Tsuyama_Phase2_paper_calibrated_selected_annulus_analysis.md,true,f54931d24fa9acab5f4865ae7d1d45e4f2f476638739e5ca00fd9afea93de455,wet_optical_detection_context_not_final_detection_not_yield_not_route_score,wet/optical/detection evidence context for route candidates;sidewall-specific calibration gap prioritization,formal route_score;winner;JRC;yield;detection_probability;true W_eff;sidewall optical solver claim;wet pass claim;fabrication release;production ingestion
detector_identity_report_147,reports/147_detector_forward_identity_full_chain_adversarial_audit_synthesis_20260610.md,true,fa1d238186c5ec734a4ee1fc2555391f403e417958b81ee64e83ee653e8c40bb,wet_optical_detection_context_not_final_detection_not_yield_not_route_score,wet/optical/detection evidence context for route candidates;sidewall-specific calibration gap prioritization,formal route_score;winner;JRC;yield;detection_probability;true W_eff;sidewall optical solver claim;wet pass claim;fabrication release;production ingestion
