path,git_status,classification,release_decision
REVIEW_BUILD_MANIFEST.json,M ,non_release_dirty_context,ignored_for_runtime_execution_packet_not_source_locked
REVIEW_PACKAGE_HASHES.sha256, M,non_release_dirty_context,ignored_for_runtime_execution_packet_not_source_locked
REVIEW_PACKAGE_MANIFEST.json, M,non_release_dirty_context,ignored_for_runtime_execution_packet_not_source_locked
configs/realism_v2/ev_sample_profiles.yaml, M,non_release_dirty_context,ignored_for_runtime_execution_packet_not_source_locked
configs/realism_v2/forbidden_claims_lexicon.yaml, M,non_release_dirty_context,ignored_for_runtime_execution_packet_not_source_locked
configs/realism_v2/noise_readout_scenario_bundle.yaml, M,non_release_dirty_context,ignored_for_runtime_execution_packet_not_source_locked
configs/realism_v2/reason_code_vocabulary.yaml, M,non_release_dirty_context,ignored_for_runtime_execution_packet_not_source_locked
configs/realism_v2/route_role_vocabulary.yaml, M,non_release_dirty_context,ignored_for_runtime_execution_packet_not_source_locked
papers/provenance/paper_manifest.csv, M,non_release_dirty_context,ignored_for_runtime_execution_packet_not_source_locked
papers/provenance/unavailable_or_not_packaged_papers.csv, M,non_release_dirty_context,ignored_for_runtime_execution_packet_not_source_locked
reports/514_NODI_COMSOL_PACKAGE_C_RUNTIME_SUBSTEP_POLICY_DESIGN_20260701.md, M,source_locked_upstream_runtime_policy_dirty_context,included_in_chain_rebuild_not_runtime_execution_blocker
reports/518_NODI_PACKAGE_C_POST_PROOF_DELTA_RELEASE_V1_20260701.md, M,source_locked_upstream_post_proof_dirty_context,included_in_chain_rebuild_not_runtime_execution_blocker
reports/518_NODI_PACKAGE_C_PROMOTION_SURFACE_QUARANTINE_AND_RELEASE_V2_20260701.md, M,non_release_dirty_context,ignored_for_runtime_execution_packet_not_source_locked
reports/519_NODI_PACKAGE_C_AUTHORIZED_MAINLINE_ADVANCEMENT_20260701.md, M,source_locked_upstream_mainline_dirty_context,included_in_chain_rebuild_not_runtime_execution_blocker
reports/520_NODI_PACKAGE_C_RUNTIME_SUBSTEP_EXECUTION_PACKET_20260701.md, M,runtime_execution_packet_output,included_or_rewritten_by_execution_packet
reports/544_NODI_PACKAGE_C_SIDEWALL_PRESSURE_FLOW_BRIDGE_RELEASE_V1_20260701.md, M,non_release_dirty_context,ignored_for_runtime_execution_packet_not_source_locked
reports/SIDEWALL_STATIC_INTEROP_RC1_FINAL_CLOSURE_AND_RC2_BACKLOG_20260630.md, M,non_release_dirty_context,ignored_for_runtime_execution_packet_not_source_locked
reports/SIDEWALL_STATIC_INTEROP_RC1_NODI_MASTER_REPORT_20260630.md, M,non_release_dirty_context,ignored_for_runtime_execution_packet_not_source_locked
reports/joint_interface_20260630/NODI_COMSOL_GATE24_SIDEWALL_MANIFEST_20260630.csv, M,non_release_dirty_context,ignored_for_runtime_execution_packet_not_source_locked
reports/joint_interface_20260630/NODI_COMSOL_GATE24_SIDEWALL_REPORT_20260630.json, M,non_release_dirty_context,ignored_for_runtime_execution_packet_not_source_locked
reports/joint_interface_20260630/NODI_COMSOL_GATE24_SIDEWALL_STATUS_20260630.json, M,non_release_dirty_context,ignored_for_runtime_execution_packet_not_source_locked
reports/joint_interface_20260630/NODI_COMSOL_GATE25_SIDEWALL_GATE24_SOURCE_LOCK_20260630.csv, M,non_release_dirty_context,ignored_for_runtime_execution_packet_not_source_locked
reports/joint_interface_20260630/NODI_COMSOL_GATE25_SIDEWALL_MANIFEST_20260630.csv, M,non_release_dirty_context,ignored_for_runtime_execution_packet_not_source_locked
reports/joint_interface_20260630/NODI_COMSOL_GATE25_SIDEWALL_REPORT_20260630.json, M,non_release_dirty_context,ignored_for_runtime_execution_packet_not_source_locked
reports/joint_interface_20260630/NODI_COMSOL_GATE25_SIDEWALL_STATUS_20260630.json, M,non_release_dirty_context,ignored_for_runtime_execution_packet_not_source_locked
reports/joint_interface_20260630/NODI_COMSOL_GATE26_SIDEWALL_GATE25_SOURCE_LOCK_20260630.csv, M,non_release_dirty_context,ignored_for_runtime_execution_packet_not_source_locked
reports/joint_interface_20260630/NODI_COMSOL_GATE26_SIDEWALL_MANIFEST_20260630.csv, M,non_release_dirty_context,ignored_for_runtime_execution_packet_not_source_locked
reports/joint_interface_20260630/NODI_COMSOL_GATE26_SIDEWALL_REPORT_20260630.json, M,non_release_dirty_context,ignored_for_runtime_execution_packet_not_source_locked
reports/joint_interface_20260630/NODI_COMSOL_GATE26_SIDEWALL_STATUS_20260630.json, M,non_release_dirty_context,ignored_for_runtime_execution_packet_not_source_locked
reports/joint_interface_20260630/NODI_COMSOL_GATE27_SIDEWALL_GATE26_SOURCE_LOCK_20260630.csv, M,non_release_dirty_context,ignored_for_runtime_execution_packet_not_source_locked
reports/joint_interface_20260630/NODI_COMSOL_GATE27_SIDEWALL_MANIFEST_20260630.csv, M,non_release_dirty_context,ignored_for_runtime_execution_packet_not_source_locked
reports/joint_interface_20260630/NODI_COMSOL_GATE27_SIDEWALL_REPORT_20260630.json, M,non_release_dirty_context,ignored_for_runtime_execution_packet_not_source_locked
reports/joint_interface_20260630/NODI_COMSOL_GATE27_SIDEWALL_STATUS_20260630.json, M,non_release_dirty_context,ignored_for_runtime_execution_packet_not_source_locked
reports/joint_interface_20260630/NODI_COMSOL_GATE30_31_SIDEWALL_CANDIDATE_EVIDENCE_MAP_20260630.csv, M,non_release_dirty_context,ignored_for_runtime_execution_packet_not_source_locked
reports/joint_interface_20260630/NODI_COMSOL_GATE30_31_SIDEWALL_MANIFEST_20260630.csv, M,non_release_dirty_context,ignored_for_runtime_execution_packet_not_source_locked
reports/joint_interface_20260630/NODI_COMSOL_GATE30_31_SIDEWALL_PROOF_CANDIDATE_MANIFEST_20260630.csv, M,non_release_dirty_context,ignored_for_runtime_execution_packet_not_source_locked
reports/joint_interface_20260630/NODI_COMSOL_GATE30_31_SIDEWALL_PROOF_CANDIDATE_MANIFEST_20260630.json, M,non_release_dirty_context,ignored_for_runtime_execution_packet_not_source_locked
reports/joint_interface_20260630/NODI_COMSOL_GATE30_31_SIDEWALL_PROOF_RAW_METRICS_20260630.json, M,non_release_dirty_context,ignored_for_runtime_execution_packet_not_source_locked
reports/joint_interface_20260630/NODI_COMSOL_GATE30_31_SIDEWALL_PROOF_SUMMARY_METRICS_20260630.json, M,non_release_dirty_context,ignored_for_runtime_execution_packet_not_source_locked
reports/joint_interface_20260630/NODI_COMSOL_GATE30_31_SIDEWALL_REPORT_20260630.json, M,non_release_dirty_context,ignored_for_runtime_execution_packet_not_source_locked
reports/joint_interface_20260630/NODI_COMSOL_GATE30_31_SIDEWALL_SOURCE_LOCK_20260630.csv, M,non_release_dirty_context,ignored_for_runtime_execution_packet_not_source_locked
reports/joint_interface_20260630/NODI_COMSOL_GATE30_31_SIDEWALL_STATUS_20260630.json, M,non_release_dirty_context,ignored_for_runtime_execution_packet_not_source_locked
reports/joint_interface_20260630/SIDEWALL_STATIC_INTEROP_RC1_FINAL_COMSOL_REINTAKE_POINTER_20260630.csv, M,non_release_dirty_context,ignored_for_runtime_execution_packet_not_source_locked
reports/joint_interface_20260630/SIDEWALL_STATIC_INTEROP_RC1_FINAL_CURRENT_AUDIT_LEDGER_20260630.csv, M,non_release_dirty_context,ignored_for_runtime_execution_packet_not_source_locked
reports/joint_interface_20260630/SIDEWALL_STATIC_INTEROP_RC1_FINAL_MANIFEST_20260630.csv, M,non_release_dirty_context,ignored_for_runtime_execution_packet_not_source_locked
reports/joint_interface_20260630/SIDEWALL_STATIC_INTEROP_RC1_FINAL_RELEASE_PACKET_20260630.md, M,non_release_dirty_context,ignored_for_runtime_execution_packet_not_source_locked
reports/joint_interface_20260630/SIDEWALL_STATIC_INTEROP_RC1_FINAL_REPORT_20260630.json, M,non_release_dirty_context,ignored_for_runtime_execution_packet_not_source_locked
reports/joint_interface_20260630/SIDEWALL_STATIC_INTEROP_RC1_FINAL_SOURCE_LOCK_CLOSURE_20260630.csv, M,non_release_dirty_context,ignored_for_runtime_execution_packet_not_source_locked
reports/joint_interface_20260630/SIDEWALL_STATIC_INTEROP_RC1_FINAL_STATUS_20260630.json, M,non_release_dirty_context,ignored_for_runtime_execution_packet_not_source_locked
reports/joint_interface_20260630/SIDEWALL_STATIC_INTEROP_RC1_FINAL_VERSION_LOCK_20260630.json, M,non_release_dirty_context,ignored_for_runtime_execution_packet_not_source_locked
reports/joint_interface_20260630/SIDEWALL_STATIC_INTEROP_RC1_MANIFEST_20260630.csv, M,non_release_dirty_context,ignored_for_runtime_execution_packet_not_source_locked
reports/joint_interface_20260630/SIDEWALL_STATIC_INTEROP_RC1_REPORT_20260630.json, M,non_release_dirty_context,ignored_for_runtime_execution_packet_not_source_locked
reports/joint_interface_20260630/SIDEWALL_STATIC_INTEROP_RC1_REPORT_20260630.md, M,non_release_dirty_context,ignored_for_runtime_execution_packet_not_source_locked
reports/joint_interface_20260630/SIDEWALL_STATIC_INTEROP_RC1_SELF_REVIEW_20260630.csv, M,non_release_dirty_context,ignored_for_runtime_execution_packet_not_source_locked
reports/joint_interface_20260630/SIDEWALL_STATIC_INTEROP_RC1_SOURCE_LOCK_LEDGER_20260630.csv, M,non_release_dirty_context,ignored_for_runtime_execution_packet_not_source_locked
reports/joint_interface_20260630/SIDEWALL_STATIC_INTEROP_RC1_STATUS_20260630.json, M,non_release_dirty_context,ignored_for_runtime_execution_packet_not_source_locked
reports/joint_interface_20260630/SIDEWALL_STATIC_INTEROP_RC1_VERSION_LOCK_20260630.json, M,non_release_dirty_context,ignored_for_runtime_execution_packet_not_source_locked
reports/joint_interface_20260701/NODI_COMSOL_PACKAGE_C_RUNTIME_SUBSTEP_POLICY_DESIGN_FIELD_REQUIREMENTS_20260701.csv, M,source_locked_upstream_runtime_policy_dirty_context,included_in_chain_rebuild_not_runtime_execution_blocker
reports/joint_interface_20260701/NODI_COMSOL_PACKAGE_C_RUNTIME_SUBSTEP_POLICY_DESIGN_MANIFEST_20260701.csv, M,source_locked_upstream_runtime_policy_dirty_context,included_in_chain_rebuild_not_runtime_execution_blocker
reports/joint_interface_20260701/NODI_COMSOL_PACKAGE_C_RUNTIME_SUBSTEP_POLICY_DESIGN_NO_PROOF_FIREWALL_20260701.csv, M,source_locked_upstream_runtime_policy_dirty_context,included_in_chain_rebuild_not_runtime_execution_blocker
reports/joint_interface_20260701/NODI_COMSOL_PACKAGE_C_RUNTIME_SUBSTEP_POLICY_DESIGN_REPORT_20260701.json, M,source_locked_upstream_runtime_policy_dirty_context,included_in_chain_rebuild_not_runtime_execution_blocker
reports/joint_interface_20260701/NODI_COMSOL_PACKAGE_C_RUNTIME_SUBSTEP_POLICY_DESIGN_REPORT_20260701.md, M,source_locked_upstream_runtime_policy_dirty_context,included_in_chain_rebuild_not_runtime_execution_blocker
reports/joint_interface_20260701/NODI_COMSOL_PACKAGE_C_RUNTIME_SUBSTEP_POLICY_DESIGN_ROWS_20260701.csv, M,source_locked_upstream_runtime_policy_dirty_context,included_in_chain_rebuild_not_runtime_execution_blocker
