source_id,path,exists,sha256,claim_boundary,allowed_use,blocked_use
wet_surface_contract_status,reports/joint_interface_20260701/NODI_PACKAGE_C_SIDEWALL_WET_SURFACE_EVIDENCE_CONTRACT_STATUS_20260701.json,true,81976ee2bce2ff98f3b7a99ad7aad6436315083a3d4f741ce5715d037f987511,wet_observation_execution_packet_not_yield_not_wet_pass_not_detection,wet observation execution blocker closure;contract/fixture/context inventory;future accepted wet evidence requirements,wet_pass_probability;clogging_rate;time_to_clog;recovery;yield;detection_probability;route_score;winner;JRC;production ingestion;fabrication release
wet_observation_intake_status,reports/joint_interface_20260701/NODI_PACKAGE_C_SIDEWALL_WET_SURFACE_OBSERVATION_INTAKE_STATUS_20260701.json,true,1b89656af83fb945145e575f8ecae72d7cc5055ed50e24dea2384cce2b7482ec,wet_observation_execution_packet_not_yield_not_wet_pass_not_detection,wet observation execution blocker closure;contract/fixture/context inventory;future accepted wet evidence requirements,wet_pass_probability;clogging_rate;time_to_clog;recovery;yield;detection_probability;route_score;winner;JRC;production ingestion;fabrication release
wet_observation_validation_status,reports/joint_interface_20260701/NODI_PACKAGE_C_SIDEWALL_WET_SURFACE_OBSERVATION_VALIDATION_HARDENING_STATUS_20260701.json,true,7c01ee2518f8b2dc5b796798b64d80473305d69406763bc7d23147ee2319cc4c,wet_observation_execution_packet_not_yield_not_wet_pass_not_detection,wet observation execution blocker closure;contract/fixture/context inventory;future accepted wet evidence requirements,wet_pass_probability;clogging_rate;time_to_clog;recovery;yield;detection_probability;route_score;winner;JRC;production ingestion;fabrication release
integrated_promotion_wet_observation_status,reports/joint_interface_20260701/NODI_PACKAGE_C_SIDEWALL_INTEGRATED_PROMOTION_LEDGER_WET_OBSERVATION_REFRESH_STATUS_20260701.json,true,c7a5d4882ba9543ef412ea13e02f360e85f668522349ce9ae47af5dc416d5652,wet_observation_execution_packet_not_yield_not_wet_pass_not_detection,wet observation execution blocker closure;contract/fixture/context inventory;future accepted wet evidence requirements,wet_pass_probability;clogging_rate;time_to_clog;recovery;yield;detection_probability;route_score;winner;JRC;production ingestion;fabrication release
wet_optical_context_status,reports/joint_interface_20260701/NODI_PACKAGE_C_WET_OPTICAL_DETECTION_EVIDENCE_CONTEXT_STATUS_20260701.json,true,458d3280e3275f7bded151bd6d55fbbe3eca0359d72d4cfe3f66bd44a92522d0,wet_observation_execution_packet_not_yield_not_wet_pass_not_detection,wet observation execution blocker closure;contract/fixture/context inventory;future accepted wet evidence requirements,wet_pass_probability;clogging_rate;time_to_clog;recovery;yield;detection_probability;route_score;winner;JRC;production ingestion;fabrication release
route_readiness_board_status,reports/joint_interface_20260701/NODI_PACKAGE_C_SIDEWALL_ROUTE_YIELD_DETECTION_READINESS_BOARD_STATUS_20260701.json,true,ceb20dc9ab7569020321dfa1160c731131ed7c12a9b68d5b4c3c0e1890574f3e,wet_observation_execution_packet_not_yield_not_wet_pass_not_detection,wet observation execution blocker closure;contract/fixture/context inventory;future accepted wet evidence requirements,wet_pass_probability;clogging_rate;time_to_clog;recovery;yield;detection_probability;route_score;winner;JRC;production ingestion;fabrication release
wet_observation_execution_source,nodi_simulator/sidewall_wet_observation_execution_packet.py,true,48112bd99c32e6ff28da58faf573018408cf5d68b67343ac2e85e695371442bf,wet_observation_execution_packet_not_yield_not_wet_pass_not_detection,wet observation execution blocker closure;contract/fixture/context inventory;future accepted wet evidence requirements,wet_pass_probability;clogging_rate;time_to_clog;recovery;yield;detection_probability;route_score;winner;JRC;production ingestion;fabrication release
wet_observation_execution_tests,tests/test_sidewall_wet_observation_execution_packet.py,true,0ed8c90c572695420b9a931ec707c9718a580c0edf1fa68bd058e9ab502b8735,wet_observation_execution_packet_not_yield_not_wet_pass_not_detection,wet observation execution blocker closure;contract/fixture/context inventory;future accepted wet evidence requirements,wet_pass_probability;clogging_rate;time_to_clog;recovery;yield;detection_probability;route_score;winner;JRC;production ingestion;fabrication release
wet_observation_execution_builder,tools/audits/build_nodi_package_c_sidewall_wet_observation_execution_packet.py,true,84eb8395a3bdaca612f400beb8c60fe2e3731407504853d0fb4cb4f90100134a,wet_observation_execution_packet_not_yield_not_wet_pass_not_detection,wet observation execution blocker closure;contract/fixture/context inventory;future accepted wet evidence requirements,wet_pass_probability;clogging_rate;time_to_clog;recovery;yield;detection_probability;route_score;winner;JRC;production ingestion;fabrication release
wet_observation_execution_builder_tests,tests/test_nodi_package_c_sidewall_wet_observation_execution_packet.py,true,168b339dde413b49b4de2b06d3f91530e16f769d851c6d4614d52ce2e89c6127,wet_observation_execution_packet_not_yield_not_wet_pass_not_detection,wet observation execution blocker closure;contract/fixture/context inventory;future accepted wet evidence requirements,wet_pass_probability;clogging_rate;time_to_clog;recovery;yield;detection_probability;route_score;winner;JRC;production ingestion;fabrication release
