source_id,path,exists,sha256,claim_boundary,allowed_use,blocked_use
solver_branch_status,reports/joint_interface_20260701/NODI_PACKAGE_C_SIDEWALL_SOLVER_BRANCH_EXECUTION_PACKET_STATUS_20260701.json,true,ae46350f5ac3d95614e1de67c45a70a77bb1a44f3cf67302f0f604ea98aeb07b,mainline_execution_work_order_authorized_execute_evidence_gated_claims,sidewall Package C large-block execution work order;authorized implementation sequencing;evidence-gated claim activation,claim activation without accepted evidence;COMSOL launch without target binding;route_score;winner;JRC;yield;detection_probability;production ingestion
electrokinetic_preflight_status,reports/joint_interface_20260701/NODI_PACKAGE_C_SIDEWALL_ELECTROKINETIC_GRID_PREFLIGHT_STATUS_20260701.json,true,2838d785e5e54bab6f3cdb82ac793f39691bfd814d36a9555409a5218f25f1d1,mainline_execution_work_order_authorized_execute_evidence_gated_claims,sidewall Package C large-block execution work order;authorized implementation sequencing;evidence-gated claim activation,claim activation without accepted evidence;COMSOL launch without target binding;route_score;winner;JRC;yield;detection_probability;production ingestion
comsol_precondition_status,reports/joint_interface_20260701/NODI_PACKAGE_C_SIDEWALL_COMSOL_LAUNCH_PRECONDITION_STATUS_20260701.json,true,d46482d4708c6ec068cc342561c8a094508fda46e29513af4b09ead10372de28,mainline_execution_work_order_authorized_execute_evidence_gated_claims,sidewall Package C large-block execution work order;authorized implementation sequencing;evidence-gated claim activation,claim activation without accepted evidence;COMSOL launch without target binding;route_score;winner;JRC;yield;detection_probability;production ingestion
detector_blank_status,reports/joint_interface_20260701/NODI_PACKAGE_C_SIDEWALL_DETECTOR_BLANK_TRANSFER_EXECUTION_PACKET_STATUS_20260701.json,true,a0b68f84f7a2bcedd3739547466d03b6eb149ea5a0e6c9dba5937cd8849e1a40,mainline_execution_work_order_authorized_execute_evidence_gated_claims,sidewall Package C large-block execution work order;authorized implementation sequencing;evidence-gated claim activation,claim activation without accepted evidence;COMSOL launch without target binding;route_score;winner;JRC;yield;detection_probability;production ingestion
wet_observation_status,reports/joint_interface_20260701/NODI_PACKAGE_C_SIDEWALL_WET_OBSERVATION_EXECUTION_PACKET_STATUS_20260701.json,true,d86d8910b6b3324533f0368360e5c18db77a49c71310218e89daf878cfd4bee3,mainline_execution_work_order_authorized_execute_evidence_gated_claims,sidewall Package C large-block execution work order;authorized implementation sequencing;evidence-gated claim activation,claim activation without accepted evidence;COMSOL launch without target binding;route_score;winner;JRC;yield;detection_probability;production ingestion
route_decision_status,reports/joint_interface_20260701/NODI_PACKAGE_C_SIDEWALL_ROUTE_DECISION_EXECUTION_READINESS_STATUS_20260701.json,true,56f38b8044009806b86fa8c8fb8a365f2ba089b62da467b993044dbbe3c7108f,mainline_execution_work_order_authorized_execute_evidence_gated_claims,sidewall Package C large-block execution work order;authorized implementation sequencing;evidence-gated claim activation,claim activation without accepted evidence;COMSOL launch without target binding;route_score;winner;JRC;yield;detection_probability;production ingestion
route_decision_rows,reports/joint_interface_20260701/NODI_PACKAGE_C_SIDEWALL_ROUTE_DECISION_EXECUTION_READINESS_READINESS_ROWS_20260701.csv,true,a598f90e6ef7877be47cbc3050a100dad8a4066dcb195b76e3d43aaf0daf38a5,mainline_execution_work_order_authorized_execute_evidence_gated_claims,sidewall Package C large-block execution work order;authorized implementation sequencing;evidence-gated claim activation,claim activation without accepted evidence;COMSOL launch without target binding;route_score;winner;JRC;yield;detection_probability;production ingestion
mainline_work_order_source,nodi_simulator/sidewall_mainline_execution_work_order.py,true,1782394ffa91a06dfe49a690f334638c302ff01f9417e06e2102f721470ec4ec,mainline_execution_work_order_authorized_execute_evidence_gated_claims,sidewall Package C large-block execution work order;authorized implementation sequencing;evidence-gated claim activation,claim activation without accepted evidence;COMSOL launch without target binding;route_score;winner;JRC;yield;detection_probability;production ingestion
mainline_work_order_tests,tests/test_sidewall_mainline_execution_work_order.py,true,72720ce705b3a5641bfd603ea66219edaf192d35f7a070e492647214ca6b54c2,mainline_execution_work_order_authorized_execute_evidence_gated_claims,sidewall Package C large-block execution work order;authorized implementation sequencing;evidence-gated claim activation,claim activation without accepted evidence;COMSOL launch without target binding;route_score;winner;JRC;yield;detection_probability;production ingestion
mainline_work_order_builder,tools/audits/build_nodi_package_c_sidewall_mainline_execution_work_order.py,true,522c681269d37da27a4214c4187bb5a2361c8ac4dd2622f5e1af5c235c1b0670,mainline_execution_work_order_authorized_execute_evidence_gated_claims,sidewall Package C large-block execution work order;authorized implementation sequencing;evidence-gated claim activation,claim activation without accepted evidence;COMSOL launch without target binding;route_score;winner;JRC;yield;detection_probability;production ingestion
mainline_work_order_builder_tests,tests/test_nodi_package_c_sidewall_mainline_execution_work_order.py,true,072548bf3f5e4075b00464b2ee87fee2ee2ab3d23f6a5ce36f2738f9c177efa0,mainline_execution_work_order_authorized_execute_evidence_gated_claims,sidewall Package C large-block execution work order;authorized implementation sequencing;evidence-gated claim activation,claim activation without accepted evidence;COMSOL launch without target binding;route_score;winner;JRC;yield;detection_probability;production ingestion
