source_id,path,exists,sha256,claim_boundary,allowed_use,blocked_use
qch_sidecar_status,reports/joint_interface_20260701/NODI_PACKAGE_C_QCH_SIDECAR_CANDIDATE_STATUS_20260701.json,true,c80b9ab2c811423f837a485ff2a044ca35522ef0d07cc504f53e3eb64fbc0b52,route_candidate_metric_not_route_score_not_winner_not_yield_not_detection,route/yield/detection candidate metric evidence;candidate ordering preflight;wet/optical evidence gap binding,formal route_score;winner;JRC;yield;detection_probability;wet pass claim;fabrication release;production ingestion
qch_sidecar_rows,reports/joint_interface_20260701/NODI_PACKAGE_C_QCH_SIDECAR_CANDIDATE_QCH_ROWS_20260701.csv,true,32575d12b22a16276196c6ec6e03cf5876a73aadd0a5bbbb603128bffb50c190,route_candidate_metric_not_route_score_not_winner_not_yield_not_detection,route/yield/detection candidate metric evidence;candidate ordering preflight;wet/optical evidence gap binding,formal route_score;winner;JRC;yield;detection_probability;wet pass claim;fabrication release;production ingestion
pressure_flow_status,reports/joint_interface_20260701/NODI_PACKAGE_C_PRESSURE_FLOW_VALIDATION_CONTEXT_STATUS_20260701.json,true,2367359729d5e54a65543f8d52b7eb67f3acd71097993277937243526ac8b0dd,route_candidate_metric_not_route_score_not_winner_not_yield_not_detection,route/yield/detection candidate metric evidence;candidate ordering preflight;wet/optical evidence gap binding,formal route_score;winner;JRC;yield;detection_probability;wet pass claim;fabrication release;production ingestion
pressure_flow_comparison_rows,reports/joint_interface_20260701/NODI_PACKAGE_C_PRESSURE_FLOW_VALIDATION_CONTEXT_COMPARISON_ROWS_20260701.csv,true,69134ee8e88c8bcf6e80951c40545ed6bc759effdcc38cdac8d15c20aebb2067,route_candidate_metric_not_route_score_not_winner_not_yield_not_detection,route/yield/detection candidate metric evidence;candidate ordering preflight;wet/optical evidence gap binding,formal route_score;winner;JRC;yield;detection_probability;wet pass claim;fabrication release;production ingestion
formal_qch_binder_status,reports/joint_interface_20260701/NODI_PACKAGE_C_SIDEWALL_PRESSURE_FLOW_RESULT_BINDER_STATUS_20260701.json,true,e3bf097571e779e0e698ff393ecdd8009a4829c0783a3b2a79fce137ac52d7d9,route_candidate_metric_not_route_score_not_winner_not_yield_not_detection,route/yield/detection candidate metric evidence;candidate ordering preflight;wet/optical evidence gap binding,formal route_score;winner;JRC;yield;detection_probability;wet pass claim;fabrication release;production ingestion
formal_qch_sidecar_rows,reports/joint_interface_20260701/NODI_PACKAGE_C_SIDEWALL_PRESSURE_FLOW_RESULT_BINDER_FORMAL_QCH_SIDECAR_ROWS_20260701.csv,true,83e4a0138cf2c71c478aaca4a21e9153970e370018b806554827a4b5c22c7d62,route_candidate_metric_not_route_score_not_winner_not_yield_not_detection,route/yield/detection candidate metric evidence;candidate ordering preflight;wet/optical evidence gap binding,formal route_score;winner;JRC;yield;detection_probability;wet pass claim;fabrication release;production ingestion
formal_qch_binding_rows,reports/joint_interface_20260701/NODI_PACKAGE_C_SIDEWALL_PRESSURE_FLOW_RESULT_BINDER_BINDING_ROWS_20260701.csv,true,d1b70ef4888cc02a5686029cfac4bde545483f1a1a9b06a1b3b9b97620b7ab76,route_candidate_metric_not_route_score_not_winner_not_yield_not_detection,route/yield/detection candidate metric evidence;candidate ordering preflight;wet/optical evidence gap binding,formal route_score;winner;JRC;yield;detection_probability;wet pass claim;fabrication release;production ingestion
route_yield_detection_source,nodi_simulator/route_yield_detection_candidate.py,true,17ccc10f6ece4ba478c75e216515a9f4c4093aa71c87a9099534cdc3e625c902,route_candidate_metric_not_route_score_not_winner_not_yield_not_detection,route/yield/detection candidate metric evidence;candidate ordering preflight;wet/optical evidence gap binding,formal route_score;winner;JRC;yield;detection_probability;wet pass claim;fabrication release;production ingestion
route_yield_detection_tests,tests/test_route_yield_detection_candidate.py,true,27bfd3c5671af900ee069568c6638d5696afa6153c2aa5558ce8622b03c020d0,route_candidate_metric_not_route_score_not_winner_not_yield_not_detection,route/yield/detection candidate metric evidence;candidate ordering preflight;wet/optical evidence gap binding,formal route_score;winner;JRC;yield;detection_probability;wet pass claim;fabrication release;production ingestion
route_yield_detection_builder,tools/audits/build_nodi_package_c_route_yield_detection_candidate.py,true,2249c058a552912a73b2d7127adc212955eb9688ac9df2ec7a4361337177fb69,route_candidate_metric_not_route_score_not_winner_not_yield_not_detection,route/yield/detection candidate metric evidence;candidate ordering preflight;wet/optical evidence gap binding,formal route_score;winner;JRC;yield;detection_probability;wet pass claim;fabrication release;production ingestion
route_yield_detection_builder_tests,tests/test_nodi_package_c_route_yield_detection_candidate.py,true,f8b6f50fdefacaddc117ec2dea2197c1132d28b371208bdf0850d057b8c88d13,route_candidate_metric_not_route_score_not_winner_not_yield_not_detection,route/yield/detection candidate metric evidence;candidate ordering preflight;wet/optical evidence gap binding,formal route_score;winner;JRC;yield;detection_probability;wet pass claim;fabrication release;production ingestion
