source_id,path,exists,sha256,claim_boundary,allowed_use,blocked_use
pressure_flow_validation_harness_status,reports/joint_interface_20260701/NODI_PACKAGE_C_SIDEWALL_PRESSURE_FLOW_VALIDATION_HARNESS_STATUS_20260701.json,true,009bde4a746fefa6c296b0ab5cfbf86e9245b239f74526663cbae85f1e8e2e4d,pressure_flow_result_binder_not_route_score_not_yield_not_detection,pressure-flow external result binding;formal qch sidecar acceptance preflight,route_score;winner;JRC;yield;detection_probability;wet_pass_probability;clogging_rate;time_to_clog;recovery;production ingestion
pressure_flow_validation_harness_request_rows,reports/joint_interface_20260701/NODI_PACKAGE_C_SIDEWALL_PRESSURE_FLOW_VALIDATION_HARNESS_REQUEST_ROWS_20260701.csv,true,ae864e055bfdd2491a7bfa444783bc368fdb200dbaed0711fb3239be63598c93,pressure_flow_result_binder_not_route_score_not_yield_not_detection,pressure-flow external result binding;formal qch sidecar acceptance preflight,route_score;winner;JRC;yield;detection_probability;wet_pass_probability;clogging_rate;time_to_clog;recovery;production ingestion
pressure_flow_validation_harness_control_rows,reports/joint_interface_20260701/NODI_PACKAGE_C_SIDEWALL_PRESSURE_FLOW_VALIDATION_HARNESS_CONTROL_ROWS_20260701.csv,true,52c52847f8b6f0e6ab3970f22e191c95df0ed9c6c39c4854e0bd42c7cc0d4774,pressure_flow_result_binder_not_route_score_not_yield_not_detection,pressure-flow external result binding;formal qch sidecar acceptance preflight,route_score;winner;JRC;yield;detection_probability;wet_pass_probability;clogging_rate;time_to_clog;recovery;production ingestion
integrated_promotion_ledger_pressure_flow_status,reports/joint_interface_20260701/NODI_PACKAGE_C_SIDEWALL_INTEGRATED_PROMOTION_LEDGER_PRESSURE_FLOW_REFRESH_STATUS_20260701.json,true,31e468cfedd03992adae21d79b7cd967e5ccfb0b43fee4ac16d48df075be5819,pressure_flow_result_binder_not_route_score_not_yield_not_detection,pressure-flow external result binding;formal qch sidecar acceptance preflight,route_score;winner;JRC;yield;detection_probability;wet_pass_probability;clogging_rate;time_to_clog;recovery;production ingestion
integrated_promotion_ledger_pressure_flow_lanes,reports/joint_interface_20260701/NODI_PACKAGE_C_SIDEWALL_INTEGRATED_PROMOTION_LEDGER_PRESSURE_FLOW_REFRESH_PROMOTION_LANE_ROWS_20260701.csv,true,3a4b9d5e16058ea9125198204887618a634b28ffa1a2c41f67e6e8ce013d4445,pressure_flow_result_binder_not_route_score_not_yield_not_detection,pressure-flow external result binding;formal qch sidecar acceptance preflight,route_score;winner;JRC;yield;detection_probability;wet_pass_probability;clogging_rate;time_to_clog;recovery;production ingestion
pressure_flow_result_binder_module,nodi_simulator/sidewall_pressure_flow_result_binder.py,true,571c17964278ac3c6c04593c596038a547c18c4efbb47042526b7e8db3dccd6a,pressure_flow_result_binder_not_route_score_not_yield_not_detection,pressure-flow external result binding;formal qch sidecar acceptance preflight,route_score;winner;JRC;yield;detection_probability;wet_pass_probability;clogging_rate;time_to_clog;recovery;production ingestion
pressure_flow_result_binder_module_tests,tests/test_sidewall_pressure_flow_result_binder.py,true,1b85c2141ab28d24bedfa8c62305f3c2b929f7605d933aaba1ba5b423ba5e582,pressure_flow_result_binder_not_route_score_not_yield_not_detection,pressure-flow external result binding;formal qch sidecar acceptance preflight,route_score;winner;JRC;yield;detection_probability;wet_pass_probability;clogging_rate;time_to_clog;recovery;production ingestion
pressure_flow_result_binder_builder,tools/audits/build_nodi_package_c_sidewall_pressure_flow_result_binder.py,true,3b062d9a73f646560438d8aa672ef7b67153f83c02b7f9a73dfde18d527d2785,pressure_flow_result_binder_not_route_score_not_yield_not_detection,pressure-flow external result binding;formal qch sidecar acceptance preflight,route_score;winner;JRC;yield;detection_probability;wet_pass_probability;clogging_rate;time_to_clog;recovery;production ingestion
pressure_flow_result_binder_builder_tests,tests/test_nodi_package_c_sidewall_pressure_flow_result_binder.py,true,e607eeaa5fa5444828b646d092ea952952ec122d4a73cea681940630796c048e,pressure_flow_result_binder_not_route_score_not_yield_not_detection,pressure-flow external result binding;formal qch sidecar acceptance preflight,route_score;winner;JRC;yield;detection_probability;wet_pass_probability;clogging_rate;time_to_clog;recovery;production ingestion
optional_external_pressure_flow_result_rows,reports/joint_interface_20260701/NODI_PACKAGE_C_SIDEWALL_PRESSURE_FLOW_EXTERNAL_RESULT_ROWS_20260701.csv,true,881138d223e3b49e2a207663774db9a0c217313258a41fc59d0614513d73eda0,pressure_flow_result_binder_not_route_score_not_yield_not_detection,pressure-flow external result binding;formal qch sidecar acceptance preflight,route_score;winner;JRC;yield;detection_probability;wet_pass_probability;clogging_rate;time_to_clog;recovery;production ingestion
