artifact,path,sha256,disposition,policy_impact,allowed_use,blocked_use
NODI_PACKAGE_C_SIDEWALL_ELECTROKINETIC_PROFILE_GRID_CANDIDATE_CASE_ROWS_20260701.csv,reports/joint_interface_20260701/NODI_PACKAGE_C_SIDEWALL_ELECTROKINETIC_PROFILE_GRID_CANDIDATE_CASE_ROWS_20260701.csv,06546ba2a5e17ef0db28a166e484a72d71acef4405c5777e2947ace17c821dba,NODI_PACKAGE_C_SIDEWALL_ELECTROKINETIC_PROFILE_GRID_CANDIDATE_READY_NOT_SOLVER,electrokinetic_profile_grid_candidate_not_solver,profile-aware electrokinetic grid candidate;rectangle-limit and mutation evidence;blocked-bin exclusion evidence,electrokinetic solver output;calibrated electrokinetic weighting;route_score;winner;JRC;yield;detection_probability;production ingestion
NODI_PACKAGE_C_SIDEWALL_ELECTROKINETIC_PROFILE_GRID_CANDIDATE_CELL_ROWS_20260701.csv,reports/joint_interface_20260701/NODI_PACKAGE_C_SIDEWALL_ELECTROKINETIC_PROFILE_GRID_CANDIDATE_CELL_ROWS_20260701.csv,ed9bb66b16cf15d88560c401a4740328cc910d8c2abd9f5a8f0b0514050f335e,NODI_PACKAGE_C_SIDEWALL_ELECTROKINETIC_PROFILE_GRID_CANDIDATE_READY_NOT_SOLVER,electrokinetic_profile_grid_candidate_not_solver,profile-aware electrokinetic grid candidate;rectangle-limit and mutation evidence;blocked-bin exclusion evidence,electrokinetic solver output;calibrated electrokinetic weighting;route_score;winner;JRC;yield;detection_probability;production ingestion
NODI_PACKAGE_C_SIDEWALL_ELECTROKINETIC_PROFILE_GRID_CANDIDATE_MUTATION_CHECK_ROWS_20260701.csv,reports/joint_interface_20260701/NODI_PACKAGE_C_SIDEWALL_ELECTROKINETIC_PROFILE_GRID_CANDIDATE_MUTATION_CHECK_ROWS_20260701.csv,117d9ccae9f33753f89e305c8d6d210be06b4af2d116e9c0934aaa40a0798a9d,NODI_PACKAGE_C_SIDEWALL_ELECTROKINETIC_PROFILE_GRID_CANDIDATE_READY_NOT_SOLVER,electrokinetic_profile_grid_candidate_not_solver,profile-aware electrokinetic grid candidate;rectangle-limit and mutation evidence;blocked-bin exclusion evidence,electrokinetic solver output;calibrated electrokinetic weighting;route_score;winner;JRC;yield;detection_probability;production ingestion
NODI_PACKAGE_C_SIDEWALL_ELECTROKINETIC_PROFILE_GRID_CANDIDATE_CLAIM_GUARD_ROWS_20260701.csv,reports/joint_interface_20260701/NODI_PACKAGE_C_SIDEWALL_ELECTROKINETIC_PROFILE_GRID_CANDIDATE_CLAIM_GUARD_ROWS_20260701.csv,3cbb3666e9e652caa39c3d754a9a27062df0574b518693d2a3bd0480a091376a,NODI_PACKAGE_C_SIDEWALL_ELECTROKINETIC_PROFILE_GRID_CANDIDATE_READY_NOT_SOLVER,electrokinetic_profile_grid_candidate_not_solver,profile-aware electrokinetic grid candidate;rectangle-limit and mutation evidence;blocked-bin exclusion evidence,electrokinetic solver output;calibrated electrokinetic weighting;route_score;winner;JRC;yield;detection_probability;production ingestion
NODI_PACKAGE_C_SIDEWALL_ELECTROKINETIC_PROFILE_GRID_CANDIDATE_SOURCE_LOCK_20260701.csv,reports/joint_interface_20260701/NODI_PACKAGE_C_SIDEWALL_ELECTROKINETIC_PROFILE_GRID_CANDIDATE_SOURCE_LOCK_20260701.csv,49353423a6e44cccc9012b12477b3853e8e67937383861094c2a7f70fac954e2,NODI_PACKAGE_C_SIDEWALL_ELECTROKINETIC_PROFILE_GRID_CANDIDATE_READY_NOT_SOLVER,electrokinetic_profile_grid_candidate_not_solver,profile-aware electrokinetic grid candidate;rectangle-limit and mutation evidence;blocked-bin exclusion evidence,electrokinetic solver output;calibrated electrokinetic weighting;route_score;winner;JRC;yield;detection_probability;production ingestion
NODI_PACKAGE_C_SIDEWALL_ELECTROKINETIC_PROFILE_GRID_CANDIDATE_DIRTY_CONTEXT_20260701.csv,reports/joint_interface_20260701/NODI_PACKAGE_C_SIDEWALL_ELECTROKINETIC_PROFILE_GRID_CANDIDATE_DIRTY_CONTEXT_20260701.csv,f258878b20362fc62a64383cba7d7d4c0b118ae3e1d7c00f1a67bdffcd881fa7,NODI_PACKAGE_C_SIDEWALL_ELECTROKINETIC_PROFILE_GRID_CANDIDATE_READY_NOT_SOLVER,electrokinetic_profile_grid_candidate_not_solver,profile-aware electrokinetic grid candidate;rectangle-limit and mutation evidence;blocked-bin exclusion evidence,electrokinetic solver output;calibrated electrokinetic weighting;route_score;winner;JRC;yield;detection_probability;production ingestion
NODI_PACKAGE_C_SIDEWALL_ELECTROKINETIC_PROFILE_GRID_CANDIDATE_STATUS_20260701.json,reports/joint_interface_20260701/NODI_PACKAGE_C_SIDEWALL_ELECTROKINETIC_PROFILE_GRID_CANDIDATE_STATUS_20260701.json,0f594ba7007cb7f2175d3500297650dece5058a98d325cd0f7ff32dac138e3ac,NODI_PACKAGE_C_SIDEWALL_ELECTROKINETIC_PROFILE_GRID_CANDIDATE_READY_NOT_SOLVER,electrokinetic_profile_grid_candidate_not_solver,profile-aware electrokinetic grid candidate;rectangle-limit and mutation evidence;blocked-bin exclusion evidence,electrokinetic solver output;calibrated electrokinetic weighting;route_score;winner;JRC;yield;detection_probability;production ingestion
NODI_PACKAGE_C_SIDEWALL_ELECTROKINETIC_PROFILE_GRID_CANDIDATE_REPORT_20260701.json,reports/joint_interface_20260701/NODI_PACKAGE_C_SIDEWALL_ELECTROKINETIC_PROFILE_GRID_CANDIDATE_REPORT_20260701.json,875831982ffe7028a5bceda9ff254eb96d6f08ad416abac5368c3e7a788121c5,NODI_PACKAGE_C_SIDEWALL_ELECTROKINETIC_PROFILE_GRID_CANDIDATE_READY_NOT_SOLVER,electrokinetic_profile_grid_candidate_not_solver,profile-aware electrokinetic grid candidate;rectangle-limit and mutation evidence;blocked-bin exclusion evidence,electrokinetic solver output;calibrated electrokinetic weighting;route_score;winner;JRC;yield;detection_probability;production ingestion
563_NODI_PACKAGE_C_SIDEWALL_ELECTROKINETIC_PROFILE_GRID_CANDIDATE_20260701.md,reports/563_NODI_PACKAGE_C_SIDEWALL_ELECTROKINETIC_PROFILE_GRID_CANDIDATE_20260701.md,6f152e6aab67b21605f4af22345c5525329fea7e40bba0b92900a485ac560336,NODI_PACKAGE_C_SIDEWALL_ELECTROKINETIC_PROFILE_GRID_CANDIDATE_READY_NOT_SOLVER,electrokinetic_profile_grid_candidate_not_solver,profile-aware electrokinetic grid candidate;rectangle-limit and mutation evidence;blocked-bin exclusion evidence,electrokinetic solver output;calibrated electrokinetic weighting;route_score;winner;JRC;yield;detection_probability;production ingestion
NODI_PACKAGE_C_SIDEWALL_ELECTROKINETIC_PROFILE_GRID_CANDIDATE_MANIFEST_20260701.csv,reports/joint_interface_20260701/NODI_PACKAGE_C_SIDEWALL_ELECTROKINETIC_PROFILE_GRID_CANDIDATE_MANIFEST_20260701.csv,SELF_MANIFEST_NOT_SELF_HASHED_BY_DESIGN,NODI_PACKAGE_C_SIDEWALL_ELECTROKINETIC_PROFILE_GRID_CANDIDATE_READY_NOT_SOLVER,manifest_self_row_no_recursive_sha,profile-aware electrokinetic grid candidate;rectangle-limit and mutation evidence;blocked-bin exclusion evidence,electrokinetic solver output;calibrated electrokinetic weighting;route_score;winner;JRC;yield;detection_probability;production ingestion
