source_id,path,exists,sha256,allowed_use,blocked_use,claim_boundary
request_rows,reports/joint_interface_20260701/NODI_PACKAGE_C_SIDEWALL_PRESSURE_FLOW_VALIDATION_HARNESS_REQUEST_ROWS_20260701.csv,true,ae864e055bfdd2491a7bfa444783bc368fdb200dbaed0711fb3239be63598c93,COMSOL launcher target binding;existing exact pressure-flow result provenance;formal q_ch sidecar route-formula input,route_score;winner;JRC;yield;detection_probability;wet_pass_probability;clogging_rate;time_to_clog;recovery;production ingestion,comsol_target_binding_and_formal_qch_input_not_route_score_not_yield_not_detection
binding_rows,reports/joint_interface_20260701/NODI_PACKAGE_C_SIDEWALL_PRESSURE_FLOW_RESULT_BINDER_BINDING_ROWS_20260701.csv,true,d1b70ef4888cc02a5686029cfac4bde545483f1a1a9b06a1b3b9b97620b7ab76,COMSOL launcher target binding;existing exact pressure-flow result provenance;formal q_ch sidecar route-formula input,route_score;winner;JRC;yield;detection_probability;wet_pass_probability;clogging_rate;time_to_clog;recovery;production ingestion,comsol_target_binding_and_formal_qch_input_not_route_score_not_yield_not_detection
sidecar_rows,reports/joint_interface_20260701/NODI_PACKAGE_C_SIDEWALL_PRESSURE_FLOW_RESULT_BINDER_FORMAL_QCH_SIDECAR_ROWS_20260701.csv,true,83e4a0138cf2c71c478aaca4a21e9153970e370018b806554827a4b5c22c7d62,COMSOL launcher target binding;existing exact pressure-flow result provenance;formal q_ch sidecar route-formula input,route_score;winner;JRC;yield;detection_probability;wet_pass_probability;clogging_rate;time_to_clog;recovery;production ingestion,comsol_target_binding_and_formal_qch_input_not_route_score_not_yield_not_detection
binder_status,reports/joint_interface_20260701/NODI_PACKAGE_C_SIDEWALL_PRESSURE_FLOW_RESULT_BINDER_STATUS_20260701.json,true,cdc3a2cf764fc498ce046d2856bac06df92b1336a60a4dede57cd3ed26e21cd5,COMSOL launcher target binding;existing exact pressure-flow result provenance;formal q_ch sidecar route-formula input,route_score;winner;JRC;yield;detection_probability;wet_pass_probability;clogging_rate;time_to_clog;recovery;production ingestion,comsol_target_binding_and_formal_qch_input_not_route_score_not_yield_not_detection
external_result_rows,reports/joint_interface_20260701/NODI_PACKAGE_C_SIDEWALL_PRESSURE_FLOW_EXTERNAL_RESULT_ROWS_20260701.csv,true,881138d223e3b49e2a207663774db9a0c217313258a41fc59d0614513d73eda0,COMSOL launcher target binding;existing exact pressure-flow result provenance;formal q_ch sidecar route-formula input,route_score;winner;JRC;yield;detection_probability;wet_pass_probability;clogging_rate;time_to_clog;recovery;production ingestion,comsol_target_binding_and_formal_qch_input_not_route_score_not_yield_not_detection
template_rows,reports/joint_interface_20260701/NODI_PACKAGE_C_SIDEWALL_PRESSURE_FLOW_RESULT_BINDER_EXTERNAL_RESULT_TEMPLATE_ROWS_20260701.csv,true,1cb5514d82079cdf00728dd75e4074d880ab2b01fb70d7eb6d7da97d60971dca,COMSOL launcher target binding;existing exact pressure-flow result provenance;formal q_ch sidecar route-formula input,route_score;winner;JRC;yield;detection_probability;wet_pass_probability;clogging_rate;time_to_clog;recovery;production ingestion,comsol_target_binding_and_formal_qch_input_not_route_score_not_yield_not_detection
mainline_state_update_rows,reports/joint_interface_20260701/NODI_PACKAGE_C_SIDEWALL_MAINLINE_EXECUTION_STATE_UPDATE_ROUTE_EVIDENCE_STATE_ROWS_20260701.csv,true,e3e6a3563869b4518009f075d574518fccd4e396bdf4f4a1fac9bccb07058121,COMSOL launcher target binding;existing exact pressure-flow result provenance;formal q_ch sidecar route-formula input,route_score;winner;JRC;yield;detection_probability;wet_pass_probability;clogging_rate;time_to_clog;recovery;production ingestion,comsol_target_binding_and_formal_qch_input_not_route_score_not_yield_not_detection
comsol_launch_precondition_status,reports/joint_interface_20260701/NODI_PACKAGE_C_SIDEWALL_COMSOL_LAUNCH_PRECONDITION_STATUS_20260701.json,true,d46482d4708c6ec068cc342561c8a094508fda46e29513af4b09ead10372de28,COMSOL launcher target binding;existing exact pressure-flow result provenance;formal q_ch sidecar route-formula input,route_score;winner;JRC;yield;detection_probability;wet_pass_probability;clogging_rate;time_to_clog;recovery;production ingestion,comsol_target_binding_and_formal_qch_input_not_route_score_not_yield_not_detection
comsol_launcher,COMSOL_REPO/full_chip/dwg_analysis/run_package_c_sidewall_pressure_flow_w500_d900.py,true,ce2be2c6aee6d6e6e0a699f5bbec1d64c4a768a01dad9fe0caaa6ade47074a02,COMSOL launcher target binding;existing exact pressure-flow result provenance;formal q_ch sidecar route-formula input,route_score;winner;JRC;yield;detection_probability;wet_pass_probability;clogging_rate;time_to_clog;recovery;production ingestion,comsol_target_binding_and_formal_qch_input_not_route_score_not_yield_not_detection
comsol_launcher_test,COMSOL_REPO/p0_model_package/tests/test_package_c_sidewall_pressure_flow_w500_d900_launcher.py,true,6a30458aa7b86f76d023f44a82345e4c532b48e7574716492b1e65187ba801fc,COMSOL launcher target binding;existing exact pressure-flow result provenance;formal q_ch sidecar route-formula input,route_score;winner;JRC;yield;detection_probability;wet_pass_probability;clogging_rate;time_to_clog;recovery;production ingestion,comsol_target_binding_and_formal_qch_input_not_route_score_not_yield_not_detection
comsol_build_scaffold,COMSOL_REPO/full_chip/dwg_analysis/build_stage11_explicit_nano_full_chip_scaffold.py,true,965974959d55d49002204105511ca9cdad40dd0538ec92ae46bf6e46d9a32ba2,COMSOL launcher target binding;existing exact pressure-flow result provenance;formal q_ch sidecar route-formula input,route_score;winner;JRC;yield;detection_probability;wet_pass_probability;clogging_rate;time_to_clog;recovery;production ingestion,comsol_target_binding_and_formal_qch_input_not_route_score_not_yield_not_detection
comsol_pressure_runner,COMSOL_REPO/full_chip/dwg_analysis/run_stage11_explicit_nano_pressure_only_comsol.py,true,7bc83904fc0bdddf077937ea3ae017a4642ca790cbf49076c502e93b4054ef08,COMSOL launcher target binding;existing exact pressure-flow result provenance;formal q_ch sidecar route-formula input,route_score;winner;JRC;yield;detection_probability;wet_pass_probability;clogging_rate;time_to_clog;recovery;production ingestion,comsol_target_binding_and_formal_qch_input_not_route_score_not_yield_not_detection
comsol_connections,COMSOL_REPO/full_chip/dwg_analysis/full_chip_stage3_lumped_connections.csv,true,ed73da500a1a2fa7031d9f99ef755cd291502c53a83efbd3276f30d7f772f276,COMSOL launcher target binding;existing exact pressure-flow result provenance;formal q_ch sidecar route-formula input,route_score;winner;JRC;yield;detection_probability;wet_pass_probability;clogging_rate;time_to_clog;recovery;production ingestion,comsol_target_binding_and_formal_qch_input_not_route_score_not_yield_not_detection
integration_source,nodi_simulator/sidewall_comsol_target_binding_qch_integration.py,true,702dbc1bff4ab74e7ee76ec7982286a3056f5a49832cdce723388e208fb5d38e,COMSOL launcher target binding;existing exact pressure-flow result provenance;formal q_ch sidecar route-formula input,route_score;winner;JRC;yield;detection_probability;wet_pass_probability;clogging_rate;time_to_clog;recovery;production ingestion,comsol_target_binding_and_formal_qch_input_not_route_score_not_yield_not_detection
integration_builder,tools/audits/build_nodi_package_c_sidewall_comsol_target_binding_qch_integration.py,true,d1c3cd25d96b6e2a98e2403f2728bd517929a4cbe55dd0247e2b534ae69ab291,COMSOL launcher target binding;existing exact pressure-flow result provenance;formal q_ch sidecar route-formula input,route_score;winner;JRC;yield;detection_probability;wet_pass_probability;clogging_rate;time_to_clog;recovery;production ingestion,comsol_target_binding_and_formal_qch_input_not_route_score_not_yield_not_detection
integration_tests,tests/test_sidewall_comsol_target_binding_qch_integration.py,true,7e57b09d1c5c2fc41d20ccd5b3a8d09c263c355f782a7e49aaaec01a2102b88e,COMSOL launcher target binding;existing exact pressure-flow result provenance;formal q_ch sidecar route-formula input,route_score;winner;JRC;yield;detection_probability;wet_pass_probability;clogging_rate;time_to_clog;recovery;production ingestion,comsol_target_binding_and_formal_qch_input_not_route_score_not_yield_not_detection
integration_builder_tests,tests/test_nodi_package_c_sidewall_comsol_target_binding_qch_integration.py,true,62ab47fc3dfb8d6663173bc98c9ae15c7d84fefb90a41cb0ce218ccb3ae9604d,COMSOL launcher target binding;existing exact pressure-flow result provenance;formal q_ch sidecar route-formula input,route_score;winner;JRC;yield;detection_probability;wet_pass_probability;clogging_rate;time_to_clog;recovery;production ingestion,comsol_target_binding_and_formal_qch_input_not_route_score_not_yield_not_detection
