source_id,path,exists,sha256,claim_boundary,allowed_use,blocked_use
user_authorization_status,reports/joint_interface_20260701/NODI_COMSOL_PACKAGE_C_USER_AUTHORIZATION_LEDGER_STATUS_20260701.json,true,66d096a0991034790f9584dac60b62a09fc4b83d83cde409dbec6eac990e3b85,authorization_execution_policy_not_route_score_not_yield_not_detection_probability,"Package C authorization-to-execution policy ledger;branch execution prioritization;runtime/substep, solver, wet, route/yield/detection claim-guard mapping",route_score;winner;JRC;yield;detection_probability;wet_pass_probability;clogging_rate;time_to_clog;recovery;q_ch_weighting;sidewall_prs_eas_numeric_output;COMSOL launch;.mph load;fabrication release;production ingestion
user_authorization_scopes,reports/joint_interface_20260701/NODI_COMSOL_PACKAGE_C_USER_AUTHORIZATION_LEDGER_SCOPES_20260701.csv,true,e5a956fb910db970afe6269a5080039590125863737d34bc26db0afdcab53951,authorization_execution_policy_not_route_score_not_yield_not_detection_probability,"Package C authorization-to-execution policy ledger;branch execution prioritization;runtime/substep, solver, wet, route/yield/detection claim-guard mapping",route_score;winner;JRC;yield;detection_probability;wet_pass_probability;clogging_rate;time_to_clog;recovery;q_ch_weighting;sidewall_prs_eas_numeric_output;COMSOL launch;.mph load;fabrication release;production ingestion
authorized_mainline_status,reports/joint_interface_20260701/NODI_PACKAGE_C_AUTHORIZED_MAINLINE_ADVANCEMENT_STATUS_20260701.json,true,09fc422b583c3cc59a733e2731a4c8a7ace2fd044d389606a141e49f0701137a,authorization_execution_policy_not_route_score_not_yield_not_detection_probability,"Package C authorization-to-execution policy ledger;branch execution prioritization;runtime/substep, solver, wet, route/yield/detection claim-guard mapping",route_score;winner;JRC;yield;detection_probability;wet_pass_probability;clogging_rate;time_to_clog;recovery;q_ch_weighting;sidewall_prs_eas_numeric_output;COMSOL launch;.mph load;fabrication release;production ingestion
authorized_mainline_queue,reports/joint_interface_20260701/NODI_PACKAGE_C_AUTHORIZED_MAINLINE_ADVANCEMENT_EXECUTION_QUEUE_20260701.csv,true,df2795ebe08959118d9bd82d629267f142cff6fb62adad9a2a89c53acaa6f1c2,authorization_execution_policy_not_route_score_not_yield_not_detection_probability,"Package C authorization-to-execution policy ledger;branch execution prioritization;runtime/substep, solver, wet, route/yield/detection claim-guard mapping",route_score;winner;JRC;yield;detection_probability;wet_pass_probability;clogging_rate;time_to_clog;recovery;q_ch_weighting;sidewall_prs_eas_numeric_output;COMSOL launch;.mph load;fabrication release;production ingestion
authorized_mainline_promotion_contract,reports/joint_interface_20260701/NODI_PACKAGE_C_AUTHORIZED_MAINLINE_ADVANCEMENT_PROMOTION_CONTRACT_20260701.csv,true,46293bfd1be3a37387ac71e73366aa81785c4d3382d022d20add7880f37c01ef,authorization_execution_policy_not_route_score_not_yield_not_detection_probability,"Package C authorization-to-execution policy ledger;branch execution prioritization;runtime/substep, solver, wet, route/yield/detection claim-guard mapping",route_score;winner;JRC;yield;detection_probability;wet_pass_probability;clogging_rate;time_to_clog;recovery;q_ch_weighting;sidewall_prs_eas_numeric_output;COMSOL launch;.mph load;fabrication release;production ingestion
runtime_substep_execution_packet_status,reports/joint_interface_20260701/NODI_PACKAGE_C_RUNTIME_SUBSTEP_EXECUTION_PACKET_STATUS_20260701.json,true,b2f3be5bcf9095b6d0a840091713f2c656972a8eed4423d17a2d8338f09090c4,authorization_execution_policy_not_route_score_not_yield_not_detection_probability,"Package C authorization-to-execution policy ledger;branch execution prioritization;runtime/substep, solver, wet, route/yield/detection claim-guard mapping",route_score;winner;JRC;yield;detection_probability;wet_pass_probability;clogging_rate;time_to_clog;recovery;q_ch_weighting;sidewall_prs_eas_numeric_output;COMSOL launch;.mph load;fabrication release;production ingestion
readiness_board_status,reports/joint_interface_20260701/NODI_PACKAGE_C_SIDEWALL_ROUTE_YIELD_DETECTION_READINESS_BOARD_STATUS_20260701.json,true,766784c6e4521603f25618e1ae609a9f61ffa6b4952485046f2606396af52ffa,authorization_execution_policy_not_route_score_not_yield_not_detection_probability,"Package C authorization-to-execution policy ledger;branch execution prioritization;runtime/substep, solver, wet, route/yield/detection claim-guard mapping",route_score;winner;JRC;yield;detection_probability;wet_pass_probability;clogging_rate;time_to_clog;recovery;q_ch_weighting;sidewall_prs_eas_numeric_output;COMSOL launch;.mph load;fabrication release;production ingestion
readiness_board_rows,reports/joint_interface_20260701/NODI_PACKAGE_C_SIDEWALL_ROUTE_YIELD_DETECTION_READINESS_BOARD_BOARD_ROWS_20260701.csv,true,b65f54f5eb03e1b1f8f9d559cb69bbe80e71b649154c13b4d97edef668de7d96,authorization_execution_policy_not_route_score_not_yield_not_detection_probability,"Package C authorization-to-execution policy ledger;branch execution prioritization;runtime/substep, solver, wet, route/yield/detection claim-guard mapping",route_score;winner;JRC;yield;detection_probability;wet_pass_probability;clogging_rate;time_to_clog;recovery;q_ch_weighting;sidewall_prs_eas_numeric_output;COMSOL launch;.mph load;fabrication release;production ingestion
readiness_blocker_rows,reports/joint_interface_20260701/NODI_PACKAGE_C_SIDEWALL_ROUTE_YIELD_DETECTION_READINESS_BOARD_BLOCKER_ROWS_20260701.csv,true,81faf56dc4320a7de8a20db7964a37d2cfa1b88a4703f6b90f1ae7e1c7d243b3,authorization_execution_policy_not_route_score_not_yield_not_detection_probability,"Package C authorization-to-execution policy ledger;branch execution prioritization;runtime/substep, solver, wet, route/yield/detection claim-guard mapping",route_score;winner;JRC;yield;detection_probability;wet_pass_probability;clogging_rate;time_to_clog;recovery;q_ch_weighting;sidewall_prs_eas_numeric_output;COMSOL launch;.mph load;fabrication release;production ingestion
authorization_execution_policy_source,nodi_simulator/sidewall_authorization_execution_policy_ledger.py,true,c535536ec67bf2695df76e2275a5e6a06b9f11dd1af148b1d03a1caa6b0bddb4,authorization_execution_policy_not_route_score_not_yield_not_detection_probability,"Package C authorization-to-execution policy ledger;branch execution prioritization;runtime/substep, solver, wet, route/yield/detection claim-guard mapping",route_score;winner;JRC;yield;detection_probability;wet_pass_probability;clogging_rate;time_to_clog;recovery;q_ch_weighting;sidewall_prs_eas_numeric_output;COMSOL launch;.mph load;fabrication release;production ingestion
authorization_execution_policy_tests,tests/test_sidewall_authorization_execution_policy_ledger.py,true,d951f9ac990a890d7ac757bd7c6e75323a4a63e8ae12de1791b56ffdba4d6e1f,authorization_execution_policy_not_route_score_not_yield_not_detection_probability,"Package C authorization-to-execution policy ledger;branch execution prioritization;runtime/substep, solver, wet, route/yield/detection claim-guard mapping",route_score;winner;JRC;yield;detection_probability;wet_pass_probability;clogging_rate;time_to_clog;recovery;q_ch_weighting;sidewall_prs_eas_numeric_output;COMSOL launch;.mph load;fabrication release;production ingestion
authorization_execution_policy_builder,tools/audits/build_nodi_package_c_sidewall_authorization_execution_policy_ledger.py,true,d7253c7821a4a4805e7ff0b1518d8cbea30cfd02bb8b0bfc572bec88c007b7b0,authorization_execution_policy_not_route_score_not_yield_not_detection_probability,"Package C authorization-to-execution policy ledger;branch execution prioritization;runtime/substep, solver, wet, route/yield/detection claim-guard mapping",route_score;winner;JRC;yield;detection_probability;wet_pass_probability;clogging_rate;time_to_clog;recovery;q_ch_weighting;sidewall_prs_eas_numeric_output;COMSOL launch;.mph load;fabrication release;production ingestion
authorization_execution_policy_builder_tests,tests/test_nodi_package_c_sidewall_authorization_execution_policy_ledger.py,true,34938f17780016c1b842c2abf59b256903de4f9469778ec170966e5a8191b54b,authorization_execution_policy_not_route_score_not_yield_not_detection_probability,"Package C authorization-to-execution policy ledger;branch execution prioritization;runtime/substep, solver, wet, route/yield/detection claim-guard mapping",route_score;winner;JRC;yield;detection_probability;wet_pass_probability;clogging_rate;time_to_clog;recovery;q_ch_weighting;sidewall_prs_eas_numeric_output;COMSOL launch;.mph load;fabrication release;production ingestion
