source_label,path,exists,sha256,github_raw_url,github_blob_url,github_visibility_status,allowed_use,blocked_use
metric_hardening_consolidation_status,reports/joint_interface_20260701/NODI_COMSOL_PACKAGE_C_METRIC_HARDENING_CONSOLIDATED_STATUS_20260701.json,true,b106dcf3709a64ddcad44517ed76e2622d61e3f35bb1cb255fab9eebb5b4ada6,https://raw.githubusercontent.com/Shaughn0419/NODI_Simulator/main/reports/joint_interface_20260701/NODI_COMSOL_PACKAGE_C_METRIC_HARDENING_CONSOLIDATED_STATUS_20260701.json,https://github.com/Shaughn0419/NODI_Simulator/blob/main/reports/joint_interface_20260701/NODI_COMSOL_PACKAGE_C_METRIC_HARDENING_CONSOLIDATED_STATUS_20260701.json,local_worktree_pre_commit_urls_valid_after_publish,Package C proof-readiness index;single entrypoint for candidate evidence;external AI context;no-proof-registration,Package C proof/pass registration;package_C_validation_status pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
timeseries_ess_status,reports/joint_interface_20260701/NODI_COMSOL_PACKAGE_C_TIMESERIES_ESS_STATUS_20260701.json,true,833ce77ed4dc66e51d973ff4dd7a3a2d47f4c63f4de5f8b4dca3ac2614d914b6,https://raw.githubusercontent.com/Shaughn0419/NODI_Simulator/main/reports/joint_interface_20260701/NODI_COMSOL_PACKAGE_C_TIMESERIES_ESS_STATUS_20260701.json,https://github.com/Shaughn0419/NODI_Simulator/blob/main/reports/joint_interface_20260701/NODI_COMSOL_PACKAGE_C_TIMESERIES_ESS_STATUS_20260701.json,local_worktree_pre_commit_urls_valid_after_publish,Package C proof-readiness index;single entrypoint for candidate evidence;external AI context;no-proof-registration,Package C proof/pass registration;package_C_validation_status pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
substep_fail_policy_status,reports/joint_interface_20260701/NODI_COMSOL_PACKAGE_C_SUBSTEP_FAIL_POLICY_STATUS_20260701.json,true,dddf1492ffbbb6a76713dbdc4c37d05ac02b1bc4bfa0f4cfebaedd5092060075,https://raw.githubusercontent.com/Shaughn0419/NODI_Simulator/main/reports/joint_interface_20260701/NODI_COMSOL_PACKAGE_C_SUBSTEP_FAIL_POLICY_STATUS_20260701.json,https://github.com/Shaughn0419/NODI_Simulator/blob/main/reports/joint_interface_20260701/NODI_COMSOL_PACKAGE_C_SUBSTEP_FAIL_POLICY_STATUS_20260701.json,local_worktree_pre_commit_urls_valid_after_publish,Package C proof-readiness index;single entrypoint for candidate evidence;external AI context;no-proof-registration,Package C proof/pass registration;package_C_validation_status pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
substep_dt_refinement_status,reports/joint_interface_20260701/NODI_COMSOL_PACKAGE_C_SUBSTEP_DT_REFINEMENT_STATUS_20260701.json,true,277fe490b98411e8e7604b333a41cc6e9425213c28f20fad283cca1ff0168952,https://raw.githubusercontent.com/Shaughn0419/NODI_Simulator/main/reports/joint_interface_20260701/NODI_COMSOL_PACKAGE_C_SUBSTEP_DT_REFINEMENT_STATUS_20260701.json,https://github.com/Shaughn0419/NODI_Simulator/blob/main/reports/joint_interface_20260701/NODI_COMSOL_PACKAGE_C_SUBSTEP_DT_REFINEMENT_STATUS_20260701.json,local_worktree_pre_commit_urls_valid_after_publish,Package C proof-readiness index;single entrypoint for candidate evidence;external AI context;no-proof-registration,Package C proof/pass registration;package_C_validation_status pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
proof_threshold_status,reports/joint_interface_20260701/NODI_COMSOL_PACKAGE_C_PROOF_THRESHOLD_STATUS_20260701.json,true,60c79db069ca9701a978d547c7851926ad59e5951ac157001891e65b6126f179,https://raw.githubusercontent.com/Shaughn0419/NODI_Simulator/main/reports/joint_interface_20260701/NODI_COMSOL_PACKAGE_C_PROOF_THRESHOLD_STATUS_20260701.json,https://github.com/Shaughn0419/NODI_Simulator/blob/main/reports/joint_interface_20260701/NODI_COMSOL_PACKAGE_C_PROOF_THRESHOLD_STATUS_20260701.json,local_worktree_pre_commit_urls_valid_after_publish,Package C proof-readiness index;single entrypoint for candidate evidence;external AI context;no-proof-registration,Package C proof/pass registration;package_C_validation_status pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
proof_threshold_table,reports/joint_interface_20260701/NODI_COMSOL_PACKAGE_C_PROOF_THRESHOLD_TABLE_20260701.csv,true,70439cf529c8c7010930f7474c5218347cefbdacef0d3047fd9fac0dffc2a983,https://raw.githubusercontent.com/Shaughn0419/NODI_Simulator/main/reports/joint_interface_20260701/NODI_COMSOL_PACKAGE_C_PROOF_THRESHOLD_TABLE_20260701.csv,https://github.com/Shaughn0419/NODI_Simulator/blob/main/reports/joint_interface_20260701/NODI_COMSOL_PACKAGE_C_PROOF_THRESHOLD_TABLE_20260701.csv,local_worktree_pre_commit_urls_valid_after_publish,Package C proof-readiness index;single entrypoint for candidate evidence;external AI context;no-proof-registration,Package C proof/pass registration;package_C_validation_status pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
proof_readiness_index_builder,tools/audits/build_nodi_comsol_package_c_proof_readiness_index.py,true,7e4fea60064f939f114bd34c07a9b9ce9cdd8533c554585f9b0ad123fa4d3faf,https://raw.githubusercontent.com/Shaughn0419/NODI_Simulator/main/tools/audits/build_nodi_comsol_package_c_proof_readiness_index.py,https://github.com/Shaughn0419/NODI_Simulator/blob/main/tools/audits/build_nodi_comsol_package_c_proof_readiness_index.py,local_worktree_pre_commit_urls_valid_after_publish,Package C proof-readiness index;single entrypoint for candidate evidence;external AI context;no-proof-registration,Package C proof/pass registration;package_C_validation_status pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
proof_readiness_index_tests,tests/test_nodi_comsol_package_c_proof_readiness_index.py,true,bea1dd7f93e5651ed78b10144c7fe1fe6571a3b968c9b8f5cc71bdf921d01221,https://raw.githubusercontent.com/Shaughn0419/NODI_Simulator/main/tests/test_nodi_comsol_package_c_proof_readiness_index.py,https://github.com/Shaughn0419/NODI_Simulator/blob/main/tests/test_nodi_comsol_package_c_proof_readiness_index.py,local_worktree_pre_commit_urls_valid_after_publish,Package C proof-readiness index;single entrypoint for candidate evidence;external AI context;no-proof-registration,Package C proof/pass registration;package_C_validation_status pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
roadmap,reports/100_NODI_SIDEWALL_ANGLE_INTEGRATION_ROADMAP_20260629.md,true,58f7a9af3378af87785855cf4b68828db473d549a304b8fe72f768e3528d3eb4,https://raw.githubusercontent.com/Shaughn0419/NODI_Simulator/main/reports/100_NODI_SIDEWALL_ANGLE_INTEGRATION_ROADMAP_20260629.md,https://github.com/Shaughn0419/NODI_Simulator/blob/main/reports/100_NODI_SIDEWALL_ANGLE_INTEGRATION_ROADMAP_20260629.md,local_worktree_pre_commit_urls_valid_after_publish,Package C proof-readiness index;single entrypoint for candidate evidence;external AI context;no-proof-registration,Package C proof/pass registration;package_C_validation_status pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
audit_packet,reports/345_NODI_SIDEWALL_ANGLE_IMPLEMENTATION_AUDIT_PACKET_20260630.md,true,c6d32d685010bf9866dcd5cbd995c05eb45eebc666b3da93b74f7423f568456b,https://raw.githubusercontent.com/Shaughn0419/NODI_Simulator/main/reports/345_NODI_SIDEWALL_ANGLE_IMPLEMENTATION_AUDIT_PACKET_20260630.md,https://github.com/Shaughn0419/NODI_Simulator/blob/main/reports/345_NODI_SIDEWALL_ANGLE_IMPLEMENTATION_AUDIT_PACKET_20260630.md,local_worktree_pre_commit_urls_valid_after_publish,Package C proof-readiness index;single entrypoint for candidate evidence;external AI context;no-proof-registration,Package C proof/pass registration;package_C_validation_status pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
