scenario_seed_id,scenario_id,seed,theta_comsol_deg,depth_nm,particle_radius_nm,n_independent_samples,dt_s,diffusion_m2_s,brownian_sigma_nm,initial_u_accessible_cdf_l1_to_uniform,initial_x_local_norm_l1_to_uniform,final_u_accessible_cdf_l1_to_uniform,final_x_local_norm_l1_to_uniform,final_vs_initial_u_hist_l1,final_vs_initial_x_hist_l1,support_violation_count,exact_boundary_atom_count,nonconverged_reflection_count,reflected_step_fraction,multiwall_step_fraction,max_reflection_iterations,max_reflection_displacement_nm,independent_ensemble_ess,ess_method,transition_invariance_status,claim_boundary,allowed_use,blocked_use
rect_limit_theta90_D900_r20_seed53101,rect_limit_theta90_D900_r20,53101,90,900,20,32768,2.5e-05,4e-12,14.1421356237,0.00946044921875,0.0120727539063,0.008935546875,0.0117797851562,0.006591796875,0.00775146484375,0,0,0,0.0395812988281,0.00042724609375,2,95.7468217408,32768,independent_uniform_initial_ensemble_no_autocorrelation,candidate_transition_invariance_not_proof,stationarity_ensemble_candidate_not_package_c_proof_registered_not_runtime,Package C independent-ensemble stationarity refinement candidate;proof-gap reduction evidence;no-proof-registration,Package C proof/pass registration;package_C_validation_status pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
rect_limit_theta90_D900_r20_seed53102,rect_limit_theta90_D900_r20,53102,90,900,20,32768,2.5e-05,4e-12,14.1421356237,0.0185546875,0.0073486328125,0.0217651367188,0.0089111328125,0.00628662109375,0.00958251953125,0,0,0,0.0390014648438,0.000335693359375,2,74.8314630696,32768,independent_uniform_initial_ensemble_no_autocorrelation,candidate_transition_invariance_not_proof,stationarity_ensemble_candidate_not_package_c_proof_registered_not_runtime,Package C independent-ensemble stationarity refinement candidate;proof-gap reduction evidence;no-proof-registration,Package C proof/pass registration;package_C_validation_status pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
rect_limit_theta90_D900_r20_seed53103,rect_limit_theta90_D900_r20,53103,90,900,20,32768,2.5e-05,4e-12,14.1421356237,0.0160400390625,0.0200073242188,0.013037109375,0.0177124023437,0.0042724609375,0.007080078125,0,0,0,0.0365905761719,0.000396728515625,2,100.129338635,32768,independent_uniform_initial_ensemble_no_autocorrelation,candidate_transition_invariance_not_proof,stationarity_ensemble_candidate_not_package_c_proof_registered_not_runtime,Package C independent-ensemble stationarity refinement candidate;proof-gap reduction evidence;no-proof-registration,Package C proof/pass registration;package_C_validation_status pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
moderate_theta85_D900_r110_seed54101,moderate_theta85_D900_r110,54101,85,900,110,32768,2.5e-05,4e-12,14.1421356237,0.015380859375,0.0100341796875,0.016796875,0.006494140625,0.00933837890625,0.0068359375,0,0,0,0.071044921875,0.00149536132812,2,92.893285542,32768,independent_uniform_initial_ensemble_no_autocorrelation,candidate_transition_invariance_not_proof,stationarity_ensemble_candidate_not_package_c_proof_registered_not_runtime,Package C independent-ensemble stationarity refinement candidate;proof-gap reduction evidence;no-proof-registration,Package C proof/pass registration;package_C_validation_status pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
moderate_theta85_D900_r110_seed54102,moderate_theta85_D900_r110,54102,85,900,110,32768,2.5e-05,4e-12,14.1421356237,0.0149536132812,0.0130615234375,0.0173950195312,0.0203979492187,0.00860595703125,0.0176391601562,0,0,0,0.0711669921875,0.00100708007812,2,96.1307646304,32768,independent_uniform_initial_ensemble_no_autocorrelation,candidate_transition_invariance_not_proof,stationarity_ensemble_candidate_not_package_c_proof_registered_not_runtime,Package C independent-ensemble stationarity refinement candidate;proof-gap reduction evidence;no-proof-registration,Package C proof/pass registration;package_C_validation_status pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
moderate_theta85_D900_r110_seed54103,moderate_theta85_D900_r110,54103,85,900,110,32768,2.5e-05,4e-12,14.1421356237,0.010546875,0.0102661132812,0.0096923828125,0.011474609375,0.00604248046875,0.0103149414062,0,0,0,0.0691528320312,0.0009765625,2,95.0706804713,32768,independent_uniform_initial_ensemble_no_autocorrelation,candidate_transition_invariance_not_proof,stationarity_ensemble_candidate_not_package_c_proof_registered_not_runtime,Package C independent-ensemble stationarity refinement candidate;proof-gap reduction evidence;no-proof-registration,Package C proof/pass registration;package_C_validation_status pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
deep_tail_theta85_D1200_r150_seed55101,deep_tail_theta85_D1200_r150,55101,85,1200,150,32768,2.5e-05,4e-12,14.1421356237,0.00889892578125,0.0119018554688,0.0122314453125,0.0170288085938,0.008544921875,0.0142822265625,0,0,0,0.130798339844,0.00146484375,3,149.726122203,32768,independent_uniform_initial_ensemble_no_autocorrelation,candidate_transition_invariance_not_proof,stationarity_ensemble_candidate_not_package_c_proof_registered_not_runtime,Package C independent-ensemble stationarity refinement candidate;proof-gap reduction evidence;no-proof-registration,Package C proof/pass registration;package_C_validation_status pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
deep_tail_theta85_D1200_r150_seed55102,deep_tail_theta85_D1200_r150,55102,85,1200,150,32768,2.5e-05,4e-12,14.1421356237,0.0158813476562,0.014697265625,0.0154541015625,0.0152465820313,0.004638671875,0.01904296875,0,0,0,0.132476806641,0.00198364257812,3,110.59983375,32768,independent_uniform_initial_ensemble_no_autocorrelation,candidate_transition_invariance_not_proof,stationarity_ensemble_candidate_not_package_c_proof_registered_not_runtime,Package C independent-ensemble stationarity refinement candidate;proof-gap reduction evidence;no-proof-registration,Package C proof/pass registration;package_C_validation_status pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
deep_tail_theta85_D1200_r150_seed55103,deep_tail_theta85_D1200_r150,55103,85,1200,150,32768,2.5e-05,4e-12,14.1421356237,0.0112915039062,0.01533203125,0.01025390625,0.0115600585937,0.008056640625,0.022216796875,0,0,0,0.134185791016,0.00253295898438,4,138.470630035,32768,independent_uniform_initial_ensemble_no_autocorrelation,candidate_transition_invariance_not_proof,stationarity_ensemble_candidate_not_package_c_proof_registered_not_runtime,Package C independent-ensemble stationarity refinement candidate;proof-gap reduction evidence;no-proof-registration,Package C proof/pass registration;package_C_validation_status pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
steep_theta80_D900_r75_seed56101,steep_theta80_D900_r75,56101,80,900,75,32768,2.5e-05,4e-12,14.1421356237,0.011474609375,0.01591796875,0.0165405273438,0.0134399414062,0.0057373046875,0.0104370117188,0,0,0,0.0741577148438,0.00100708007812,2,98.9755595973,32768,independent_uniform_initial_ensemble_no_autocorrelation,candidate_transition_invariance_not_proof,stationarity_ensemble_candidate_not_package_c_proof_registered_not_runtime,Package C independent-ensemble stationarity refinement candidate;proof-gap reduction evidence;no-proof-registration,Package C proof/pass registration;package_C_validation_status pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
