packet_version,claim_boundary,primary_sidewall_deg_comsol,baseline_sidewall_deg_comsol,not_detection_probability,not_yield,not_selection_metric_claim,not_winner,not_qch_weighted,not_true_effective_width_claim,not_production_recommendation,allowed_use,blocked_use,comsol_v4_assumption_set_id,comsol_v4_assumption_set_version,comsol_v4_assumption_set_sha256,row_id,route_id_nodi,route_id_role,lambda_nm,W_nominal_nm,D_nm,diameter_nm,sidewall_deg_comsol,dimension_update_action_594,dimension_context_band,W_top_compensated_proxy_nm,top_width_compensation_proxy_nm,bottom_throat_loss_nm,center_accessible_area_fraction_vs_rectangle,closure_status,annulus_update_action_594,annulus_context_status_594,full_event_delta_available,baseline_event_execution_status,sidewall_event_execution_status,n_events_requested_per_angle,selected_annulus_fraction_rectangle,selected_annulus_fraction_sidewall85,selected_annulus_fraction_delta,selected_annulus_mean_edge_norm_delta,annulus_event_shift_band,annulus_range_update_implication,interference_update_action_594,interference_context_status_594,mean_peak_height_rectangle,mean_peak_height_sidewall85,mean_peak_height_delta,mean_local_snr_delta,synthetic_counting_context_rate_delta,response_event_shift_band,interference_context_implication,integrated_update_state,sidewall_context_status
sidewall_full_event_integrated_update_packet_v1,sidewall_full_event_dimension_annulus_response_context_not_selection,85.0,90.0,True,True,True,True,True,True,True,"integrate full sparse NODI bounded-event context into sidewall dimension, selected-annulus, and interference-response update planning","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,INT-404_W500_D1200-P40-TH85,404/W500/D1200,join_key_only_not_selection,404,500,1200,40,85.0,block_or_respecify_width_depth,dimension_update_required_context,605.1391897328426,105.13918973284262,209.97279246221757,0.7714365440590377,open,retain_0p5_0p8_with_trapezoid_coordinate_remap,selected_annulus_accessible,True,executed_bounded_nodi_shard,executed_bounded_nodi_shard,2,0.0,0.0,0.0,,low_annulus_fraction_shift_context,selected_annulus_0p5_0p8_retained_with_sidewall_context,surrogate_response_shift_check,surrogate_context_available,0.0,0.18621172258629573,0.18621172258629573,141.87298519429984,0.5,low_interference_response_shift_context,interference_context_low_shift_in_sparse_event_run,dimension_update_with_full_event_context,full_event_integrated_context_ready
sidewall_full_event_integrated_update_packet_v1,sidewall_full_event_dimension_annulus_response_context_not_selection,85.0,90.0,True,True,True,True,True,True,True,"integrate full sparse NODI bounded-event context into sidewall dimension, selected-annulus, and interference-response update planning","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,INT-404_W500_D1200-P60-TH85,404/W500/D1200,join_key_only_not_selection,404,500,1200,60,85.0,block_or_respecify_width_depth,dimension_update_required_context,605.2155864837096,105.21558648370954,209.97279246221757,0.7608736670824783,open,not_sampled_for_this_particle_diameter,annulus_support_requires_followup_or_interpolation,True,executed_bounded_nodi_shard,executed_bounded_nodi_shard,2,1.0,0.5,-0.5,0.001005824265478461,moderate_annulus_fraction_shift_context,selected_annulus_0p5_0p8_needs_event_context_review,not_sampled_for_this_particle_diameter,response_sensitivity_requires_followup_or_interpolation,1.8822146603859375,1.4178903907826994,-0.46432426960323814,-963.0921968998878,0.0,low_interference_response_shift_context,interference_context_low_shift_in_sparse_event_run,dimension_update_with_full_event_context,full_event_integrated_context_ready
sidewall_full_event_integrated_update_packet_v1,sidewall_full_event_dimension_annulus_response_context_not_selection,85.0,90.0,True,True,True,True,True,True,True,"integrate full sparse NODI bounded-event context into sidewall dimension, selected-annulus, and interference-response update planning","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,INT-404_W500_D1200-P100-TH85,404/W500/D1200,join_key_only_not_selection,404,500,1200,100,85.0,block_or_respecify_width_depth,dimension_update_required_context,605.3683799854434,105.36837998544337,209.97279246221757,0.7365790500363916,open,retain_0p5_0p8_with_trapezoid_coordinate_remap,selected_annulus_accessible,True,executed_bounded_nodi_shard,executed_bounded_nodi_shard,2,0.5,0.5,0.0,-0.09884969942664878,low_annulus_fraction_shift_context,selected_annulus_0p5_0p8_retained_with_sidewall_context,bounded_event_context_shift_observed,sparse_event_context_available,15.994777739190795,15.326515812687756,-0.668261926503039,2781.1934423361017,0.0,low_interference_response_shift_context,interference_context_low_shift_in_sparse_event_run,dimension_update_with_full_event_context,full_event_integrated_context_ready
sidewall_full_event_integrated_update_packet_v1,sidewall_full_event_dimension_annulus_response_context_not_selection,85.0,90.0,True,True,True,True,True,True,True,"integrate full sparse NODI bounded-event context into sidewall dimension, selected-annulus, and interference-response update planning","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,INT-404_W500_D1200-P150-TH85,404/W500/D1200,join_key_only_not_selection,404,500,1200,150,85.0,block_or_respecify_width_depth,dimension_update_required_context,605.5593718626108,105.55937186261079,209.97279246221757,0.6984017946782549,open,not_sampled_for_this_particle_diameter,annulus_support_requires_followup_or_interpolation,True,executed_bounded_nodi_shard,executed_bounded_nodi_shard,2,0.5,1.0,0.5,-0.007498956639702792,moderate_annulus_fraction_shift_context,selected_annulus_0p5_0p8_needs_event_context_review,not_sampled_for_this_particle_diameter,response_sensitivity_requires_followup_or_interpolation,75.63242320361638,77.7780276304224,2.145604426806017,61678.16412100929,0.0,small_interference_response_shift_context,interference_enhancement_context_changes_under_85deg_sidewall,dimension_update_with_full_event_context,full_event_integrated_context_ready
sidewall_full_event_integrated_update_packet_v1,sidewall_full_event_dimension_annulus_response_context_not_selection,85.0,90.0,True,True,True,True,True,True,True,"integrate full sparse NODI bounded-event context into sidewall dimension, selected-annulus, and interference-response update planning","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,INT-404_W500_D1200-P220-TH85,404/W500/D1200,join_key_only_not_selection,404,500,1200,220,85.0,widen_or_shallow_for_particle_support,dimension_update_required_context,605.8267604906453,105.8267604906452,209.97279246221757,0.6220472839619814,open,retain_0p5_0p8_with_trapezoid_coordinate_remap,selected_annulus_accessible,True,executed_bounded_nodi_shard,executed_bounded_nodi_shard,2,0.0,0.0,0.0,,low_annulus_fraction_shift_context,selected_annulus_0p5_0p8_retained_with_sidewall_context,bounded_event_context_shift_observed,sparse_event_context_available,301.41644557603433,304.9341040680728,3.5176584920384926,31806.99403687747,0.0,moderate_interference_response_shift_context,interference_enhancement_context_changes_under_85deg_sidewall,dimension_update_with_full_event_context,full_event_integrated_context_ready
sidewall_full_event_integrated_update_packet_v1,sidewall_full_event_dimension_annulus_response_context_not_selection,85.0,90.0,True,True,True,True,True,True,True,"integrate full sparse NODI bounded-event context into sidewall dimension, selected-annulus, and interference-response update planning","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,INT-404_W500_D1200-P230-TH85,404/W500/D1200,join_key_only_not_selection,404,500,1200,230,85.0,widen_or_shallow_for_particle_support,dimension_update_required_context,605.8649588660786,105.86495886607862,209.97279246221757,0.6079075597552643,open,not_sampled_for_this_particle_diameter,annulus_support_requires_followup_or_interpolation,True,executed_bounded_nodi_shard,executed_bounded_nodi_shard,2,0.5,0.5,0.0,-0.0014229723818411921,low_annulus_fraction_shift_context,selected_annulus_0p5_0p8_retained_with_sidewall_context,not_sampled_for_this_particle_diameter,response_sensitivity_requires_followup_or_interpolation,357.4651926311176,359.0574592137991,1.5922665826815319,-118129.96371362044,0.0,small_interference_response_shift_context,interference_enhancement_context_changes_under_85deg_sidewall,dimension_update_with_full_event_context,full_event_integrated_context_ready
sidewall_full_event_integrated_update_packet_v1,sidewall_full_event_dimension_annulus_response_context_not_selection,85.0,90.0,True,True,True,True,True,True,True,"integrate full sparse NODI bounded-event context into sidewall dimension, selected-annulus, and interference-response update planning","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,INT-404_W500_D1200-P240-TH85,404/W500/D1200,join_key_only_not_selection,404,500,1200,240,85.0,widen_or_shallow_for_particle_support,dimension_update_required_context,605.9031572415121,105.90315724151212,209.97279246221757,0.5926801644557227,open,not_sampled_for_this_particle_diameter,annulus_support_requires_followup_or_interpolation,True,executed_bounded_nodi_shard,executed_bounded_nodi_shard,2,0.5,0.0,-0.5,,moderate_annulus_fraction_shift_context,selected_annulus_0p5_0p8_needs_event_context_review,not_sampled_for_this_particle_diameter,response_sensitivity_requires_followup_or_interpolation,418.9502781362647,417.3248626670704,-1.6254154691943086,225604.9908871383,0.0,small_interference_response_shift_context,interference_enhancement_context_changes_under_85deg_sidewall,dimension_update_with_full_event_context,full_event_integrated_context_ready
sidewall_full_event_integrated_update_packet_v1,sidewall_full_event_dimension_annulus_response_context_not_selection,85.0,90.0,True,True,True,True,True,True,True,"integrate full sparse NODI bounded-event context into sidewall dimension, selected-annulus, and interference-response update planning","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,INT-404_W500_D1200-P250-TH85,404/W500/D1200,join_key_only_not_selection,404,500,1200,250,85.0,widen_or_shallow_for_particle_support,dimension_update_required_context,605.9413556169457,105.94135561694563,209.97279246221757,0.5762345775322175,open,not_sampled_for_this_particle_diameter,annulus_support_requires_followup_or_interpolation,True,executed_bounded_nodi_shard,executed_bounded_nodi_shard,2,0.5,0.0,-0.5,,moderate_annulus_fraction_shift_context,selected_annulus_0p5_0p8_needs_event_context_review,not_sampled_for_this_particle_diameter,response_sensitivity_requires_followup_or_interpolation,474.0985501378832,475.00437182510154,0.9058216872183493,112059.99081655976,0.0,low_interference_response_shift_context,interference_context_low_shift_in_sparse_event_run,dimension_update_with_full_event_context,full_event_integrated_context_ready
sidewall_full_event_integrated_update_packet_v1,sidewall_full_event_dimension_annulus_response_context_not_selection,85.0,90.0,True,True,True,True,True,True,True,"integrate full sparse NODI bounded-event context into sidewall dimension, selected-annulus, and interference-response update planning","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,INT-404_W500_D1200-P260-TH85,404/W500/D1200,join_key_only_not_selection,404,500,1200,260,85.0,widen_or_shallow_for_particle_support,dimension_update_required_context,605.979553992379,105.97955399237904,209.97279246221757,0.558418525031754,open,not_sampled_for_this_particle_diameter,annulus_support_requires_followup_or_interpolation,True,executed_bounded_nodi_shard,executed_bounded_nodi_shard,2,0.5,0.0,-0.5,,moderate_annulus_fraction_shift_context,selected_annulus_0p5_0p8_needs_event_context_review,not_sampled_for_this_particle_diameter,response_sensitivity_requires_followup_or_interpolation,545.486486151852,536.4161959485691,-9.070290203282866,220517.3540504817,0.0,moderate_interference_response_shift_context,interference_enhancement_context_changes_under_85deg_sidewall,dimension_update_with_full_event_context,full_event_integrated_context_ready
sidewall_full_event_integrated_update_packet_v1,sidewall_full_event_dimension_annulus_response_context_not_selection,85.0,90.0,True,True,True,True,True,True,True,"integrate full sparse NODI bounded-event context into sidewall dimension, selected-annulus, and interference-response update planning","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,INT-404_W500_D1200-P270-TH85,404/W500/D1200,join_key_only_not_selection,404,500,1200,270,85.0,widen_or_shallow_for_particle_support,geometry_respecification_context,606.0177523678126,106.01775236781253,209.97279246221757,0.5390532505747281,open,not_sampled_for_this_particle_diameter,annulus_support_requires_followup_or_interpolation,True,executed_bounded_nodi_shard,executed_bounded_nodi_shard,2,0.5,0.5,0.0,0.004423935973454696,low_annulus_fraction_shift_context,selected_annulus_0p5_0p8_retained_with_sidewall_context,not_sampled_for_this_particle_diameter,response_sensitivity_requires_followup_or_interpolation,604.0470206816515,612.6276552785587,8.580634596907203,-335062.07294401154,0.0,moderate_interference_response_shift_context,interference_enhancement_context_changes_under_85deg_sidewall,respecify_geometry_before_response_context_use,full_event_integrated_context_ready
