source_group,source_id,path,exists,row_count,sha256_pass1,sha256_pass2,source_stable_two_pass,git_status,release_scoped_dirty_blocker,source_lock_role,allowed_use,blocked_use
NODI,engineering_guide,00_工程总指南.md,true,NA,437e4b2c9631b562d8451b72deabd6ca6afac66f7bdbfeb2e9b805efd2b5eeb0,437e4b2c9631b562d8451b72deabd6ca6afac66f7bdbfeb2e9b805efd2b5eeb0,true,clean_or_tracked_unchanged,false,release_scoped_semantic_source,schema_review;context_only_transport_annulus_diagnostic;PRS_edge20_mapping_validation;future_authorized_task_specification,chi_selected;q_ch*eta;q_ch*chi*eta;formal_qch_weighting;route_score;JRC;winner;yield;detection_probability;wet_pass;runtime;production;proof;pass_claim
NODI,core_formula_notes,25_核心计算逻辑与公式总说明.md,true,NA,0f4f2ac6d74b7429f066266f641b2fd266dcd7ead8276d0f7ea8988e8db76a82,0f4f2ac6d74b7429f066266f641b2fd266dcd7ead8276d0f7ea8988e8db76a82,true,clean_or_tracked_unchanged,false,release_scoped_semantic_source,schema_review;context_only_transport_annulus_diagnostic;PRS_edge20_mapping_validation;future_authorized_task_specification,chi_selected;q_ch*eta;q_ch*chi*eta;formal_qch_weighting;route_score;JRC;winner;yield;detection_probability;wet_pass;runtime;production;proof;pass_claim
NODI,data_objects,nodi_simulator/data_objects.py,true,NA,97dcb7dbf9dd167f4aa848a34adf67988bfdbd21cb19f166f74f100c639de961,97dcb7dbf9dd167f4aa848a34adf67988bfdbd21cb19f166f74f100c639de961,true,clean_or_tracked_unchanged,false,release_scoped_semantic_source,schema_review;context_only_transport_annulus_diagnostic;PRS_edge20_mapping_validation;future_authorized_task_specification,chi_selected;q_ch*eta;q_ch*chi*eta;formal_qch_weighting;route_score;JRC;winner;yield;detection_probability;wet_pass;runtime;production;proof;pass_claim
NODI,design_claim_governance,nodi_simulator/design_claim_governance.py,true,NA,6b91b73826076ec2bd5f5d35d1a6b64634303b77ac26ee28c07b839e79560bb8,6b91b73826076ec2bd5f5d35d1a6b64634303b77ac26ee28c07b839e79560bb8,true,clean_or_tracked_unchanged,false,release_scoped_semantic_source,schema_review;context_only_transport_annulus_diagnostic;PRS_edge20_mapping_validation;future_authorized_task_specification,chi_selected;q_ch*eta;q_ch*chi*eta;formal_qch_weighting;route_score;JRC;winner;yield;detection_probability;wet_pass;runtime;production;proof;pass_claim
NODI,parameter_sweep,nodi_simulator/parameter_sweep.py,true,NA,afa4deaa40337626e9cecf2182671dcfb3c475a66daea8bd1b564fa8eb648938,afa4deaa40337626e9cecf2182671dcfb3c475a66daea8bd1b564fa8eb648938,true,clean_or_tracked_unchanged,false,release_scoped_semantic_source,schema_review;context_only_transport_annulus_diagnostic;PRS_edge20_mapping_validation;future_authorized_task_specification,chi_selected;q_ch*eta;q_ch*chi*eta;formal_qch_weighting;route_score;JRC;winner;yield;detection_probability;wet_pass;runtime;production;proof;pass_claim
NODI,tsuyama_selected_annulus_joint_fit,tools/audits/tsuyama_selected_annulus_joint_fit.py,true,NA,87b8db78fd2312d498281de01bca352044983e1b622b3eb742f37f4de91870c1,87b8db78fd2312d498281de01bca352044983e1b622b3eb742f37f4de91870c1,true,clean_or_tracked_unchanged,false,release_scoped_semantic_source,schema_review;context_only_transport_annulus_diagnostic;PRS_edge20_mapping_validation;future_authorized_task_specification,chi_selected;q_ch*eta;q_ch*chi*eta;formal_qch_weighting;route_score;JRC;winner;yield;detection_probability;wet_pass;runtime;production;proof;pass_claim
NODI,selected_annulus_context_status,reports/joint_interface_20260701/NODI_PACKAGE_C_SIDEWALL_SELECTED_ANNULUS_CONTEXT_STATUS_20260701.json,true,NA,6039b65b78db032346f22e388c864733c8f2316c4cd65e32ec572d5970db704e,6039b65b78db032346f22e388c864733c8f2316c4cd65e32ec572d5970db704e,true,clean_or_tracked_unchanged,false,release_scoped_semantic_source,schema_review;context_only_transport_annulus_diagnostic;PRS_edge20_mapping_validation;future_authorized_task_specification,chi_selected;q_ch*eta;q_ch*chi*eta;formal_qch_weighting;route_score;JRC;winner;yield;detection_probability;wet_pass;runtime;production;proof;pass_claim
NODI,selected_annulus_context_rows,reports/joint_interface_20260701/NODI_PACKAGE_C_SIDEWALL_SELECTED_ANNULUS_CONTEXT_CONTEXT_ROWS_20260701.csv,true,2,8d3b98d700c1ceb62026ce473ff0f76b81b6286f5e8153f9b86680545d2d4e50,8d3b98d700c1ceb62026ce473ff0f76b81b6286f5e8153f9b86680545d2d4e50,true,clean_or_tracked_unchanged,false,release_scoped_semantic_source,schema_review;context_only_transport_annulus_diagnostic;PRS_edge20_mapping_validation;future_authorized_task_specification,chi_selected;q_ch*eta;q_ch*chi*eta;formal_qch_weighting;route_score;JRC;winner;yield;detection_probability;wet_pass;runtime;production;proof;pass_claim
NODI,pressure_flow_bridge_status,reports/joint_interface_20260701/NODI_PACKAGE_C_SIDEWALL_PRESSURE_FLOW_BRIDGE_RELEASE_V1_STATUS_20260701.json,true,NA,54362c56c03c48c98d8de905dcb5c362e3363abdf4bb4ca26a06915bf63b143e,54362c56c03c48c98d8de905dcb5c362e3363abdf4bb4ca26a06915bf63b143e,true, M,false,context_nonblocking,schema_review;context_only_transport_annulus_diagnostic;PRS_edge20_mapping_validation;future_authorized_task_specification,chi_selected;q_ch*eta;q_ch*chi*eta;formal_qch_weighting;route_score;JRC;winner;yield;detection_probability;wet_pass;runtime;production;proof;pass_claim
NODI,qch_grid_candidate_status,reports/joint_interface_20260701/NODI_PACKAGE_C_SIDEWALL_QCH_GRID_VALIDATION_REFRESH_STATUS_20260701.json,true,NA,67699c8de92bcc6a317f3cfab0e2057a7e8002e7ca21e2e861e6fdff35c037e5,67699c8de92bcc6a317f3cfab0e2057a7e8002e7ca21e2e861e6fdff35c037e5,true,clean_or_tracked_unchanged,false,release_scoped_semantic_source,schema_review;context_only_transport_annulus_diagnostic;PRS_edge20_mapping_validation;future_authorized_task_specification,chi_selected;q_ch*eta;q_ch*chi*eta;formal_qch_weighting;route_score;JRC;winner;yield;detection_probability;wet_pass;runtime;production;proof;pass_claim
COMSOL,tpd_prs_chi_context_sidecar_bins,C:\Users\Yan\Desktop\Yan\codex project\comsol test\comsol_ev_pbs_bonded_cross_junction\roadmap\TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,true,64,8c2f785d5d4d7a16af0b4817b7f97a7ecf8824e84cc2f9b602e1b67906dcefc1,8c2f785d5d4d7a16af0b4817b7f97a7ecf8824e84cc2f9b602e1b67906dcefc1,true,read_only_external,false,release_scoped_semantic_source,schema_review;context_only_transport_annulus_diagnostic;PRS_edge20_mapping_validation;future_authorized_task_specification,chi_selected;q_ch*eta;q_ch*chi*eta;formal_qch_weighting;route_score;JRC;winner;yield;detection_probability;wet_pass;runtime;production;proof;pass_claim
COMSOL,tpd_prs_chi_context_sidecar_aggregate,C:\Users\Yan\Desktop\Yan\codex project\comsol test\comsol_ev_pbs_bonded_cross_junction\roadmap\TPD_PRS_CHI_CONTEXT_SIDECAR_AGGREGATE_20260622.csv,true,16,8f2be800709a2332ddecca6e43e1ccc619aa93b502eeeb0bffb5b41f9e8a6381,8f2be800709a2332ddecca6e43e1ccc619aa93b502eeeb0bffb5b41f9e8a6381,true,read_only_external,false,release_scoped_semantic_source,schema_review;context_only_transport_annulus_diagnostic;PRS_edge20_mapping_validation;future_authorized_task_specification,chi_selected;q_ch*eta;q_ch*chi*eta;formal_qch_weighting;route_score;JRC;winner;yield;detection_probability;wet_pass;runtime;production;proof;pass_claim
COMSOL,transported_position_source_smoke,C:\Users\Yan\Desktop\Yan\codex project\comsol test\comsol_ev_pbs_bonded_cross_junction\roadmap\TRANSPORTED_POSITION_SOURCE_SMOKE_COMBINED_RETRY3_20260621.csv,true,32,1c0d902dc01a39e3a3cc6c104696b782ddd06235d1630051d2b5163d6d827b61,1c0d902dc01a39e3a3cc6c104696b782ddd06235d1630051d2b5163d6d827b61,true,read_only_external,false,release_scoped_semantic_source,schema_review;context_only_transport_annulus_diagnostic;PRS_edge20_mapping_validation;future_authorized_task_specification,chi_selected;q_ch*eta;q_ch*chi*eta;formal_qch_weighting;route_score;JRC;winner;yield;detection_probability;wet_pass;runtime;production;proof;pass_claim
COMSOL,gate10_sidewall_descriptor_export,C:\Users\Yan\Desktop\Yan\codex project\comsol test\comsol_ev_pbs_bonded_cross_junction\roadmap\COMSOL_GATE10_SIDEWALL_DESCRIPTOR_EXPORT_20260629.csv,true,11,52b3eda530e1c536974fd0474e1e2b28e61fb8d442f99f0126016a16364e1213,52b3eda530e1c536974fd0474e1e2b28e61fb8d442f99f0126016a16364e1213,true,read_only_external,false,release_scoped_semantic_source,schema_review;context_only_transport_annulus_diagnostic;PRS_edge20_mapping_validation;future_authorized_task_specification,chi_selected;q_ch*eta;q_ch*chi*eta;formal_qch_weighting;route_score;JRC;winner;yield;detection_probability;wet_pass;runtime;production;proof;pass_claim
