artifact_id,path,sha256,allowed_use,blocked_use,claim_boundary
status,reports/joint_interface_20260702/NODI_SIDEWALL_MAINLINE_REFOCUS_LOCK_STATUS_20260702.json,a573e585ad8c9cc07d4ab0d80b1b91722a92fe6b59b1d1cf5427fb41c169847a,"govern sidewall-angle work toward dimension recommendation drift, selected-annulus remapping, and interference-enhancement sensitivity",route winner as the primary question; score-board driven comparison; waiting for real experiments before simulation progress; collapsing ideal rectangle and trapezoid into one geometry,sidewall_angle_effect_on_recommendation_annulus_interference_not_route_winner
mainline_axes,reports/joint_interface_20260702/NODI_SIDEWALL_MAINLINE_REFOCUS_LOCK_AXIS_ROWS_20260702.csv,6180950c791dd21129e4ad5ac4b2a476bf6d2635b00c1fd8c4e90615c8651f76,"govern sidewall-angle work toward dimension recommendation drift, selected-annulus remapping, and interference-enhancement sensitivity",route winner as the primary question; score-board driven comparison; waiting for real experiments before simulation progress; collapsing ideal rectangle and trapezoid into one geometry,sidewall_angle_effect_on_recommendation_annulus_interference_not_route_winner
work_packages,reports/joint_interface_20260702/NODI_SIDEWALL_MAINLINE_REFOCUS_LOCK_WORK_PACKAGE_ROWS_20260702.csv,4faf9a2714a9098ee94c6ceabee4fd4195771d763f25018937e06884763fa62e,"govern sidewall-angle work toward dimension recommendation drift, selected-annulus remapping, and interference-enhancement sensitivity",route winner as the primary question; score-board driven comparison; waiting for real experiments before simulation progress; collapsing ideal rectangle and trapezoid into one geometry,sidewall_angle_effect_on_recommendation_annulus_interference_not_route_winner
drift_guards,reports/joint_interface_20260702/NODI_SIDEWALL_MAINLINE_REFOCUS_LOCK_DRIFT_GUARD_ROWS_20260702.csv,fa11d82df2e35a64bcebf8fadf54fc7f3a754a501e671774f4708f822b17f77c,"govern sidewall-angle work toward dimension recommendation drift, selected-annulus remapping, and interference-enhancement sensitivity",route winner as the primary question; score-board driven comparison; waiting for real experiments before simulation progress; collapsing ideal rectangle and trapezoid into one geometry,sidewall_angle_effect_on_recommendation_annulus_interference_not_route_winner
source_hints,reports/joint_interface_20260702/NODI_SIDEWALL_MAINLINE_REFOCUS_LOCK_SOURCE_HINT_ROWS_20260702.csv,1ff38a2ad8aae53fbe9f608b837f0737cbb1569a476b3da1a84db3d063c05141,"govern sidewall-angle work toward dimension recommendation drift, selected-annulus remapping, and interference-enhancement sensitivity",route winner as the primary question; score-board driven comparison; waiting for real experiments before simulation progress; collapsing ideal rectangle and trapezoid into one geometry,sidewall_angle_effect_on_recommendation_annulus_interference_not_route_winner
negative_contexts,reports/joint_interface_20260702/NODI_SIDEWALL_MAINLINE_REFOCUS_LOCK_NEGATIVE_CONTEXT_ROWS_20260702.csv,6bdad825da34224ce972366b07ec6a977fdf22f3cfbf468c2202cb0328cf6a1c,"govern sidewall-angle work toward dimension recommendation drift, selected-annulus remapping, and interference-enhancement sensitivity",route winner as the primary question; score-board driven comparison; waiting for real experiments before simulation progress; collapsing ideal rectangle and trapezoid into one geometry,sidewall_angle_effect_on_recommendation_annulus_interference_not_route_winner
forbidden_fields,reports/joint_interface_20260702/NODI_SIDEWALL_MAINLINE_REFOCUS_LOCK_FORBIDDEN_FIELD_ROWS_20260702.csv,f103ef96eefb72b1d01aab1f9c4846af3f465fe4f4b5009f6eda923aa36e50da,"govern sidewall-angle work toward dimension recommendation drift, selected-annulus remapping, and interference-enhancement sensitivity",route winner as the primary question; score-board driven comparison; waiting for real experiments before simulation progress; collapsing ideal rectangle and trapezoid into one geometry,sidewall_angle_effect_on_recommendation_annulus_interference_not_route_winner
alignment_checks,reports/joint_interface_20260702/NODI_SIDEWALL_MAINLINE_REFOCUS_LOCK_ALIGNMENT_CHECK_ROWS_20260702.csv,58de62120de1de82ceecb5d18e59ac91e1c5cc839bac25dbd4602c64d2f691fe,"govern sidewall-angle work toward dimension recommendation drift, selected-annulus remapping, and interference-enhancement sensitivity",route winner as the primary question; score-board driven comparison; waiting for real experiments before simulation progress; collapsing ideal rectangle and trapezoid into one geometry,sidewall_angle_effect_on_recommendation_annulus_interference_not_route_winner
source_lock,reports/joint_interface_20260702/NODI_SIDEWALL_MAINLINE_REFOCUS_LOCK_SOURCE_LOCK_20260702.csv,31ee750df575065695cdd013e71b8fc0f5e3fd831c8c1cfb82922b45e1b8d57b,"govern sidewall-angle work toward dimension recommendation drift, selected-annulus remapping, and interference-enhancement sensitivity",route winner as the primary question; score-board driven comparison; waiting for real experiments before simulation progress; collapsing ideal rectangle and trapezoid into one geometry,sidewall_angle_effect_on_recommendation_annulus_interference_not_route_winner
dirty_context,reports/joint_interface_20260702/NODI_SIDEWALL_MAINLINE_REFOCUS_LOCK_DIRTY_CONTEXT_20260702.csv,c6e9831ad057f511ee34860322d5ebd3faec1e7af7a7bcb25f7288865bb09f7c,"govern sidewall-angle work toward dimension recommendation drift, selected-annulus remapping, and interference-enhancement sensitivity",route winner as the primary question; score-board driven comparison; waiting for real experiments before simulation progress; collapsing ideal rectangle and trapezoid into one geometry,sidewall_angle_effect_on_recommendation_annulus_interference_not_route_winner
