artifact_id,path,sha256,allowed_use,blocked_use,claim_boundary
status,reports/joint_interface_20260702/NODI_COMSOL_V4_ALIGNMENT_EXTENSION_STATUS_20260702.json,11016c1c382d107ad61f41b1cb9d0a4ccbe8fa94bc577060d975fc90678be6a3,"extend the COMSOL V4 alignment into route-universe, readout/noise, physical-ceiling, wet/surface, and simulation state-machine bindings",silent clean-source assumption; direct production/fabrication promotion; route-universe grain collapse; bypassing readout/noise or physical-ceiling diagnostics,comsol_v4_bound_simulation_extension_dirty_source_aware
source_dependencies,reports/joint_interface_20260702/NODI_COMSOL_V4_ALIGNMENT_EXTENSION_SOURCE_DEPENDENCY_ROWS_20260702.csv,e07b8f402c5b9ebbd49b4517ead6128662cfc85543dbcddf89a2ef3c963b5667,"extend the COMSOL V4 alignment into route-universe, readout/noise, physical-ceiling, wet/surface, and simulation state-machine bindings",silent clean-source assumption; direct production/fabrication promotion; route-universe grain collapse; bypassing readout/noise or physical-ceiling diagnostics,comsol_v4_bound_simulation_extension_dirty_source_aware
route_universe_crosswalk,reports/joint_interface_20260702/NODI_COMSOL_V4_ALIGNMENT_EXTENSION_ROUTE_UNIVERSE_CROSSWALK_ROWS_20260702.csv,a04e7d9a860ae53917c148c41579b4f526347c8c945f5d2f5d843efea4615d61,"extend the COMSOL V4 alignment into route-universe, readout/noise, physical-ceiling, wet/surface, and simulation state-machine bindings",silent clean-source assumption; direct production/fabrication promotion; route-universe grain collapse; bypassing readout/noise or physical-ceiling diagnostics,comsol_v4_bound_simulation_extension_dirty_source_aware
readout_noise_binding,reports/joint_interface_20260702/NODI_COMSOL_V4_ALIGNMENT_EXTENSION_READOUT_NOISE_BINDING_ROWS_20260702.csv,f91dfe29b18876a736fbc2b423a2f237c2009d89a9dfdaac18eae17c05e4434b,"extend the COMSOL V4 alignment into route-universe, readout/noise, physical-ceiling, wet/surface, and simulation state-machine bindings",silent clean-source assumption; direct production/fabrication promotion; route-universe grain collapse; bypassing readout/noise or physical-ceiling diagnostics,comsol_v4_bound_simulation_extension_dirty_source_aware
wet_surface_binding,reports/joint_interface_20260702/NODI_COMSOL_V4_ALIGNMENT_EXTENSION_WET_SURFACE_V4_BINDING_ROWS_20260702.csv,eb15ab912c536ac815530e8aa03bed39d1c9adc1f8a40c3824d3674345573b31,"extend the COMSOL V4 alignment into route-universe, readout/noise, physical-ceiling, wet/surface, and simulation state-machine bindings",silent clean-source assumption; direct production/fabrication promotion; route-universe grain collapse; bypassing readout/noise or physical-ceiling diagnostics,comsol_v4_bound_simulation_extension_dirty_source_aware
state_machine,reports/joint_interface_20260702/NODI_COMSOL_V4_ALIGNMENT_EXTENSION_SIMULATION_STATE_MACHINE_ROWS_20260702.csv,6be493c3a35606e16509023b9e54af51363b1d308f33338b043c1170f56051b6,"extend the COMSOL V4 alignment into route-universe, readout/noise, physical-ceiling, wet/surface, and simulation state-machine bindings",silent clean-source assumption; direct production/fabrication promotion; route-universe grain collapse; bypassing readout/noise or physical-ceiling diagnostics,comsol_v4_bound_simulation_extension_dirty_source_aware
quarantine_guard,reports/joint_interface_20260702/NODI_COMSOL_V4_ALIGNMENT_EXTENSION_QUARANTINE_GUARD_ROWS_20260702.csv,f5eebffcc7203704cbaaf1cb1b0d32e8448c2006b2e4a5dd405d4732aa618e10,"extend the COMSOL V4 alignment into route-universe, readout/noise, physical-ceiling, wet/surface, and simulation state-machine bindings",silent clean-source assumption; direct production/fabrication promotion; route-universe grain collapse; bypassing readout/noise or physical-ceiling diagnostics,comsol_v4_bound_simulation_extension_dirty_source_aware
alignment_checks,reports/joint_interface_20260702/NODI_COMSOL_V4_ALIGNMENT_EXTENSION_ALIGNMENT_CHECK_ROWS_20260702.csv,f0920b2aa74e4f51d021be279076ee3c54f17a61b7185ca57483c9034344487d,"extend the COMSOL V4 alignment into route-universe, readout/noise, physical-ceiling, wet/surface, and simulation state-machine bindings",silent clean-source assumption; direct production/fabrication promotion; route-universe grain collapse; bypassing readout/noise or physical-ceiling diagnostics,comsol_v4_bound_simulation_extension_dirty_source_aware
report_json,reports/joint_interface_20260702/NODI_COMSOL_V4_ALIGNMENT_EXTENSION_REPORT_20260702.json,5368428e5e38a59471ab4330dee87fc20c6f4f511c4e3e2fc8ca94c416a461a7,"extend the COMSOL V4 alignment into route-universe, readout/noise, physical-ceiling, wet/surface, and simulation state-machine bindings",silent clean-source assumption; direct production/fabrication promotion; route-universe grain collapse; bypassing readout/noise or physical-ceiling diagnostics,comsol_v4_bound_simulation_extension_dirty_source_aware
master_report,reports/587_NODI_COMSOL_V4_ALIGNMENT_EXTENSION_20260702.md,39ff08bdac67f26df86606e500ed3106bd06c310b7f6036ae454ae4f9d7e0ebf,"extend the COMSOL V4 alignment into route-universe, readout/noise, physical-ceiling, wet/surface, and simulation state-machine bindings",silent clean-source assumption; direct production/fabrication promotion; route-universe grain collapse; bypassing readout/noise or physical-ceiling diagnostics,comsol_v4_bound_simulation_extension_dirty_source_aware
manifest,reports/joint_interface_20260702/NODI_COMSOL_V4_ALIGNMENT_EXTENSION_MANIFEST_20260702.csv,SELF_MANIFEST_NOT_SELF_HASHED_BY_DESIGN,"extend the COMSOL V4 alignment into route-universe, readout/noise, physical-ceiling, wet/surface, and simulation state-machine bindings",silent clean-source assumption; direct production/fabrication promotion; route-universe grain collapse; bypassing readout/noise or physical-ceiling diagnostics,comsol_v4_bound_simulation_extension_dirty_source_aware
