source_id,path,exists,sha256,allowed_use,blocked_use,claim_boundary
geometry_dimension_rows_589,reports/joint_interface_20260702/NODI_SIDEWALL_GEOMETRY_EFFECTS_IMPACT_MATRIX_DIMENSION_RECOMMENDATION_DRIFT_ROWS_20260702.csv,true,df6fd397bb9e96d41379532528e1e4de5cce86934bda6f00e726ffd02a9996a6,"answer sidewall-angle impact on NODI dimension windows, selected-annulus range, and interference/response sensitivity from simulation artifacts","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",sidewall_dimension_annulus_interference_synthesis_not_selection_not_probability
geometry_annulus_rows_589,reports/joint_interface_20260702/NODI_SIDEWALL_GEOMETRY_EFFECTS_IMPACT_MATRIX_SELECTED_ANNULUS_REMAP_ROWS_20260702.csv,true,13197d52f1b85987d721a41f8ae8ac4e04620f7d751b83dbd03f2f9dab26849b,"answer sidewall-angle impact on NODI dimension windows, selected-annulus range, and interference/response sensitivity from simulation artifacts","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",sidewall_dimension_annulus_interference_synthesis_not_selection_not_probability
geometry_response_rows_589,reports/joint_interface_20260702/NODI_SIDEWALL_GEOMETRY_EFFECTS_IMPACT_MATRIX_INTERFERENCE_RESPONSE_SENSITIVITY_ROWS_20260702.csv,true,31881ceadaa085362a272c34a398533d1739fb4ca7eb1426ae6ed17b2db9e2d7,"answer sidewall-angle impact on NODI dimension windows, selected-annulus range, and interference/response sensitivity from simulation artifacts","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",sidewall_dimension_annulus_interference_synthesis_not_selection_not_probability
multiwidth_dimension_rows_590,reports/joint_interface_20260702/NODI_SIDEWALL_MULTIWIDTH_RESPONSE_EXPANSION_DIMENSION_WINDOW_ROWS_20260702.csv,true,14f34c12e836596f12a8a96ec2e17fc1bcb4c4d2ca7ff8372c2d10007c4af60c,"answer sidewall-angle impact on NODI dimension windows, selected-annulus range, and interference/response sensitivity from simulation artifacts","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",sidewall_dimension_annulus_interference_synthesis_not_selection_not_probability
multiwidth_annulus_rows_590,reports/joint_interface_20260702/NODI_SIDEWALL_MULTIWIDTH_RESPONSE_EXPANSION_SELECTED_ANNULUS_EXPANSION_ROWS_20260702.csv,true,f567e0f70349e1813fe2dd2bac88f0225f5dcda3bb700cdfe040b48472dbe1c3,"answer sidewall-angle impact on NODI dimension windows, selected-annulus range, and interference/response sensitivity from simulation artifacts","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",sidewall_dimension_annulus_interference_synthesis_not_selection_not_probability
multiwidth_response_rows_590,reports/joint_interface_20260702/NODI_SIDEWALL_MULTIWIDTH_RESPONSE_EXPANSION_TRAPEZOID_LOCAL_RESPONSE_BIN_ROWS_20260702.csv,true,c0fc7d9d39c7c473c996ebc7d7f5cb24c4499fe4fdafff2386f394f4618df8ff,"answer sidewall-angle impact on NODI dimension windows, selected-annulus range, and interference/response sensitivity from simulation artifacts","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",sidewall_dimension_annulus_interference_synthesis_not_selection_not_probability
bounded_event_rows_591,reports/joint_interface_20260702/NODI_SIDEWALL_BOUNDED_EVENT_SHARDS_EVENT_SHARD_ROWS_20260702.csv,true,5a608c9fa4f154cf630dbfc4c65ef5946339fd21dd53f9f592e39c9c6c5aecff,"answer sidewall-angle impact on NODI dimension windows, selected-annulus range, and interference/response sensitivity from simulation artifacts","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",sidewall_dimension_annulus_interference_synthesis_not_selection_not_probability
bounded_delta_rows_591,reports/joint_interface_20260702/NODI_SIDEWALL_BOUNDED_EVENT_SHARDS_PAIRED_DELTA_ROWS_20260702.csv,true,5a7c6a114cfbf784abf9092666babb5adb85de30b280e8c4b087a8ec80267d5c,"answer sidewall-angle impact on NODI dimension windows, selected-annulus range, and interference/response sensitivity from simulation artifacts","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",sidewall_dimension_annulus_interference_synthesis_not_selection_not_probability
prs_sidewall_candidate_rows_592,reports/joint_interface_20260702/NODI_SIDEWALL_PRS_V2_CANDIDATE_FROM_BOUNDED_SHARDS_CANDIDATE_ROWS_20260702.csv,true,a1884d4fd966e1d3b07538c0ed6e750e76a4d855dde822915879cea695082c7e,"answer sidewall-angle impact on NODI dimension windows, selected-annulus range, and interference/response sensitivity from simulation artifacts","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",sidewall_dimension_annulus_interference_synthesis_not_selection_not_probability
prs_sidewall_delta_rows_592,reports/joint_interface_20260702/NODI_SIDEWALL_PRS_V2_CANDIDATE_FROM_BOUNDED_SHARDS_DELTA_CONTEXT_ROWS_20260702.csv,true,2c4171d9e9dcc0283ebab4e8e60c6c5dd438e127571db583a80d7b505f6aebc0,"answer sidewall-angle impact on NODI dimension windows, selected-annulus range, and interference/response sensitivity from simulation artifacts","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",sidewall_dimension_annulus_interference_synthesis_not_selection_not_probability
