audit_schema_version,audit_run_id,audit_generated_at,source_v1_library_id,source_v1_library_path,source_v1_library_sha256,source_v2_closure_id,candidate_id,candidate_source,route_role_initial,route_role_final,final_audit_decision,wavelength_nm,width_nm,depth_nm,route_key,comparison_stratum,ranking_participation,particle_panel_summary_id,missing_v1_reason,aggregation_scope,aggregation_particle_family,aggregation_particle_filter_id,aggregation_weighting_id,aggregation_metric_id,aggregation_quantile,anchor_particles_included,contaminants_included_in_route_score,v1_scalar_score,v1_scalar_rank_in_stratum,v1_scalar_rank_percentile_in_stratum,v1_output_claim_level,v1_field_coordinate_measure,v1_operator_route,v1_detector_field_units,v1_bfp_to_angle_jacobian_applied,bfp_roi_score,bfp_roi_cross_term_proxy,bfp_roi_self_term_proxy,bfp_roi_rank_percentile_in_stratum,audit_bfp_jacobian_applied,audit_bfp_jacobian_source_id,audit_bfp_jacobian_formula_id,audit_bfp_jacobian_unit_test_status,tsuyama_signal_score,tsuyama_signal_rank_percentile_in_stratum,tsuyama_tolerance_profile_id,tsuyama_geometry_relation,tsuyama_phase_filter_unit_test_status,noise_pass_criterion_id,noise_applicable_scenario_count,noise_pass_fraction,noise_max_abs_percentile_delta_vs_nominal,ev_pass_criterion_id,ev_polydispersity_pass_fraction_proxy,ev_sample_profile_id,ev_sample_profile_resolved,ev_sample_profile_min_risk_label,contaminant_pass_fraction,contaminant_utilized_in_risk_policy,contaminant_risk_label,coincidence_event_overlap_proxy_definition,coincidence_event_overlap_proxy_label,selected_annulus_lane_status,selected_annulus_boundary_policy,selected_annulus_replaces_all_crossing_ranking,selected_annulus_primary_gate_switch_blocked,selected_annulus_main_control_reversal,rank_inversion_flag,rank_inversion_severity,rank_inversion_reason_codes,required_next_artifact,required_next_artifact_priority,required_next_artifact_blocks,calibrated_snr_claim_allowed,absolute_lod_claim_allowed,true_ev_concentration_claim_allowed,biological_specificity_claim_allowed,detector_voltage_prediction_claim_allowed,main_660_redefinition_authorized
post_v2_mandatory_audit_v1,post_v2_mandatory_relative_audit_P0b,deterministic_from_source_artifacts,v1_full_grid_32032_existing_single_summary_csv,results/ev_design_full_range_biomimetic_exosome_with_anchors_10000e_summary.csv,f7455efd4c4a48c817f9078a19f40b24668ac433ba7673a6352f35af55309d2c,ev_nodi_realism_v2_no_measured_data_closure,v1_route_404_W500_D500,v1_unique_route_aggregate,context_route,surrogate_sensitive_not_promoted,surrogate_sensitive_not_promoted,404,500,500,404/W500/D500,all_ranked_routes,ranked,404/W500/D500,,unique_route,EV_sEV,ev_prior_only_excludes_gold_anchors,unweighted_ev_prior_rows,v1_scalar_score_relative_engineering,p10,False,False,-0.5129847905283019,454,0.20665499124343256,engineering_ranking,theta_phi_surrogate,pupil_slit_surrogate,arbitrary_relative_field_units,False,-2.1255714827474934,-25.036562520479485,0.06335255457087599,0.47110332749562167,True,closed_form_direction_cosine_solid_angle_weight_v1,dOmega_du_dv_eq_1_over_sqrt_1_minus_u2_minus_v2,pass,-0.7893918250248102,0.6637478108581436,tsuyama_signed_phase_relative_v1_tight_no_measured_data,extrapolated_geometry,pass,relative_rank_percentile_stability_vs_nominal_v1,8,1.0,0.10420315236427324,relative_ev_prior_stability_and_engineering_gate_floor_v1,0.9,unknown,True,medium,0.0,True,high,relative_proxy_from_event_doublet_or_overlap_risk_no_count_or_concentration_claim,non_fragile,lane_unavailable_v1,unchanged_v1_0p5_0p8_parallel_lens_only,False,True,False,True,major,BFP.RANK_SHIFT_MAJOR,fullwave_spot_check,P1,tsuyama_extrapolated_geometry_clean_main_support,False,False,False,False,False,False
post_v2_mandatory_audit_v1,post_v2_mandatory_relative_audit_P0b,deterministic_from_source_artifacts,v1_full_grid_32032_existing_single_summary_csv,results/ev_design_full_range_biomimetic_exosome_with_anchors_10000e_summary.csv,f7455efd4c4a48c817f9078a19f40b24668ac433ba7673a6352f35af55309d2c,ev_nodi_realism_v2_no_measured_data_closure,v1_route_404_W500_D550,v1_unique_route_aggregate,context_route,surrogate_sensitive_not_promoted,surrogate_sensitive_not_promoted,404,500,550,404/W500/D550,all_ranked_routes,ranked,404/W500/D550,,unique_route,EV_sEV,ev_prior_only_excludes_gold_anchors,unweighted_ev_prior_rows,v1_scalar_score_relative_engineering,p10,False,False,-0.4183263229336275,390,0.318739054290718,engineering_ranking,theta_phi_surrogate,pupil_slit_surrogate,arbitrary_relative_field_units,False,-2.6578088352204885,-28.252404428856646,0.06355274289423117,0.4115586690017513,True,closed_form_direction_cosine_solid_angle_weight_v1,dOmega_du_dv_eq_1_over_sqrt_1_minus_u2_minus_v2,pass,-0.8419026561545827,0.5866900175131349,tsuyama_signed_phase_relative_v1_tight_no_measured_data,extrapolated_geometry,pass,relative_rank_percentile_stability_vs_nominal_v1,8,1.0,0.0017513134851138146,relative_ev_prior_stability_and_engineering_gate_floor_v1,0.9,unknown,True,medium,0.0,True,high,relative_proxy_from_event_doublet_or_overlap_risk_no_count_or_concentration_claim,non_fragile,lane_unavailable_v1,unchanged_v1_0p5_0p8_parallel_lens_only,False,True,False,False,minor,,fullwave_spot_check,P1,tsuyama_extrapolated_geometry_clean_main_support,False,False,False,False,False,False
post_v2_mandatory_audit_v1,post_v2_mandatory_relative_audit_P0b,deterministic_from_source_artifacts,v1_full_grid_32032_existing_single_summary_csv,results/ev_design_full_range_biomimetic_exosome_with_anchors_10000e_summary.csv,f7455efd4c4a48c817f9078a19f40b24668ac433ba7673a6352f35af55309d2c,ev_nodi_realism_v2_no_measured_data_closure,v1_route_404_W500_D600,v1_unique_route_aggregate,context_route,surrogate_sensitive_not_promoted,surrogate_sensitive_not_promoted,404,500,600,404/W500/D600,all_ranked_routes,ranked,404/W500/D600,,unique_route,EV_sEV,ev_prior_only_excludes_gold_anchors,unweighted_ev_prior_rows,v1_scalar_score_relative_engineering,p10,False,False,-0.32607616649042565,238,0.584938704028021,engineering_ranking,theta_phi_surrogate,pupil_slit_surrogate,arbitrary_relative_field_units,False,-3.325056304598219,-31.443206361540852,0.0637330115985444,0.33274956217162877,True,closed_form_direction_cosine_solid_angle_weight_v1,dOmega_du_dv_eq_1_over_sqrt_1_minus_u2_minus_v2,pass,-0.8874492907550948,0.49036777583187385,tsuyama_signed_phase_relative_v1_tight_no_measured_data,extrapolated_geometry,pass,relative_rank_percentile_stability_vs_nominal_v1,8,1.0,0.0,relative_ev_prior_stability_and_engineering_gate_floor_v1,0.9,unknown,True,medium,0.0,True,high,relative_proxy_from_event_doublet_or_overlap_risk_no_count_or_concentration_claim,non_fragile,lane_unavailable_v1,unchanged_v1_0p5_0p8_parallel_lens_only,False,True,False,True,major,BFP.RANK_SHIFT_MAJOR,fullwave_spot_check,P1,tsuyama_extrapolated_geometry_clean_main_support,False,False,False,False,False,False
post_v2_mandatory_audit_v1,post_v2_mandatory_relative_audit_P0b,deterministic_from_source_artifacts,v1_full_grid_32032_existing_single_summary_csv,results/ev_design_full_range_biomimetic_exosome_with_anchors_10000e_summary.csv,f7455efd4c4a48c817f9078a19f40b24668ac433ba7673a6352f35af55309d2c,ev_nodi_realism_v2_no_measured_data_closure,v1_route_404_W500_D650,v1_unique_route_aggregate,context_route,surrogate_sensitive_not_promoted,surrogate_sensitive_not_promoted,404,500,650,404/W500/D650,all_ranked_routes,ranked,404/W500/D650,,unique_route,EV_sEV,ev_prior_only_excludes_gold_anchors,unweighted_ev_prior_rows,v1_scalar_score_relative_engineering,p10,False,False,-0.3105066381772204,203,0.6462346760070052,engineering_ranking,theta_phi_surrogate,pupil_slit_surrogate,arbitrary_relative_field_units,False,-3.9952968473602746,-34.56897490033536,0.06389647592810441,0.24868651488616467,True,closed_form_direction_cosine_solid_angle_weight_v1,dOmega_du_dv_eq_1_over_sqrt_1_minus_u2_minus_v2,pass,-0.9256549682682398,0.4133099824868651,tsuyama_signed_phase_relative_v1_tight_no_measured_data,extrapolated_geometry,pass,relative_rank_percentile_stability_vs_nominal_v1,8,1.0,0.0017513134851138146,relative_ev_prior_stability_and_engineering_gate_floor_v1,0.9,unknown,True,medium,0.0,True,high,relative_proxy_from_event_doublet_or_overlap_risk_no_count_or_concentration_claim,non_fragile,lane_unavailable_v1,unchanged_v1_0p5_0p8_parallel_lens_only,False,True,False,True,major,BFP.RANK_SHIFT_MAJOR,fullwave_spot_check,P1,tsuyama_extrapolated_geometry_clean_main_support,False,False,False,False,False,False
post_v2_mandatory_audit_v1,post_v2_mandatory_relative_audit_P0b,deterministic_from_source_artifacts,v1_full_grid_32032_existing_single_summary_csv,results/ev_design_full_range_biomimetic_exosome_with_anchors_10000e_summary.csv,f7455efd4c4a48c817f9078a19f40b24668ac433ba7673a6352f35af55309d2c,ev_nodi_realism_v2_no_measured_data_closure,v1_route_404_W500_D700,v1_unique_route_aggregate,context_route,surrogate_sensitive_not_promoted,surrogate_sensitive_not_promoted,404,500,700,404/W500/D700,all_ranked_routes,ranked,404/W500/D700,,unique_route,EV_sEV,ev_prior_only_excludes_gold_anchors,unweighted_ev_prior_rows,v1_scalar_score_relative_engineering,p10,False,False,-0.29460850836847075,181,0.6847635726795096,engineering_ranking,theta_phi_surrogate,pupil_slit_surrogate,arbitrary_relative_field_units,False,-4.718145681229553,-37.59066153588669,0.06404559660133595,0.17338003502626975,True,closed_form_direction_cosine_solid_angle_weight_v1,dOmega_du_dv_eq_1_over_sqrt_1_minus_u2_minus_v2,pass,-0.9562036523389948,0.29772329246935203,tsuyama_signed_phase_relative_v1_tight_no_measured_data,extrapolated_geometry,pass,relative_rank_percentile_stability_vs_nominal_v1,8,1.0,0.0,relative_ev_prior_stability_and_engineering_gate_floor_v1,0.9,unknown,True,medium,0.0,True,high,relative_proxy_from_event_doublet_or_overlap_risk_no_count_or_concentration_claim,non_fragile,lane_unavailable_v1,unchanged_v1_0p5_0p8_parallel_lens_only,False,True,False,True,major,BFP.RANK_SHIFT_MAJOR,fullwave_spot_check,P1,tsuyama_extrapolated_geometry_clean_main_support,False,False,False,False,False,False
post_v2_mandatory_audit_v1,post_v2_mandatory_relative_audit_P0b,deterministic_from_source_artifacts,v1_full_grid_32032_existing_single_summary_csv,results/ev_design_full_range_biomimetic_exosome_with_anchors_10000e_summary.csv,f7455efd4c4a48c817f9078a19f40b24668ac433ba7673a6352f35af55309d2c,ev_nodi_realism_v2_no_measured_data_closure,v1_route_404_W500_D800,v1_unique_route_aggregate,context_route,surrogate_sensitive_not_promoted,surrogate_sensitive_not_promoted,404,500,800,404/W500/D800,all_ranked_routes,ranked,404/W500/D800,,unique_route,EV_sEV,ev_prior_only_excludes_gold_anchors,unweighted_ev_prior_rows,v1_scalar_score_relative_engineering,p10,False,False,-0.3306328841136031,247,0.5691768826619965,engineering_ranking,theta_phi_surrogate,pupil_slit_surrogate,arbitrary_relative_field_units,False,-6.200046205096917,-43.15727426298268,0.06424391775465196,0.07530647985989491,True,closed_form_direction_cosine_solid_angle_weight_v1,dOmega_du_dv_eq_1_over_sqrt_1_minus_u2_minus_v2,pass,-0.9933846772809756,0.14360770577933446,tsuyama_signed_phase_relative_v1_tight_no_measured_data,extrapolated_geometry,pass,relative_rank_percentile_stability_vs_nominal_v1,8,1.0,0.0,relative_ev_prior_stability_and_engineering_gate_floor_v1,0.9,unknown,True,medium,0.0,True,high,relative_proxy_from_event_doublet_or_overlap_risk_no_count_or_concentration_claim,non_fragile,lane_unavailable_v1,unchanged_v1_0p5_0p8_parallel_lens_only,False,True,False,True,major,BFP.RANK_SHIFT_MAJOR,fullwave_spot_check,P1,tsuyama_extrapolated_geometry_clean_main_support,False,False,False,False,False,False
post_v2_mandatory_audit_v1,post_v2_mandatory_relative_audit_P0b,deterministic_from_source_artifacts,v1_full_grid_32032_existing_single_summary_csv,results/ev_design_full_range_biomimetic_exosome_with_anchors_10000e_summary.csv,f7455efd4c4a48c817f9078a19f40b24668ac433ba7673a6352f35af55309d2c,ev_nodi_realism_v2_no_measured_data_closure,v1_route_404_W500_D900,v1_unique_route_aggregate,context_route,surrogate_sensitive_not_promoted,surrogate_sensitive_not_promoted,404,500,900,404/W500/D900,all_ranked_routes,ranked,404/W500/D900,,unique_route,EV_sEV,ev_prior_only_excludes_gold_anchors,unweighted_ev_prior_rows,v1_scalar_score_relative_engineering,p10,False,False,-0.3353350753751476,258,0.5499124343257443,engineering_ranking,theta_phi_surrogate,pupil_slit_surrogate,arbitrary_relative_field_units,False,-7.591753702576563,-47.85543372632493,0.06434944256860835,0.03327495621716292,True,closed_form_direction_cosine_solid_angle_weight_v1,dOmega_du_dv_eq_1_over_sqrt_1_minus_u2_minus_v2,pass,-0.9977646678889053,0.06654991243432573,tsuyama_signed_phase_relative_v1_tight_no_measured_data,extrapolated_geometry,pass,relative_rank_percentile_stability_vs_nominal_v1,8,1.0,0.0,relative_ev_prior_stability_and_engineering_gate_floor_v1,0.9,unknown,True,medium,0.0,True,high,relative_proxy_from_event_doublet_or_overlap_risk_no_count_or_concentration_claim,non_fragile,lane_unavailable_v1,unchanged_v1_0p5_0p8_parallel_lens_only,False,True,False,True,major,BFP.RANK_SHIFT_MAJOR,fullwave_spot_check,P1,tsuyama_extrapolated_geometry_clean_main_support,False,False,False,False,False,False
post_v2_mandatory_audit_v1,post_v2_mandatory_relative_audit_P0b,deterministic_from_source_artifacts,v1_full_grid_32032_existing_single_summary_csv,results/ev_design_full_range_biomimetic_exosome_with_anchors_10000e_summary.csv,f7455efd4c4a48c817f9078a19f40b24668ac433ba7673a6352f35af55309d2c,ev_nodi_realism_v2_no_measured_data_closure,v1_route_404_W500_D1000,v1_unique_route_aggregate,context_route,surrogate_sensitive_not_promoted,surrogate_sensitive_not_promoted,404,500,1000,404/W500/D1000,all_ranked_routes,ranked,404/W500/D1000,,unique_route,EV_sEV,ev_prior_only_excludes_gold_anchors,unweighted_ev_prior_rows,v1_scalar_score_relative_engineering,p10,False,False,-0.33477556718291984,256,0.553415061295972,engineering_ranking,theta_phi_surrogate,pupil_slit_surrogate,arbitrary_relative_field_units,False,-8.712231619515203,-51.46427315229084,0.06443834430825894,0.010507880910682998,True,closed_form_direction_cosine_solid_angle_weight_v1,dOmega_du_dv_eq_1_over_sqrt_1_minus_u2_minus_v2,pass,-0.9691989991996662,0.27845884413309985,tsuyama_signed_phase_relative_v1_tight_no_measured_data,extrapolated_geometry,pass,relative_rank_percentile_stability_vs_nominal_v1,8,1.0,0.003502626970227629,relative_ev_prior_stability_and_engineering_gate_floor_v1,0.9,unknown,True,medium,0.0,True,high,relative_proxy_from_event_doublet_or_overlap_risk_no_count_or_concentration_claim,non_fragile,lane_unavailable_v1,unchanged_v1_0p5_0p8_parallel_lens_only,False,True,False,True,major,BFP.RANK_SHIFT_MAJOR,fullwave_spot_check,P1,tsuyama_extrapolated_geometry_clean_main_support,False,False,False,False,False,False
post_v2_mandatory_audit_v1,post_v2_mandatory_relative_audit_P0b,deterministic_from_source_artifacts,v1_full_grid_32032_existing_single_summary_csv,results/ev_design_full_range_biomimetic_exosome_with_anchors_10000e_summary.csv,f7455efd4c4a48c817f9078a19f40b24668ac433ba7673a6352f35af55309d2c,ev_nodi_realism_v2_no_measured_data_closure,v1_route_404_W500_D1100,v1_unique_route_aggregate,context_route,surrogate_sensitive_not_promoted,surrogate_sensitive_not_promoted,404,500,1100,404/W500/D1100,all_ranked_routes,ranked,404/W500/D1100,,unique_route,EV_sEV,ev_prior_only_excludes_gold_anchors,unweighted_ev_prior_rows,v1_scalar_score_relative_engineering,p10,False,False,-0.3409743486543199,267,0.5341506129597198,engineering_ranking,theta_phi_surrogate,pupil_slit_surrogate,arbitrary_relative_field_units,False,-9.457883518158082,-53.805884643970884,0.06451413940609045,0.003502626970227629,True,closed_form_direction_cosine_solid_angle_weight_v1,dOmega_du_dv_eq_1_over_sqrt_1_minus_u2_minus_v2,pass,-0.9086308944186086,0.4325744308231173,tsuyama_signed_phase_relative_v1_tight_no_measured_data,extrapolated_geometry,pass,relative_rank_percentile_stability_vs_nominal_v1,8,1.0,0.0,relative_ev_prior_stability_and_engineering_gate_floor_v1,0.9,unknown,True,medium,0.0,True,high,relative_proxy_from_event_doublet_or_overlap_risk_no_count_or_concentration_claim,non_fragile,lane_unavailable_v1,unchanged_v1_0p5_0p8_parallel_lens_only,False,True,False,True,major,BFP.RANK_SHIFT_MAJOR,fullwave_spot_check,P1,tsuyama_extrapolated_geometry_clean_main_support,False,False,False,False,False,False
post_v2_mandatory_audit_v1,post_v2_mandatory_relative_audit_P0b,deterministic_from_source_artifacts,v1_full_grid_32032_existing_single_summary_csv,results/ev_design_full_range_biomimetic_exosome_with_anchors_10000e_summary.csv,f7455efd4c4a48c817f9078a19f40b24668ac433ba7673a6352f35af55309d2c,ev_nodi_realism_v2_no_measured_data_closure,v1_route_404_W500_D1200,v1_unique_route_aggregate,context_route,surrogate_sensitive_not_promoted,surrogate_sensitive_not_promoted,404,500,1200,404/W500/D1200,all_ranked_routes,ranked,404/W500/D1200,,unique_route,EV_sEV,ev_prior_only_excludes_gold_anchors,unweighted_ev_prior_rows,v1_scalar_score_relative_engineering,p10,False,False,-0.35089962578208145,291,0.4921190893169878,engineering_ranking,theta_phi_surrogate,pupil_slit_surrogate,arbitrary_relative_field_units,False,-9.766123892736001,-54.76627628614413,0.06457943780698497,0.0,True,closed_form_direction_cosine_solid_angle_weight_v1,dOmega_du_dv_eq_1_over_sqrt_1_minus_u2_minus_v2,pass,-0.8180602801903729,0.6444833625218914,tsuyama_signed_phase_relative_v1_tight_no_measured_data,extrapolated_geometry,pass,relative_rank_percentile_stability_vs_nominal_v1,8,1.0,0.0,relative_ev_prior_stability_and_engineering_gate_floor_v1,0.9,unknown,True,medium,0.0,True,high,relative_proxy_from_event_doublet_or_overlap_risk_no_count_or_concentration_claim,non_fragile,lane_unavailable_v1,unchanged_v1_0p5_0p8_parallel_lens_only,False,True,False,True,major,BFP.RANK_SHIFT_MAJOR,fullwave_spot_check,P1,tsuyama_extrapolated_geometry_clean_main_support,False,False,False,False,False,False
post_v2_mandatory_audit_v1,post_v2_mandatory_relative_audit_P0b,deterministic_from_source_artifacts,v1_full_grid_32032_existing_single_summary_csv,results/ev_design_full_range_biomimetic_exosome_with_anchors_10000e_summary.csv,f7455efd4c4a48c817f9078a19f40b24668ac433ba7673a6352f35af55309d2c,ev_nodi_realism_v2_no_measured_data_closure,v1_route_404_W500_D1300,v1_unique_route_aggregate,context_route,surrogate_sensitive_not_promoted,surrogate_sensitive_not_promoted,404,500,1300,404/W500/D1300,all_ranked_routes,ranked,404/W500/D1300,,unique_route,EV_sEV,ev_prior_only_excludes_gold_anchors,unweighted_ev_prior_rows,v1_scalar_score_relative_engineering,p10,False,False,-0.3452064141012109,276,0.5183887915936953,engineering_ranking,theta_phi_surrogate,pupil_slit_surrogate,arbitrary_relative_field_units,False,-9.504340480784425,-54.29980165016646,0.06463621338117158,0.0017513134851138146,True,closed_form_direction_cosine_solid_angle_weight_v1,dOmega_du_dv_eq_1_over_sqrt_1_minus_u2_minus_v2,pass,-0.7004777500834929,0.8178633975481611,tsuyama_signed_phase_relative_v1_tight_no_measured_data,extrapolated_geometry,pass,relative_rank_percentile_stability_vs_nominal_v1,8,1.0,0.0,relative_ev_prior_stability_and_engineering_gate_floor_v1,0.9,unknown,True,medium,0.0,True,high,relative_proxy_from_event_doublet_or_overlap_risk_no_count_or_concentration_claim,non_fragile,lane_unavailable_v1,unchanged_v1_0p5_0p8_parallel_lens_only,False,True,False,True,major,BFP.RANK_SHIFT_MAJOR,fullwave_spot_check,P1,tsuyama_extrapolated_geometry_clean_main_support,False,False,False,False,False,False
post_v2_mandatory_audit_v1,post_v2_mandatory_relative_audit_P0b,deterministic_from_source_artifacts,v1_full_grid_32032_existing_single_summary_csv,results/ev_design_full_range_biomimetic_exosome_with_anchors_10000e_summary.csv,f7455efd4c4a48c817f9078a19f40b24668ac433ba7673a6352f35af55309d2c,ev_nodi_realism_v2_no_measured_data_closure,v1_route_404_W500_D1400,v1_unique_route_aggregate,context_route,surrogate_sensitive_not_promoted,surrogate_sensitive_not_promoted,404,500,1400,404/W500/D1400,all_ranked_routes,ranked,404/W500/D1400,,unique_route,EV_sEV,ev_prior_only_excludes_gold_anchors,unweighted_ev_prior_rows,v1_scalar_score_relative_engineering,p10,False,False,-0.34776552290681384,282,0.5078809106830122,engineering_ranking,theta_phi_surrogate,pupil_slit_surrogate,arbitrary_relative_field_units,False,-8.767347581062262,-52.429959689289106,0.06468598393266649,0.008756567425569184,True,closed_form_direction_cosine_solid_angle_weight_v1,dOmega_du_dv_eq_1_over_sqrt_1_minus_u2_minus_v2,pass,-0.5597658167794375,0.9527145359019265,tsuyama_signed_phase_relative_v1_tight_no_measured_data,extrapolated_geometry,pass,relative_rank_percentile_stability_vs_nominal_v1,8,1.0,0.0,relative_ev_prior_stability_and_engineering_gate_floor_v1,0.9,unknown,True,medium,0.0,True,high,relative_proxy_from_event_doublet_or_overlap_risk_no_count_or_concentration_claim,non_fragile,lane_unavailable_v1,unchanged_v1_0p5_0p8_parallel_lens_only,False,True,False,True,major,BFP.RANK_SHIFT_MAJOR,fullwave_spot_check,P1,tsuyama_extrapolated_geometry_clean_main_support,False,False,False,False,False,False
post_v2_mandatory_audit_v1,post_v2_mandatory_relative_audit_P0b,deterministic_from_source_artifacts,v1_full_grid_32032_existing_single_summary_csv,results/ev_design_full_range_biomimetic_exosome_with_anchors_10000e_summary.csv,f7455efd4c4a48c817f9078a19f40b24668ac433ba7673a6352f35af55309d2c,ev_nodi_realism_v2_no_measured_data_closure,v1_route_404_W500_D1500,v1_unique_route_aggregate,context_route,surrogate_sensitive_not_promoted,surrogate_sensitive_not_promoted,404,500,1500,404/W500/D1500,all_ranked_routes,ranked,404/W500/D1500,,unique_route,EV_sEV,ev_prior_only_excludes_gold_anchors,unweighted_ev_prior_rows,v1_scalar_score_relative_engineering,p10,False,False,-0.3539575940995252,296,0.4833625218914186,engineering_ranking,theta_phi_surrogate,pupil_slit_surrogate,arbitrary_relative_field_units,False,-7.6870682994997654,-49.246640403717606,0.06472993394919954,0.02977232924693518,True,closed_form_direction_cosine_solid_angle_weight_v1,dOmega_du_dv_eq_1_over_sqrt_1_minus_u2_minus_v2,pass,-0.40057071356635315,0.9912434325744308,tsuyama_signed_phase_relative_v1_tight_no_measured_data,extrapolated_geometry,pass,relative_rank_percentile_stability_vs_nominal_v1,8,1.0,0.0,relative_ev_prior_stability_and_engineering_gate_floor_v1,0.9,unknown,True,medium,0.0,True,high,relative_proxy_from_event_doublet_or_overlap_risk_no_count_or_concentration_claim,non_fragile,lane_unavailable_v1,unchanged_v1_0p5_0p8_parallel_lens_only,False,True,False,True,major,BFP.RANK_SHIFT_MAJOR,fullwave_spot_check,P1,tsuyama_extrapolated_geometry_clean_main_support,False,False,False,False,False,False
post_v2_mandatory_audit_v1,post_v2_mandatory_relative_audit_P0b,deterministic_from_source_artifacts,v1_full_grid_32032_existing_single_summary_csv,results/ev_design_full_range_biomimetic_exosome_with_anchors_10000e_summary.csv,f7455efd4c4a48c817f9078a19f40b24668ac433ba7673a6352f35af55309d2c,ev_nodi_realism_v2_no_measured_data_closure,v1_route_404_W600_D500,v1_unique_route_aggregate,context_route,surrogate_sensitive_not_promoted,surrogate_sensitive_not_promoted,404,600,500,404/W600/D500,all_ranked_routes,ranked,404/W600/D500,,unique_route,EV_sEV,ev_prior_only_excludes_gold_anchors,unweighted_ev_prior_rows,v1_scalar_score_relative_engineering,p10,False,False,-0.642210840989734,497,0.13134851138353765,engineering_ranking,theta_phi_surrogate,pupil_slit_surrogate,arbitrary_relative_field_units,False,-1.4913916217034042,-21.986346818211604,0.06557108276418164,0.5691768826619965,True,closed_form_direction_cosine_solid_angle_weight_v1,dOmega_du_dv_eq_1_over_sqrt_1_minus_u2_minus_v2,pass,-0.7893918250248102,0.6637478108581436,tsuyama_signed_phase_relative_v1_tight_no_measured_data,extrapolated_geometry,pass,relative_rank_percentile_stability_vs_nominal_v1,8,1.0,0.028021015761821366,relative_ev_prior_stability_and_engineering_gate_floor_v1,0.9,unknown,True,medium,0.0,True,high,relative_proxy_from_event_doublet_or_overlap_risk_no_count_or_concentration_claim,non_fragile,lane_unavailable_v1,unchanged_v1_0p5_0p8_parallel_lens_only,False,True,False,True,major,BFP.RANK_SHIFT_MAJOR,fullwave_spot_check,P1,tsuyama_extrapolated_geometry_clean_main_support,False,False,False,False,False,False
post_v2_mandatory_audit_v1,post_v2_mandatory_relative_audit_P0b,deterministic_from_source_artifacts,v1_full_grid_32032_existing_single_summary_csv,results/ev_design_full_range_biomimetic_exosome_with_anchors_10000e_summary.csv,f7455efd4c4a48c817f9078a19f40b24668ac433ba7673a6352f35af55309d2c,ev_nodi_realism_v2_no_measured_data_closure,v1_route_404_W600_D550,v1_unique_route_aggregate,context_route,surrogate_sensitive_not_promoted,surrogate_sensitive_not_promoted,404,600,550,404/W600/D550,all_ranked_routes,ranked,404/W600/D550,,unique_route,EV_sEV,ev_prior_only_excludes_gold_anchors,unweighted_ev_prior_rows,v1_scalar_score_relative_engineering,p10,False,False,-0.5009842414265346,449,0.21541155866900175,engineering_ranking,theta_phi_surrogate,pupil_slit_surrogate,arbitrary_relative_field_units,False,-1.8730990498411049,-24.908786761479583,0.06573872890180761,0.5061295971978984,True,closed_form_direction_cosine_solid_angle_weight_v1,dOmega_du_dv_eq_1_over_sqrt_1_minus_u2_minus_v2,pass,-0.8419026561545827,0.5866900175131349,tsuyama_signed_phase_relative_v1_tight_no_measured_data,extrapolated_geometry,pass,relative_rank_percentile_stability_vs_nominal_v1,8,1.0,0.0,relative_ev_prior_stability_and_engineering_gate_floor_v1,0.9,unknown,True,medium,0.0,True,high,relative_proxy_from_event_doublet_or_overlap_risk_no_count_or_concentration_claim,non_fragile,lane_unavailable_v1,unchanged_v1_0p5_0p8_parallel_lens_only,False,True,False,True,major,BFP.RANK_SHIFT_MAJOR,fullwave_spot_check,P1,tsuyama_extrapolated_geometry_clean_main_support,False,False,False,False,False,False
